run_id,instance,instance_class,arm,budget_seconds,status,objective,LB,UB,gap,certified,verifier_passed,nodes,open_nodes,simplex_iterations,gini_branches,ordinary_branches,rows_attached,rows_avoided,equal_siblings,discriminated_siblings,row_factory_seconds,callback_packing_seconds,row_api_seconds,native_solution_count,native_cut_counts,mip_start_accepted,root_connectivity_flow,first_gini_branch_time,callback_abort,lifecycle_valid,fresh_run
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,hard,baseline,900,global_gini_tree_time_limit,2.44340319194,2.30270048628,2.44340319194,0.0575847269592,False,True,19249,10820,4237263,84,14976,208488,0.0,84,0,4.2245241,4.8720372,0.0535499,0,cover=63|gub_cover=4|flow_cover=20|clique=4|fractional=20|mir=58|flow_path=0|disjunctive=0|implied_bound=817|zero_half=50|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,4.1019408,False,True,True
stage2__high_imbalance_seed3201__plain__900s,high_imbalance_seed3201,hard,plain,900,not_certified,2.45166472319,2.0392278597,2.45166472319,0.168227270061,False,True,29785,0,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,hard,root_flow_only,900,global_gini_tree_time_limit,2.44340319194,2.36167178028,2.44340319194,0.0334498260196,False,True,13145,7635,4974979,89,10316,234192,0.0,89,0,4.5079592,5.1692719,0.3643798,0,cover=39|gub_cover=5|flow_cover=255|clique=0|fractional=2|mir=29|flow_path=0|disjunctive=0|implied_bound=707|zero_half=20|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,True,6.873563,False,True,True
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,control,baseline,900,global_gini_tree_time_limit,1.74931345205,1.62321606336,1.74931345205,0.0720839301526,False,True,7866,3918,3556951,84,5812,193992,0.0,84,0,4.0037111,4.566922,0.064342,0,cover=46|gub_cover=0|flow_cover=23|clique=1|fractional=3|mir=43|flow_path=0|disjunctive=0|implied_bound=663|zero_half=27|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,3.1895798,False,True,True
stage2__high_imbalance_seed3202__plain__900s,high_imbalance_seed3202,control,plain,900,not_certified,1.81932222004,1.1380762512,1.81932222004,0.374450419685,False,True,13497,0,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,control,root_flow_only,900,global_gini_tree_time_limit,1.74931345205,1.71132584464,1.74931345205,0.021715723599,False,True,7702,3207,3748180,88,5377,233640,0.0,88,0,4.5422262,5.1956619,0.2390785,0,cover=40|gub_cover=2|flow_cover=250|clique=1|fractional=1|mir=45|flow_path=0|disjunctive=0|implied_bound=858|zero_half=26|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,True,6.9538185,False,True,True
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,hard,baseline,900,global_gini_tree_time_limit,0.0491525526647,0.0465584436862,0.0491525526647,0.0527766888581,False,True,10346,4162,2741306,163,7091,451943,0.0,163,0,9.3985371,10.5971303,0.125272,0,cover=93|gub_cover=0|flow_cover=35|clique=0|fractional=4|mir=32|flow_path=0|disjunctive=0|implied_bound=1838|zero_half=8|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,2.0067996,False,True,True
stage2__moderate_seed3301__plain__900s,moderate_seed3301,hard,plain,900,not_certified,0.0496566123632,0.040438478442,0.0496566123632,0.185637591501,False,True,94015,0,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,hard,root_flow_only,900,global_gini_tree_time_limit,0.0491525526647,0.0449719314816,0.0491525526647,0.0850539993648,False,True,3903,1811,3311510,139,2719,360097,0.0,139,0,7.7449216,8.7348534,0.2762328,0,cover=17|gub_cover=2|flow_cover=75|clique=0|fractional=5|mir=35|flow_path=0|disjunctive=0|implied_bound=1318|zero_half=6|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,True,6.7174791,False,True,True
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,hard,baseline,900,global_gini_tree_time_limit,0.195636206549,0.139454506173,0.195636206549,0.287174349609,False,True,7787,4775,3888795,116,6170,224518,0.0,116,0,5.6463048,6.3492503,0.0770152,0,cover=33|gub_cover=0|flow_cover=6|clique=0|fractional=0|mir=25|flow_path=0|disjunctive=0|implied_bound=1359|zero_half=22|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,2.2651552,False,True,True
stage2__moderate_seed3302__plain__900s,moderate_seed3302,hard,plain,900,not_certified,0.222691941618,0.11965099927,0.222691941618,0.462706201218,False,True,80365,0,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,hard,root_flow_only,900,global_gini_tree_time_limit,0.195636206549,0.14397819289,0.195636206549,0.264051397081,False,True,6984,4048,3698599,154,5369,363776,0.0,154,0,8.2244906,9.3219904,0.3284726,0,cover=10|gub_cover=11|flow_cover=183|clique=0|fractional=5|mir=39|flow_path=0|disjunctive=0|implied_bound=389|zero_half=19|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,True,6.458415,False,True,True
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,control,baseline,900,global_gini_tree_time_limit,0.107252734134,0.0177896611293,0.107252734134,0.834133262215,False,True,24531,13840,4241213,86,19113,207649,0.0,86,0,4.6498552,5.2861149,0.0603482,0,cover=46|gub_cover=0|flow_cover=22|clique=2|fractional=10|mir=35|flow_path=0|disjunctive=0|implied_bound=719|zero_half=40|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=8|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.9688134,False,True,True
stage2__tight_T_seed3101__plain__900s,tight_T_seed3101,control,plain,900,not_certified,0.139922466262,0.01860729809,0.139922466262,0.867017080337,False,True,60534,0,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
stage2__tight_T_seed3101__root_flow_only__900s,tight_T_seed3101,control,root_flow_only,900,global_gini_tree_time_limit,0.107252734134,0.0403977891859,0.107252734134,0.623340239183,False,True,9389,2085,4262024,127,5610,328779,0.0,127,0,7.0381058,7.9455416,0.2607648,0,cover=12|gub_cover=7|flow_cover=231|clique=0|fractional=1|mir=43|flow_path=0|disjunctive=0|implied_bound=486|zero_half=19|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,True,5.956242,False,True,True
stage2__tight_T_seed3102__baseline__900s,tight_T_seed3102,hard,baseline,900,global_gini_tree_time_limit,0.600704436685,0.511664650296,0.600704436685,0.148225618043,False,True,7624,3101,2666983,61,5308,154889,0.0,61,0,3.3637059,3.8108328,0.0404619,0,cover=53|gub_cover=0|flow_cover=34|clique=0|fractional=6|mir=115|flow_path=0|disjunctive=0|implied_bound=572|zero_half=25|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=6|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,3.0599368,False,True,True
stage2__tight_T_seed3102__plain__900s,tight_T_seed3102,hard,plain,900,not_certified,0.612214622655,0.47830843877,0.612214622655,0.218724249519,False,True,121880,0,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
stage2__tight_T_seed3102__root_flow_only__900s,tight_T_seed3102,hard,root_flow_only,900,global_gini_tree_time_limit,0.600704436685,0.549882288014,0.600704436685,0.0846042505561,False,True,7258,3777,4298168,117,5406,298410,0.0,117,0,6.4683899,7.3219903,0.2698372,0,cover=33|gub_cover=4|flow_cover=276|clique=0|fractional=1|mir=66|flow_path=0|disjunctive=0|implied_bound=405|zero_half=36|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,True,4.967433,False,True,True
stage2__V12_M1__baseline__900s,V12_M1,control,baseline,900,optimal,0.357200583208,0.357200583208,0.357200583208,0.0,True,True,22251,2,837966,233,11231,290636,0.0,233,0,3.781088,4.2937538,0.0668288,1,cover=12|gub_cover=0|flow_cover=1|clique=64|fractional=5|mir=1|flow_path=0|disjunctive=0|implied_bound=437|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=3|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.4059469,False,True,True
stage2__V12_M1__plain__900s,V12_M1,control,plain,900,optimal,0.357200583208,0.357200583208,0.357200583208,0.0,True,True,143037,0,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
stage2__V12_M1__root_flow_only__900s,V12_M1,control,root_flow_only,900,optimal,0.357200583208,0.357200583208,0.357200583208,0.0,True,True,15851,4,933381,223,8048,282920,0.0,223,0,3.6356145,4.1327086,0.0623186,1,cover=13|gub_cover=0|flow_cover=42|clique=57|fractional=5|mir=10|flow_path=0|disjunctive=0|implied_bound=416|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,True,1.4951321,False,True,True
stage2__V12_M2__baseline__900s,V12_M2,control,baseline,900,optimal,0.718504070755,0.718504070755,0.718504070755,0.0,True,True,56706,0,2440418,148,28921,189571,0.0,148,0,2.4788887,2.8209465,0.0450949,1,cover=24|gub_cover=0|flow_cover=16|clique=22|fractional=2|mir=29|flow_path=0|disjunctive=0|implied_bound=486|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.7622709,False,True,True
stage2__V12_M2__plain__900s,V12_M2,control,plain,900,not_certified,0.718504070755,0.6453754836,0.718504070755,0.10177894619,False,True,569715,0,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
stage2__V12_M2__root_flow_only__900s,V12_M2,control,root_flow_only,900,optimal,0.718504070755,0.718504070755,0.718504070755,0.0,True,True,45956,3,3799699,140,23407,176631,0.0,140,0,2.2831499,2.6050997,0.041908,1,cover=26|gub_cover=4|flow_cover=145|clique=18|fractional=2|mir=32|flow_path=0|disjunctive=0|implied_bound=445|zero_half=0|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,True,3.523387,False,True,True
