run_id,instance,arm,elapsed_seconds,native_tree_memory_mb,rows_attached_final,rows_avoided_final
stage2__V12_M1__root_flow_only__900s,V12_M1,root_flow_only,75.11,88.96,282920,0.0
stage2__V12_M1__root_flow_only__900s,V12_M1,root_flow_only,89.94,83.0,282920,0.0
stage2__V12_M1__root_flow_only__900s,V12_M1,root_flow_only,104.83,56.57,282920,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,1.77,0.01,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,4.47,1.32,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,9.22,1.8,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,13.25,7.39,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,17.56,18.23,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,21.39,32.69,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,25.27,46.7,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,29.08,55.21,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,32.88,65.92,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,36.64,75.47,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,41.59,86.39,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,56.16,118.39,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,71.08,155.91,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,85.55,188.57,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,100.2,230.7,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,115.36,267.92,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,131.58,294.45,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,147.03,324.87,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,162.67,361.73,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,178.47,391.07,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,194.3,407.78,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,210.62,423.42,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,227.45,430.05,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,244.22,427.39,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,261.36,428.45,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,278.77,436.11,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,296.09,437.74,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,314.05,431.65,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,332.31,424.89,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,350.22,385.74,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,369.64,325.93,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,391.41,256.44,189571,0.0
stage2__V12_M2__baseline__900s,V12_M2,baseline,414.25,167.09,189571,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,3.52,0.01,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,6.36,1.27,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,10.58,9.88,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,14.67,14.2,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,18.8,20.5,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,23.12,27.6,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,27.02,34.48,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,31.06,41.15,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,34.95,44.62,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,38.88,51.71,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,44.02,60.41,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,59.61,82.95,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,74.72,92.49,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,90.25,95.59,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,106.02,102.07,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,121.42,102.03,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,136.88,107.94,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,152.36,127.09,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,168.03,155.95,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,183.5,182.38,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,198.86,208.55,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,214.64,225.71,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,230.44,249.25,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,246.31,265.98,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,262.64,281.35,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,278.91,298.55,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,294.98,309.48,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,311.14,322.12,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,327.81,334.11,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,344.52,344.89,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,361.52,353.25,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,378.84,358.16,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,396.03,358.56,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,413.27,353.68,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,431.11,326.86,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,449.75,239.56,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,468.34,176.93,176631,0.0
stage2__V12_M2__root_flow_only__900s,V12_M2,root_flow_only,489.03,81.66,176631,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,6.97,0.01,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,11.88,0.79,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,20.92,2.49,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,26.5,5.51,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,32.14,10.55,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,36.97,14.95,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,42.34,17.75,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,47.64,19.22,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,52.91,23.26,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,57.55,28.77,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,63.59,31.15,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,80.98,47.31,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,97.92,57.18,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,115.72,74.85,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,133.5,87.33,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,151.17,94.96,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,169.98,105.83,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,189.84,119.05,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,208.34,126.59,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,226.48,134.56,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,246.09,145.83,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,265.19,163.47,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,285.17,173.36,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,304.88,182.17,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,324.2,190.5,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,344.09,200.4,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,364.23,213.25,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,384.08,224.87,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,404.11,240.29,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,423.31,248.27,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,443.36,251.76,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,465.41,255.49,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,487.2,257.07,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,507.62,263.45,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,529.97,275.87,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,550.59,276.71,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,573.86,284.29,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,594.81,296.69,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,616.84,301.38,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,639.84,304.68,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,662.2,312.24,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,685.58,318.45,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,707.89,324.56,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,731.02,334.83,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,756.03,338.78,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,781.42,346.59,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,806.95,348.41,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,830.73,352.24,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,853.38,359.71,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,877.33,361.88,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,904.11,367.35,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,931.34,374.09,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,956.73,378.5,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,982.7,383.91,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1007.66,394.17,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1032.38,400.71,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1060.0,408.74,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1086.52,412.8,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1114.47,420.13,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1142.22,425.88,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1167.14,432.43,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1195.11,435.98,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1219.61,438.9,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1248.8,439.93,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1276.02,440.9,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1301.53,444.95,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1329.52,444.86,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1358.5,446.55,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1387.48,444.88,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1418.05,449.41,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1447.72,447.74,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1475.47,448.99,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1505.55,447.31,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1534.41,449.1,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1566.03,448.66,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1594.83,447.26,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1625.25,446.54,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1656.84,444.94,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1685.52,445.96,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1714.2,445.3,318600,0.0
stage3__high_imbalance_seed3202__root_flow_only__1800s,high_imbalance_seed3202,root_flow_only,1746.5,445.73,318600,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,6.39,0.01,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,10.62,1.22,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,18.25,3.69,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,25.22,10.45,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,32.03,17.8,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,37.72,25.97,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,42.94,34.0,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,48.69,41.46,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,53.5,51.61,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,59.67,56.82,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,68.53,62.44,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,88.09,75.41,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,107.24,86.99,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,127.36,99.44,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,147.81,111.54,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,166.19,122.46,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,185.41,133.91,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,204.5,142.34,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,224.17,152.62,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,244.02,162.81,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,264.44,171.73,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,284.2,182.45,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,303.72,191.69,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,324.25,201.19,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,343.86,212.22,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,364.02,223.95,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,384.17,234.42,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,403.99,243.29,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,425.3,251.84,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,446.39,260.97,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,466.39,272.23,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,487.25,281.57,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,509.12,291.97,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,530.27,300.75,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,551.24,309.67,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,572.84,320.06,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,594.56,332.12,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,615.38,345.64,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,635.97,357.46,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,655.89,367.62,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,678.08,379.13,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,700.12,390.05,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,726.45,397.66,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,750.28,407.33,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,771.34,421.07,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,792.12,433.13,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,815.39,438.56,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,836.89,444.41,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,859.75,454.67,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,881.69,463.69,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,906.77,473.1,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,928.64,485.52,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,953.67,496.9,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,977.66,504.34,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,999.75,514.82,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1022.56,523.53,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1045.31,532.89,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1068.36,542.81,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1092.67,550.84,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1117.49,559.61,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1139.77,568.85,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1170.86,576.41,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1195.78,586.1,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1220.44,593.76,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1245.34,604.39,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1269.28,614.87,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1292.49,627.27,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1315.05,637.54,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1340.05,645.0,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1364.45,657.96,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1389.12,667.32,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1417.55,678.4,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1444.69,688.43,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1473.0,696.55,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1496.06,709.67,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1523.12,716.55,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1559.75,721.28,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1587.89,727.93,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1617.61,733.9,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1641.75,739.31,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1665.92,749.68,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1695.03,754.64,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1720.75,762.32,440510,0.0
stage3__moderate_seed3302__root_flow_only__1800s,moderate_seed3302,root_flow_only,1747.88,769.08,440510,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,5.92,0.01,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,10.06,1.14,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,18.08,3.16,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,23.69,8.85,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,28.94,18.85,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,34.0,25.59,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,47.89,28.53,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,53.17,34.28,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,58.45,38.67,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,65.22,43.8,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,72.75,56.27,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,91.25,71.87,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,109.84,84.84,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,128.0,103.15,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,146.16,115.31,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,164.28,134.29,460001,0.0
stage3__tight_T_seed3101__root_flow_only__1800s,tight_T_seed3101,root_flow_only,182.83,140.94,460001,0.0
