instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round32_multi_m_tight_T_V50_M4_seed1562257203.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,6.29356,0.59928,37.9618,4,9,59,20,39,"2372.72|2347.58|2379.77|2297.48",true,0.0021465,true,
round32_multi_m_tight_T_V50_M4_seed1562257203.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,6.18381,0.59267,37.2743,4,8,59,31,28,"2372.72|2379.73|2380.24|2383.45",true,0.0040915,true,
round32_multi_m_tight_T_V50_M4_seed1562257203.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,6.20389,0.59282,37.4071,4,9,58,44,14,"2372.72|2379.73|2380.24|2342.27",true,0.0060757,false,
