leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,0.297,0.490128,0,0,0,0.297,0.490128,0,0,0,0
L1,0,30,0.406,0.801655,1,638,0,0.406,0.801655,1,638,0,0
L2,0,30,30.01,53.6659,630,77789,0,30.01,53.6659,630,77789,0,0
L3,0,30,0.447,0.943456,1,1005,0,0.447,0.943456,1,1005,0,0
L2,1,60,60.002,132.141,1458,260058,0,90.012,185.806,2088,337847,0,0
L2.0,0,30,13.768,25.0644,235,34192,0,13.768,25.0644,235,34192,0,0
L2.1,0,30,30.004,54.8666,776,97933,0,30.004,54.8666,776,97933,0,0
L2.1,1,60,23.604,55.8566,1641,197156,0,53.608,110.723,2417,295089,0,0
