run_id,instance,decision_sequence,interval_id,variable,family,parent_lower,parent_upper,parent_width,width_tolerance,left_lower,left_upper,left_width,c_L,right_lower,right_upper,right_width,c_R,fixed_left,fixed_right,equal_weight
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","W_SP","ratio_penalty_product",11.011731865159856,579.60595855187364,568.5942266867138,9.9999999999999995e-08,11.011731865159856,579.60595855187364,568.5942266867138,0,11.011731865159856,452.36598986775283,441.35425800259299,0.22377991670011799,0,0,1
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","Y_1","final_inventory",4,28,24,9.9999999999999995e-08,4,28,24,0,4,28,24,0,0,0,1
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","Y_10","final_inventory",0,24,24,9.9999999999999995e-08,0,24,24,0,0,24,24,0,0,0,1
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","Y_11","final_inventory",10,39,29,9.9999999999999995e-08,10,39,29,0,10,39,29,0,0,0,1
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","Y_12","final_inventory",0,27,27,9.9999999999999995e-08,0,27,27,0,0,27,27,0,0,0,1
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","Y_13","final_inventory",0,23,23,9.9999999999999995e-08,0,23,23,0,0,23,23,0,0,0,1
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","Y_14","final_inventory",0,14,14,9.9999999999999995e-08,0,14,14,0,0,11,11,0.2142857142857143,0,0,1
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","Y_15","final_inventory",0,29,29,9.9999999999999995e-08,0,29,29,0,0,29,29,0,0,0,1
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","Y_16","final_inventory",0,29,29,9.9999999999999995e-08,0,29,29,0,0,29,29,0,0,0,1
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","Y_17","final_inventory",0,26,26,9.9999999999999995e-08,0,26,26,0,0,26,26,0,0,0,1
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","Y_18","final_inventory",0,27,27,9.9999999999999995e-08,0,27,27,0,0,27,27,0,0,0,1
