decision_sequence,K0,tau,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update
2,1,0.079149999999999998,"L0.0","L0",1,0,0.30035221834255404,0.407329005858862,0.43699011491207468,0.50832936531373507,0.60070443668510809,0.19337543082624609,0.15338613042245328,0.52230192337942394,0.15338613042245328,0.52230192337942394,0.15338613042245328,0.33784402690093862,0.051820587972674186,0.23427970808318618,5.1712878387259143e-07,"native-target",0.43699011491207468,"adaptive_mass_score_below_tau_native_target","parent_coverage_retained"
3,1,0.079149999999999998,"L0.0","L0",1,0,0.30035221834255404,0.44328714618436826,0.43699011491207468,0.50832936531373507,0.60070443668510809,0.15741729050073983,-0.040002157655381509,0.41318344968630444,0,0.41318344968630444,0,0.20659172484315222,0,0.3831227996188713,6.3525423922886756e-07,"exact-close",,"adaptive_mass_no_strict_child_improvement","parent_coverage_retained"
