run_id,instance,decision_sequence,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,g_L,g_R,eta,mu,S_AM,eligible_variable_count,excluded_gini_variable_count,invalid_variable_count,per_family_eligible_counts,phi_L,phi_R,left_min_contraction,left_mean_contraction,left_max_contraction,right_min_contraction,right_mean_contraction,right_max_contraction,fixed_left_count,fixed_right_count,gtilde_L,gtilde_R,eta_hat,S_AMF,tau,score_margin,AM_action,AMF_action,rescue_activated,selected_native_target,deterministic_reason,profile_valid,fallback_reason,decision_hash
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",2,"L0.0","L0",1,0,0.30035221834255404,0.407329005858862,0.43699011491207468,0.50832936531373507,0.60070443668510809,0.15338613042245328,0.52230192337942394,0.15338613042245328,0.33784402690093862,0.051820587972674186,585,1,0,"absolute_deviation=20;drop_movement=57;final_inventory=20;gini_inventory_product=110;inventory_bit=110;pairwise_ratio_difference=190;pickup_movement=57;ratio_penalty_product=1;station_ratio=20",0.094017094017094016,0.0016035309931381749,0,0.094017094017094016,0.5,0,0.0016035309931381749,0.5,0,0,0.18807052121327958,0.52230192337942394,0.18807052121327958,0.063538502228052768,0.079149999999999998,-0.01561149777194723,"native-target","native-target",0,0.43699011491207468,"amf_score_below_tau_preserve_am_lifecycle",1,"none","9b2f036781bd4b18"
"stage3_300s__tight_T_seed3102__K1-AMF","tight_T_seed3102.txt",3,"L0.0","L0",1,0,0.30035221834255404,0.44328714618436826,0.43699011491207468,0.50832936531373507,0.60070443668510809,0,0.41318344968630444,0,0.20659172484315222,0,585,1,0,"absolute_deviation=20;drop_movement=57;final_inventory=20;gini_inventory_product=110;inventory_bit=110;pairwise_ratio_difference=190;pickup_movement=57;ratio_penalty_product=1;station_ratio=20",0.094017094017094016,0.0016035309931381749,0,0.094017094017094016,0.5,0,0.0016035309931381749,0.5,0,0,0.038846307235464519,0.41318344968630444,0.038846307235464519,0.0080253256155616397,0.079149999999999998,-0.071124674384438355,"exact-close","exact-close",0,,"amf_score_below_tau_preserve_am_lifecycle",1,"none","6076ed512d5d73c8"
