instance,strict_certificate,certificate_class,rejection_reason,root_coverage,parent_child_coverage,all_leaves_closed,all_bounds_valid,leaf_bounds_monotone,global_bound_monotone,lifecycle_complete,feasibility_consistency,lower_bound,verified_upper_bound,gap,false_certificate
"tight_T_seed3102.txt",0,"certificate_rejected","relevant_leaf_open",1,1,0,1,1,1,1,1,0.54161728482959037,0.60070443668510809,0.098363102129860686,0
