vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,24,15,7,8,3,30,13,29,9,26,16,22,10,25,19,2,12,23,0]",30,8881.308469780879,8880.0,17761.30846978088,18000.0,0.9867393594322712,0
1,False,"[0,0]",30,0.0,0.0,0.0,18000.0,0.0,0
2,True,"[0,27,1,18,5,6,17,4,28,21,11,14,20,0]",30,6455.605505186089,5640.0,12095.60550518609,18000.0,0.6719780836214494,0
