vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,24,15,8,0,0,8,724.2220006428088,480.0,10
0,2,24,15,7,8,0,8,16,239.2689384427315,480.0,10
0,3,15,7,8,6,0,16,22,242.3625339358875,360.0,8
0,4,7,8,3,0,7,22,15,471.0124838739207,420.0,9
0,5,8,3,30,7,0,15,22,557.918479860515,420.0,9
0,6,3,30,13,0,9,22,13,664.8808615096837,540.0,18
0,7,30,13,29,0,8,13,5,476.9935346228447,480.0,13
0,8,13,29,9,7,0,5,12,290.7987679945594,420.0,8
0,9,29,9,26,11,0,12,23,460.9226391006628,660.0,15
0,10,9,26,16,0,11,23,12,663.2957598988793,660.0,18
0,11,26,16,22,9,0,12,21,217.0400778238078,540.0,11
0,12,16,22,10,0,5,21,16,281.2915445235844,300.0,10
0,13,22,10,25,10,0,16,26,681.8779746382787,600.0,14
0,14,10,25,19,0,10,26,16,653.6199118279366,600.0,17
0,15,25,19,2,8,0,16,24,344.28275642526864,480.0,11
0,16,19,2,12,0,6,24,18,434.28525000309327,360.0,11
0,17,2,12,23,0,5,18,13,442.81524134145735,300.0,9
0,18,12,23,0,0,13,13,0,425.4613259632538,780.0,22
2,1,0,27,1,9,0,0,9,737.8042165900193,540.0,10
2,2,27,1,18,0,6,9,3,738.9042640409542,360.0,9
2,3,1,18,5,11,0,3,14,558.2782450134681,660.0,13
2,4,18,5,6,0,5,14,9,477.1823594070988,300.0,7
2,5,5,6,17,0,6,9,3,482.5823539269861,360.0,9
2,6,6,17,4,7,0,3,10,504.5035841303149,420.0,9
2,7,17,4,28,9,0,10,19,661.254747064777,540.0,10
2,8,4,28,21,5,0,19,24,526.2202258730762,300.0,9
2,9,28,21,11,0,6,24,18,176.5115323622699,360.0,9
2,10,21,11,14,0,6,18,12,205.2347425992211,360.0,9
2,11,11,14,20,6,0,12,18,357.08226181123536,360.0,9
2,12,14,20,0,0,18,18,0,474.65427961791994,1080.0,27
