stage,instance,family,V,M,arm,repetition,horizon_seconds,return_code,runner_wall_seconds,emergency_timeout,result_exists,status,completed_process,authoritative,verified_witness,correctness_gates,strict_certificate,certificate_class,certificate_rejection_reason,exact_phase_started,graceful_deadline_finalization,verified_ub,valid_final_lb,common_ub,common_ub_gap,bound_progress_auc,normalized_gap_auc,bound_observations,process_wall_seconds,process_elapsed_at_exact_start_seconds,hga_wall_time_seconds,exact_phase_seconds,work,lp_work,terminal_mip_work,lp_optimize_count,terminal_mip_leaf_count,terminal_mip_optimize_count,split_count,declined_split_count,unconditional_split_count,lp_pruned_leaf_count,lp_infeasible_leaf_count,initial_leaf_count,final_leaf_count,open_leaf_count,closed_leaf_count,max_depth,optimize_count,model_count,model_read_count,model_free_count,environment_count,environment_free_count,presolve_count,root_relaxation_count,simplex_iterations,barrier_iterations,native_nodes,peak_memory_gb,model_build_seconds,model_read_seconds,solver_seconds,final_stagnation_seconds,same_leaf_model_reuse_count,explicit_leaf_model_discard_count,integer_domain_restore_count,basis_available_count,basis_mapped_count,basis_submitted_count,basis_accepted_count,basis_rejected_count,mip_start_submitted_count,mip_start_accepted_count,mip_start_rejected_count,selector_variable_count,global_row_family_count,interval_row_family_count,lifecycle_complete,conservative_lower_bound_source,result_path,run_path
stage2,high_imbalance_seed4201,high_imbalance,20,3,C4-CANDIDATE,0,300,0,295.0470000002533,False,True,round29_c4_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,2.784107571242904,2.6896611173437055,2.784107571242904,0.03392342123369721,0.01603231519037518,0.9839676848096248,0,295.0214148,16.5575703,16.5484072,278.4638445,494.35348511421506,35.87866973952537,458.4748153746897,52,3,3,24,0,0,0,0,4,28,23,5,0,55,52,52,52,1,1,55,3,1324296.0,0.0,8620.0,0.178864357,5.6765265000000005,1.0883673000000003,270.96800112724304,2.0679812000000197,3,27,52,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed4201__c4_candidate__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed4201__c4_candidate__300s
stage2,moderate_seed4302,moderate,20,3,P-GRB,0,300,0,295.0470000002533,False,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,True,False,0.05457724328859062,8.816848156789071e-08,0.04854285887126694,0.9999981836982077,1.7316802918276863e-06,0.9999982683197082,1741,295.0211733,0.0,0.0,295.0211733,524.2764918361275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,11584.0,0.118501305,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,results/gf_gurobi_performance_recovery_round29/runs/stage2__moderate_seed4302__p_grb__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__moderate_seed4302__p_grb__300s
stage2,moderate_seed4302,moderate,20,3,C3-REPLICA,0,300,0,295.07800000021234,False,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,0.04854285887126694,0.006826339528771914,0.04854285887126694,0.859375,0.08781798695080167,0.9121820130491983,314,295.0474489,36.273313,19.7975803,258.77413590000003,466.0332217547025,46.117923450885364,419.9152983038171,157,74,74,83,0,83,0,0,4,84,11,73,0,231,231,231,231,1,1,231,74,1522552.0,0.0,1214.0,0.08173329,17.83176940000001,4.961429600000005,230.50099897384644,31.920936099999977,0,0,0,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage2__moderate_seed4302__c3_replica__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__moderate_seed4302__c3_replica__300s
stage2,moderate_seed4302,moderate,20,3,C4-CANDIDATE,0,300,0,295.0460000000894,False,True,round29_c4_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,0.04854285887126694,0.016240295448157305,0.04854285887126694,0.6654441904374504,0.005547706808243902,0.9944522931917561,0,295.0253082,19.2874854,19.2780362,275.7378228,538.1551558519147,1.758843538743812,536.3963123131709,6,2,2,0,2,0,0,0,4,4,3,1,0,8,6,6,6,1,1,8,2,1758045.0,0.0,4026.0,0.152741515,0.6774515,0.1291177,274.8090000152588,253.2711744,2,4,6,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage2__moderate_seed4302__c4_candidate__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__moderate_seed4302__c4_candidate__300s
stage2,tight_T_seed4101,tight_T,20,3,P-GRB,0,300,0,295.0470000002533,False,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,True,False,0.5859776641086627,0.36326075806486424,0.562981400559009,0.3547553121574414,0.627850243433635,0.3721497565663649,1787,295.0228185,0.0,0.0,295.0228185,551.277160418904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,10896.0,0.116019207,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,results/gf_gurobi_performance_recovery_round29/runs/stage2__tight_T_seed4101__p_grb__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__tight_T_seed4101__p_grb__300s
stage2,tight_T_seed4101,tight_T,20,3,C3-REPLICA,0,300,0,295.07800000021234,False,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,0.562981400559009,0.4194737161392273,0.562981400559009,0.25490661730083203,0.6523582200374263,0.3476417799625737,400,295.0475775,28.4520292,9.9612266,266.5955483,458.67356457542843,119.46088381872134,339.212680756707,202,91,91,107,0,107,0,4,4,108,14,94,0,293,293,293,293,1,1,293,91,1399157.0,0.0,91.0,0.075756787,22.882512899999995,6.2403036999999975,230.5539984703064,28.25033129999997,0,0,0,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage2__tight_T_seed4101__c3_replica__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__tight_T_seed4101__c3_replica__300s
stage2,tight_T_seed4101,tight_T,20,3,C4-CANDIDATE,0,300,0,295.06300000008196,False,True,round29_c4_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,0.562981400559009,0.3022442685314236,0.562981400559009,0.4631363163484407,0.008902410323595067,0.9910975896764049,0,295.0253236,9.9039379,9.8961804,285.12138569999996,595.2855170813194,3.142773730896485,592.142743350423,6,1,1,1,1,0,0,0,4,5,4,1,0,7,6,6,6,1,1,7,1,1565188.0,0.0,2813.0,0.139946695,0.686899,0.1321537,284.19400000572205,285.1197926,1,4,6,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage2__tight_T_seed4101__c4_candidate__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__tight_T_seed4101__c4_candidate__300s
stage2,high_imbalance_seed5202,high_imbalance,20,3,P-GRB,0,300,0,295.06300000008196,False,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,True,False,1.186503077343321,0.9252150909251404,1.1542456900998876,0.19842447854834708,0.7964451751478608,0.20355482485213916,1642,295.0243769,0.0,0.0,295.0243769,576.699485018724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,10850.0,0.133578898,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5202__p_grb__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5202__p_grb__300s
stage2,high_imbalance_seed5202,high_imbalance,20,3,C3-REPLICA,0,300,0,295.094000000041,False,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,1.1542456900998876,1.0151175975564048,1.1542456900998876,0.12053594285584271,0.7723232618473307,0.2276767381526693,54,295.0584124,35.7252009,13.8890293,259.3332115,487.1208486912197,19.025516678098825,468.09533201312087,28,1,1,25,0,25,0,2,4,26,24,2,0,29,29,29,29,1,1,29,1,774032.0,0.0,1452.0,0.167772078,3.0639453999999997,0.6212863000000002,254.83799982070923,259.3232885,0,0,0,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5202__c3_replica__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5202__c3_replica__300s
stage2,high_imbalance_seed5202,high_imbalance,20,3,C4-CANDIDATE,0,300,0,295.06199999991804,False,True,round29_c4_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,1.1543377051882164,1.0155419140820865,1.1542456900998876,0.12016832915858479,0.01457486180802614,0.9854251381919739,0,295.0303465,14.0114492,14.0034418,281.0188973,541.4834396357446,22.187398526675064,519.2960411090695,34,1,1,15,0,0,0,0,4,19,15,4,0,35,34,34,34,1,1,35,1,1090186.0,0.0,2115.0,0.170385813,3.785462000000001,0.7260437,276.0220003128052,281.0161173,1,19,34,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5202__c4_candidate__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5202__c4_candidate__300s
stage2,high_imbalance_seed5203,high_imbalance,20,3,P-GRB,0,300,0,295.04699999978766,False,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,True,False,2.355629122487788,1.9903564132248892,2.3524097575828193,0.15390743181151917,0.836264372276276,0.16373562772372396,1994,295.0199604,0.0,0.0,295.0199604,548.970833295025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,11368.0,0.113807781,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5203__p_grb__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5203__p_grb__300s
stage2,high_imbalance_seed5203,high_imbalance,20,3,C3-REPLICA,0,300,0,295.0789999999106,False,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,2.3524097575828193,2.0254288773385505,2.3524097575828193,0.1389982672832699,0.7880792851047713,0.21192071489522873,106,295.0522038,24.4870791,14.3235926,270.56512469999996,504.97567807100245,35.16226213161695,469.81341593938544,53,16,16,37,0,37,0,0,4,38,23,15,0,69,69,69,69,1,1,69,16,1035968.0,0.0,2917.0,0.135982689,5.8227055,1.4511140999999999,261.57200050354004,72.057592,0,0,0,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5203__c3_replica__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5203__c3_replica__300s
stage2,high_imbalance_seed5203,high_imbalance,20,3,C4-CANDIDATE,0,300,0,295.06300000008196,False,True,round29_c4_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,2.3524097575828193,2.0264485645829993,2.3524097575828193,0.1385648023050016,0.014275053712627273,0.9857249462873727,0,295.0286265,14.3120329,14.3038282,280.71659359999995,523.9960091948528,36.837792889505174,487.1582163053476,58,18,18,26,1,0,0,0,4,30,11,19,0,76,58,58,58,1,1,76,18,1072408.0,0.0,2931.0,0.164779709,6.347169900000001,1.2096912000000004,272.1019995212555,53.679175999999984,18,30,58,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5203__c4_candidate__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage2__high_imbalance_seed5203__c4_candidate__300s
