instance,family,V,left_arm,right_arm,common_ub,left_status,right_status,left_strict,right_strict,left_final_lb,right_final_lb,right_minus_left_lb,left_common_gap,right_common_gap,right_minus_left_gap,left_bound_auc,right_bound_auc,right_minus_left_auc,left_work,right_work,left_optimize_count,right_optimize_count,left_model_reads,right_model_reads,left_splits,right_splits,left_terminal_mips,right_terminal_mips,winner_by_final_lb
V12_M1,v12,12,C3-REPLICA,C4-CANDIDATE,0.3572005832084155,cplex_replica_external_gini_tree_time_limit,optimal,False,True,0.31663236056917027,0.3572005832084146,0.04056822263924431,0.11357266630098123,2.641903779817653e-15,-0.11357266630097859,0.8285881404060051,0.5495339116666653,-0.2790542287393398,375.83611723843,172.85109000753008,334,233,334,164,120,77,103,69,C4-CANDIDATE
V12_M2,v12,12,C3-REPLICA,C4-CANDIDATE,0.7185040707549709,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,0.6552496903260966,0.6557601837879294,0.0005104934618328505,0.088036217195554,0.08732572231791685,-0.0007104948776371495,0.8628888857956541,0.015131884279395935,-0.8477570015162582,471.2460872190688,484.165219455399,160,160,160,112,58,54,48,48,C4-CANDIDATE
high_imbalance_seed3202,high_imbalance,20,C3-REPLICA,C4-CANDIDATE,1.7493134520506337,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,1.609967450778375,1.610843602757366,0.0008761519789910466,0.07965753713773269,0.07915668237213079,-0.0005008547656018963,0.8159744851189976,0.015270752362864792,-0.8007037327561328,537.9700231547146,577.0638739734727,89,93,89,68,41,32,23,25,C4-CANDIDATE
moderate_seed3302,moderate,20,C3-REPLICA,C4-CANDIDATE,0.19563620654901237,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,0.1394169181016961,0.13953281761623015,0.00011589951453405689,0.2873664820996811,0.28677405845490433,-0.0005924236447767406,0.6066963545831485,0.011805929634248091,-0.5948904249489004,469.7018183654042,514.7351730809264,133,163,133,143,97,70,18,20,C4-CANDIDATE
tight_T_seed3101,tight_T,20,C3-REPLICA,C4-CANDIDATE,0.10725273413394144,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,0.023745611370687886,0.05362636706697072,0.029880755696282835,0.7786013423113911,0.5,-0.2786013423113911,0.1224924243407075,0.008263589000000016,-0.11422883534070749,476.0238000739585,543.6235730705707,540,39,540,30,186,9,176,9,C4-CANDIDATE
high_imbalance_seed4201,high_imbalance,20,C3-REPLICA,C4-CANDIDATE,2.784107571242904,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,2.6892378230914074,2.6896611173437055,0.0004232942522981453,0.0340754607082744,0.03392342123369721,-0.0001520394745771897,0.8562857177280726,0.01603231519037518,-0.8402534025376974,496.40142828460546,494.35348511421506,47,55,47,52,38,24,3,3,C4-CANDIDATE
moderate_seed4302,moderate,20,C3-REPLICA,C4-CANDIDATE,0.04854285887126694,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,0.006826339528771914,0.016240295448157305,0.00941395591938539,0.859375,0.6654441904374504,-0.1939308095625496,0.08781798695080167,0.005547706808243902,-0.08227028014255777,466.0332217547025,538.1551558519147,231,8,231,6,83,0,74,2,C4-CANDIDATE
tight_T_seed4101,tight_T,20,C3-REPLICA,C4-CANDIDATE,0.562981400559009,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,0.4194737161392273,0.3022442685314236,-0.11722944760780368,0.25490661730083203,0.4631363163484407,0.20822969904760869,0.6523582200374263,0.008902410323595067,-0.6434558097138312,458.67356457542843,595.2855170813194,293,7,293,6,107,1,91,1,C3-REPLICA
high_imbalance_seed5202,high_imbalance,20,C3-REPLICA,C4-CANDIDATE,1.1542456900998876,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,1.0151175975564048,1.0155419140820865,0.000424316525681645,0.12053594285584271,0.12016832915858479,-0.0003676136972579208,0.7723232618473307,0.01457486180802614,-0.7577484000393045,487.1208486912197,541.4834396357446,29,35,29,34,25,15,1,1,C4-CANDIDATE
high_imbalance_seed5203,high_imbalance,20,C3-REPLICA,C4-CANDIDATE,2.3524097575828193,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,2.0254288773385505,2.0264485645829993,0.0010196872444487859,0.1389982672832699,0.1385648023050016,-0.0004334649782682942,0.7880792851047713,0.014275053712627273,-0.773804231392144,504.97567807100245,523.9960091948528,69,76,69,58,37,26,16,18,C4-CANDIDATE
moderate_seed5301,moderate,20,C3-REPLICA,C4-CANDIDATE,0.16885733659692667,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,0.08263319999845456,0.08358982994364039,0.0009566299451858329,0.5106330487984344,0.5049677341342017,-0.005665314664232701,0.4038337435259819,0.008215574295534767,-0.3956181692304471,508.8362915790514,560.8545353311797,409,449,409,306,146,152,131,143,C4-CANDIDATE
moderate_seed5302,moderate,20,C3-REPLICA,C4-CANDIDATE,0.10573533268303861,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,0.01610829051859732,0.01618004087091167,7.17503523143502e-05,0.847654609770937,0.8469760253233953,-0.0006785844475416525,0.1222841451582184,0.002537386011072895,-0.1197467591471455,493.68177483502564,568.8248190029466,49,59,49,51,37,25,6,8,C4-CANDIDATE
tight_T_seed5102,tight_T,20,C3-REPLICA,C4-CANDIDATE,0.3623546627845846,cplex_replica_external_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,False,False,0.2552055634582377,0.20843292656852036,-0.046772636889717334,0.2957022782677582,0.4247819940641107,0.12907971579635252,0.5813136372394418,0.009536967474346847,-0.571776669765095,456.5329447705385,480.79181677686046,368,8,368,7,133,1,116,1,C3-REPLICA
