instance,family,V,left_arm,right_arm,common_ub,left_status,right_status,left_final_lb,right_final_lb,right_minus_left_lb,left_common_gap,right_common_gap,winner_by_final_lb
V12_M1,v12,12,S0-CPLEX,C4-CANDIDATE,0.3572005832084155,global_gini_tree_time_limit,optimal,0.3564504596888608,0.3572005832084146,0.0007501235195537803,0.002100006424449341,2.641903779817653e-15,C4-CANDIDATE
V12_M2,v12,12,S0-CPLEX,C4-CANDIDATE,0.7185040707549709,global_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,0.7071386322459102,0.6557601837879294,-0.051378448457980785,0.015818196405092612,0.08732572231791685,S0-CPLEX
high_imbalance_seed3202,high_imbalance,20,S0-CPLEX,C4-CANDIDATE,1.7493134520506337,global_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,1.6805879593515818,1.610843602757366,-0.06974435659421574,0.03928712296729236,0.07915668237213079,S0-CPLEX
moderate_seed3302,moderate,20,S0-CPLEX,C4-CANDIDATE,0.19563620654901237,global_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,0.14140646704917867,0.13953281761623015,-0.0018736494329485154,0.27719684641425324,0.28677405845490433,S0-CPLEX
tight_T_seed3101,tight_T,20,S0-CPLEX,C4-CANDIDATE,0.10725273413394144,global_gini_tree_time_limit,round29_c4_external_gini_tree_time_limit,0.039548146402267864,0.05362636706697072,0.014078220664702858,0.6312621144662048,0.5,C4-CANDIDATE
