stage,instance,arm,repetition,status,strict_certificate,certificate_class,rejection_reason,valid_lb,verified_ub,exact_phase_started,graceful_deadline_finalization,conservative_lower_bound_source,no_false_certificate
stage2,moderate_seed5302,C4-CANDIDATE,0,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.01618004087091167,0.109681593369203,True,True,objective_nonnegative_G_plus_lambda_P,True
stage2,moderate_seed5302,P-GRB,0,time_limit,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.026346485760173625,0.109681593369203,True,False,,True
stage2,moderate_seed6301,P-GRB,0,time_limit,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.4334604561007951,1.042133065991235,True,False,,True
stage2,tight_T_seed3101,P-GRB,0,time_limit,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.01937849707503963,0.11608225228456553,True,False,,True
stage2,tight_T_seed4101,C3-REPLICA,0,cplex_replica_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.4194737161392273,0.562981400559009,True,True,objective_nonnegative_G_plus_lambda_P,True
stage2,tight_T_seed4101,C4-CANDIDATE,0,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.3022442685314236,0.562981400559009,True,True,objective_nonnegative_G_plus_lambda_P,True
stage2,tight_T_seed4101,P-GRB,0,time_limit,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.36326075806486424,0.5859776641086627,True,False,,True
stage2,tight_T_seed5102,C3-REPLICA,0,cplex_replica_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.2552055634582377,0.3623546627845846,True,True,objective_nonnegative_G_plus_lambda_P,True
stage2,tight_T_seed5102,C4-CANDIDATE,0,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.20843292656852036,0.3623546627845846,True,True,objective_nonnegative_G_plus_lambda_P,True
stage2,tight_T_seed5102,P-GRB,0,time_limit,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.2258845704217254,0.41866710699519083,True,False,,True
stage2,tight_T_seed5103,C3-REPLICA,0,cplex_replica_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.18364656523840459,0.2849628509699851,True,True,objective_nonnegative_G_plus_lambda_P,True
stage2,tight_T_seed5103,C4-CANDIDATE,0,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.14558766572211784,0.2849628509699851,True,True,objective_nonnegative_G_plus_lambda_P,True
stage2,tight_T_seed5103,P-GRB,0,time_limit,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.15202339601727297,0.2978986323156426,True,False,,True
stage2,tight_T_seed6102,C3-REPLICA,0,cplex_replica_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.5528118497098944,0.6855974831044359,True,True,objective_nonnegative_G_plus_lambda_P,True
stage2,tight_T_seed6102,C4-CANDIDATE,0,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.5536563779344199,0.6855974831044359,True,True,objective_nonnegative_G_plus_lambda_P,True
stage2,tight_T_seed6102,P-GRB,0,time_limit,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.5114077669336669,0.7043455740789398,True,False,,True
stage2,V12_M1,P-GRB,0,optimal,True,engineering_exact_original_problem_optimal,none,0.3572005832084151,0.3572005832084155,True,False,,True
stage2,V12_M2,P-GRB,0,optimal,True,engineering_exact_original_problem_optimal,none,0.7185040707549712,0.7185040707549709,True,False,,True
stage4,high_imbalance_seed5202,C4-CANDIDATE,1,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,1.0155419140820865,1.1543377051882164,True,True,objective_nonnegative_G_plus_lambda_P,True
stage4,high_imbalance_seed5202,C4-CANDIDATE,2,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,1.0155419140820865,1.1543377051882164,True,True,objective_nonnegative_G_plus_lambda_P,True
stage4,moderate_seed3302,C4-CANDIDATE,1,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.1395208146503319,0.19563620654901237,True,True,objective_nonnegative_G_plus_lambda_P,True
stage4,moderate_seed3302,C4-CANDIDATE,2,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.13953281761623015,0.19563620654901237,True,True,objective_nonnegative_G_plus_lambda_P,True
stage4,moderate_seed6301,C4-CANDIDATE,1,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.4820366689538659,0.6075292832179728,True,True,objective_nonnegative_G_plus_lambda_P,True
stage4,moderate_seed6301,C4-CANDIDATE,2,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.4820366689538659,0.6075292832179728,True,True,objective_nonnegative_G_plus_lambda_P,True
stage4,tight_T_seed3101,C4-CANDIDATE,1,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.05362636706697072,0.10725273413394144,True,True,objective_nonnegative_G_plus_lambda_P,True
stage4,tight_T_seed3101,C4-CANDIDATE,2,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.05362636706697072,0.10725273413394144,True,True,objective_nonnegative_G_plus_lambda_P,True
stage4,V12_M2,C4-CANDIDATE,1,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.6557601837879294,0.7185040707549709,True,True,objective_nonnegative_G_plus_lambda_P,True
stage4,V12_M2,C4-CANDIDATE,2,round29_c4_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,0.6557601837879294,0.7185040707549709,True,True,objective_nonnegative_G_plus_lambda_P,True
