stage,instance,repetition,parent_id,parent_lp_bound,left_lp_bound,left_infeasible,right_lp_bound,right_infeasible,post_split_bound,one_level_bound_gain,decision_valid,split,decision_reason,low_value_split
stage1,V12_M1,0,L1.1.1.1,0.304772,0,True,0.306741,False,0.306741,0.0019689999999999985,1,1,child_lp_infeasible,False
stage1,V12_M1,0,L2.0.0.1.0.0.1,0.30484,0.305011,False,0.305177,False,0.305011,0.00017099999999997673,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.0.0.1,0.304869,0.304959,False,0.305029,False,0.304959,8.999999999997899e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.0.1.0,0.305011,0.305101,False,0.305172,False,0.305101,9.00000000000345e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.0.1.1,0.305177,0.305244,False,0.305348,False,0.305244,6.700000000003925e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.1,0.30523,0.305371,False,0.305927,False,0.305371,0.00014100000000000223,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.1.0,0.305371,0.305443,False,0.30572,False,0.305443,7.20000000000165e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.1.0.0,0.305443,0.30548,False,0.305618,False,0.30548,3.6999999999953737e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.0.0,0.305455,0.30708,False,0.305701,False,0.305701,0.000246000000000024,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.0.0.1,0.305701,0.306513,False,0.305825,False,0.305825,0.000124000000000013,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.1.0.1,0.30572,0.305756,False,0.305895,False,0.305756,3.599999999998049e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.1.1,0.305927,0.305998,False,0.306277,False,0.305998,7.099999999998774e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.1.1.0,0.305998,0.306034,False,0.306173,False,0.306034,3.599999999998049e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.1,0.306099,0.306358,False,0.3075,False,0.306358,0.0002590000000000092,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.1.1.1,0.306277,0.306312,False,0.306452,False,0.306312,3.4999999999951736e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.1.0,0.306358,0.30649,False,0.307057,False,0.30649,0.00013199999999996548,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.1.0.0,0.30649,0.306558,False,0.30684,False,0.306558,6.80000000000125e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.1.0.0.0,0.306558,0.306593,False,0.306734,False,0.306593,3.500000000000725e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L1.1.1.1.1,0.306741,0,True,0.307726,False,0.307726,0.0009850000000000136,1,1,child_lp_infeasible,False
stage1,V12_M1,0,L2.0.0.1.1.0.0.1,0.30684,0.306875,False,0.307016,False,0.306875,3.500000000000725e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.1.0.1,0.307057,0.307123,False,0.307407,False,0.307123,6.599999999995498e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.0.0.0,0.30708,0.307894,False,0.307202,False,0.307202,0.00012199999999995548,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.1.0.1.0,0.307123,0.307158,False,0.307299,False,0.307158,3.500000000000725e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.1.0.1.1,0.307407,0.307441,False,0.307583,False,0.307441,3.4000000000034e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.1.1,0.3075,0.307627,False,0.308199,False,0.307627,0.00012699999999998823,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.1.1.0,0.307627,0.307692,False,0.307977,False,0.307692,6.500000000003725e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.1.1.0.0,0.307692,0.307725,False,0.307867,False,0.307725,3.300000000000525e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L1.1.1.1.1.1,0.307726,0,True,0.308219,False,0.308219,0.0004930000000000212,1,1,child_lp_infeasible,False
stage1,V12_M1,0,L2.0.0.1.1.1.0.1,0.307977,0.30801,False,0.308152,False,0.30801,3.300000000000525e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.1.1.1,0.308199,0.308263,False,0.308549,False,0.308263,6.40000000000085e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L1.1.1.1.1.1.1,0.308219,0,True,0.308465,False,0.308465,0.00024599999999996847,1,1,child_lp_infeasible,False
stage1,V12_M1,0,L2.0.0.1.1.1.1.0,0.308263,0.308295,False,0.308438,False,0.308295,3.199999999997649e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L1.1.1.1.1.1.1.1,0.308465,0.309283,False,0.308588,False,0.308588,0.00012299999999998423,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.1,0.308483,0.308483,False,0.31572,False,0.308483,0.0,1,0,no_certified_one_level_lp_benefit,False
stage1,V12_M1,0,L2.0.0.1.1.1.1.1,0.308549,0.308581,False,0.308725,False,0.308581,3.199999999997649e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.1,0.32305,0.32305,False,0.338072,False,0.32305,0.0,1,0,no_certified_one_level_lp_benefit,False
stage1,V12_M1,0,L3.0,0.354035,0.354035,False,0,True,0.354035,0.0,1,1,child_lp_infeasible,False
stage1,V12_M1,0,L3.0.0,0.354035,0.354035,False,0,True,0.354035,0.0,1,1,child_lp_infeasible,False
stage1,V12_M1,0,L3.0.0.0,0.354035,0.354035,False,0,True,0.354035,0.0,1,1,child_lp_infeasible,False
stage1,V12_M1,0,L3.0.0.0.0,0.354035,0.354035,False,0.356029,False,0.354035,0.0,1,0,no_certified_one_level_lp_benefit,False
stage1,V12_M2,0,L2,0.589563,0.595217,False,0.657203,False,0.595217,0.005654000000000048,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0,0.595217,0,True,0.625983,False,0.625983,0.03076599999999996,1,1,child_lp_infeasible,False
stage1,V12_M2,0,L2.0.1,0.625983,0.633823,False,0.641917,False,0.633823,0.00784000000000007,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0,0.633823,0.640663,False,0.641252,False,0.640663,0.006839999999999957,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.0,0.640663,0,True,0.644371,False,0.644371,0.0037080000000000446,1,1,child_lp_infeasible,False
stage1,V12_M2,0,L2.0.1.0.1,0.641252,0.644628,False,0.644964,False,0.644628,0.0033759999999999346,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1,0.641917,0.643543,False,0.650045,False,0.643543,0.0016260000000000163,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0,0.643543,0.645853,False,0.64729,False,0.645853,0.0023100000000000342,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.0.1,0.644371,0.646145,False,0.646226,False,0.646145,0.0017739999999999423,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.0,0.644628,0.646353,False,0.646492,False,0.646353,0.0017249999999999766,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.1,0.644964,0.64665,False,0.646819,False,0.64665,0.0016859999999999653,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.0,0.645853,0.647117,False,0.647725,False,0.647117,0.0012640000000000429,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.0.1.0,0.646145,0,True,0.647069,False,0.647069,0.0009240000000000359,1,1,child_lp_infeasible,False
stage1,V12_M2,0,L2.0.1.0.0.1.1,0.646226,0.647096,False,0.647153,False,0.647096,0.0008700000000000374,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.0.0,0.646353,0.647217,False,0.647283,False,0.647217,0.0008640000000000869,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.0.1,0.646492,0.647352,False,0.647424,False,0.647352,0.0008600000000000829,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.1.0,0.64665,0.6475,False,0.647579,False,0.6475,0.0008500000000000174,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.1.1,0.646819,0.647661,False,0.647746,False,0.647661,0.0008420000000000094,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.0.1.0.1,0.647069,0,True,0.647531,False,0.647531,0.00046199999999996244,1,1,child_lp_infeasible,False
stage1,V12_M2,0,L2.0.1.0.0.1.1.0,0.647096,0.647545,False,0.647559,False,0.647545,0.0004490000000000327,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.0.0,0.647117,0.647892,False,0.648046,False,0.647892,0.0007749999999999702,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.0.1.1.1,0.647153,0.647586,False,0.647617,False,0.647586,0.0004330000000000167,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.0.0.0,0.647217,0.647649,False,0.647681,False,0.647649,0.00043199999999998795,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.0.0.1,0.647283,0.647714,False,0.647748,False,0.647714,0.0004309999999999592,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.1,0.64729,0.6484,False,0.649163,False,0.6484,0.0011099999999999444,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.0.1.0,0.647352,0.647782,False,0.647817,False,0.647782,0.00042999999999993044,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.0.1.1,0.647424,0.647853,False,0.64789,False,0.647853,0.0004290000000000127,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.1.0.0,0.6475,0.647927,False,0.647966,False,0.647927,0.0004270000000000662,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.1.0.1,0.647579,0.648005,False,0.648044,False,0.648005,0.00042600000000003746,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.1.1.0,0.647661,0.648085,False,0.648126,False,0.648085,0.00042399999999997995,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.0.1,0.647725,0.648339,False,0.648661,False,0.648339,0.0006140000000000034,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.0.1.1.1.1,0.647746,0.648167,False,0.64821,False,0.648167,0.0004210000000000047,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.0.0.0,0.647892,0.648282,False,0.648357,False,0.648282,0.00039000000000000146,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.0.0.1,0.648046,0.648433,False,0.64851,False,0.648433,0.0003870000000000262,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.0.1.0,0.648339,0.648648,False,0.648808,False,0.648648,0.0003090000000000037,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.1.0,0.6484,0.64899,False,0.649335,False,0.64899,0.0005899999999999794,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.0.1.1,0.648661,0.648968,False,0.649129,False,0.648968,0.0003069999999999462,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.1.0.0,0.64899,0.64929,False,0.649458,False,0.64929,0.000300000000000078,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.1.1,0.649163,0.649702,False,0.650099,False,0.649702,0.0005389999999999562,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.1.0.1,0.649335,0.649629,False,0.649803,False,0.649629,0.00029400000000001647,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.1.1.0,0.649702,0.649977,False,0.65017,False,0.649977,0.0002750000000000252,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1,0.650045,0.650255,False,0.654125,False,0.650255,0.00021000000000004349,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.0.1.1.1,0.650099,0.650369,False,0.650567,False,0.650369,0.00026999999999999247,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1.0,0.650255,0.650361,False,0.652293,False,0.650361,0.00010599999999993948,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1.0.0,0.650361,0.65053,False,0.651377,False,0.65053,0.00016900000000008575,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1.0.0.0,0.65053,0.650775,False,0.650999,False,0.650775,0.0002449999999999397,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1.0.0.1,0.651377,0.651403,False,0.651887,False,0.651403,2.599999999997049e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1.0.1,0.652293,0.652345,False,0.653312,False,0.652345,5.199999999994098e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1.0.1.0,0.652345,0.652371,False,0.652854,False,0.652371,2.6000000000081513e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1.0.1.1,0.653312,0.653338,False,0.653823,False,0.653338,2.599999999997049e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1.1,0.654125,0.654229,False,0.656167,False,0.654229,0.00010399999999999299,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1.1.0,0.654229,0.654281,False,0.65525,False,0.654281,5.2000000000052005e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1.1.0.0,0.654281,0.654307,False,0.654791,False,0.654307,2.599999999997049e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M2,0,L2.0.1.1.1.1.0.1,0.65525,0.655276,False,0.65576,False,0.655276,2.599999999997049e-05,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L1,2.65536,0,True,2.69379,False,2.69379,0.038429999999999964,1,1,child_lp_infeasible,False
stage2,high_imbalance_seed4201,0,L2,2.66222,2.66373,False,2.76776,False,2.66373,0.0015100000000001224,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0,2.66373,2.66796,False,2.70839,False,2.66796,0.004229999999999734,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0,2.66796,2.67731,False,2.68377,False,2.67731,0.00934999999999997,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.0,2.67731,2.6883,False,2.68364,False,2.68364,0.006330000000000169,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.0.1,2.68364,2.68768,False,2.68683,False,2.68683,0.003190000000000026,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.1,2.68377,2.6853,False,2.69369,False,2.6853,0.0015299999999998093,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.1.0,2.6853,2.6874,False,2.68896,False,2.6874,0.0020999999999999908,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.0.1.1,2.68683,2.68875,False,2.68842,False,2.68842,0.0015899999999997583,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.1.0.0,2.6874,2.68862,False,2.68905,False,2.68862,0.0012199999999999989,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.0.1.0,2.68768,2.69068,False,2.68926,False,2.68926,0.0015800000000001369,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.0.0,2.6883,2.70269,False,2.69123,False,2.69123,0.002930000000000099,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.0.1.1.1,2.68842,2.68932,False,2.68921,False,2.68921,0.0007900000000002905,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.1.0.0.0,2.68862,2.68924,False,2.68945,False,2.68924,0.0006200000000000649,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.0.1.1.0,2.68875,2.68979,False,2.68954,False,2.68954,0.0007899999999998464,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.1.0.1,2.68896,2.68962,False,2.69118,False,2.68962,0.000660000000000327,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.1.0.0.1,2.68905,2.68966,False,2.68988,False,2.68966,0.0006099999999999994,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.0.1.1.1.1,2.68921,2.68966,False,2.68961,False,2.68961,0.00039999999999995595,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.1.0.0.0.0,2.68924,2.68957,False,2.68965,False,2.68957,0.00032999999999994145,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.0.1.0.1,2.68926,2.6904,False,2.69005,False,2.69005,0.0007899999999998464,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.0.1.1.1.0,2.68932,2.6898,False,2.68972,False,2.68972,0.00039999999999995595,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.1.0.0.0.1,2.68945,2.68976,False,2.68986,False,2.68976,0.0003100000000002545,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.0.1.1.0.1,2.68954,2.69005,False,2.68993,False,2.68993,0.00038999999999989043,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed4201,0,L2.0.0.1.0.1.0,2.68962,2.6901,False,2.69046,False,2.6901,0.00048000000000003595,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1,0.937301,0.989354,False,0.997604,False,0.989354,0.052052999999999905,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L2,1.09678,1.09678,False,0,True,1.09678,0.0,1,1,child_lp_infeasible,False
stage2,high_imbalance_seed5202,0,L1.0,0.989354,0,True,1.01151,False,1.01151,0.022155999999999954,1,1,child_lp_infeasible,False
stage2,high_imbalance_seed5202,0,L1.1,0.997604,0.999981,False,1.03741,False,0.999981,0.0023769999999999625,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1.1.0,0.999981,1.00418,False,1.01558,False,1.00418,0.004199000000000064,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1.1.0.0,1.00418,1.01554,False,1.01069,False,1.01069,0.006510000000000016,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1.1.0.0.1,1.01069,1.01349,False,1.014,False,1.01349,0.0027999999999999137,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1.0.1,1.01151,1.14089,False,1.02239,False,1.02239,0.01088,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1.1.0.0.1.0,1.01349,1.01698,False,1.01483,False,1.01483,0.0013399999999998968,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1.1.0.0.1.1,1.014,1.0146,False,1.01565,False,1.0146,0.0005999999999999339,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1.1.0.0.1.1.0,1.0146,1.01512,False,1.01542,False,1.01512,0.000520000000000076,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1.1.0.0.1.0.1,1.01483,1.0165,False,1.0155,False,1.0155,0.0006700000000001705,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1.1.0.0.1.1.0.0,1.01512,1.01555,False,1.0155,False,1.0155,0.00038000000000004697,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1.1.0.0.1.1.0.1,1.01542,1.01559,False,1.01584,False,1.01559,0.00017000000000000348,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5202,0,L1.1.0.0.1.0.1.1,1.0155,1.01629,False,1.01584,False,1.01584,0.00034000000000000696,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L1,2.25897,0,True,2.28603,False,2.28603,0.02705999999999964,1,1,child_lp_infeasible,False
stage2,high_imbalance_seed5203,0,L2,1.98143,1.98833,False,2.07891,False,1.98833,0.006899999999999906,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L3,2.19766,2.19766,False,2.31641,False,2.19766,0.0,1,0,no_certified_one_level_lp_benefit,False
stage2,high_imbalance_seed5203,0,L2.0,1.98833,2.00152,False,2.02248,False,2.00152,0.013190000000000257,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0,2.00152,2.12008,False,2.01133,False,2.01133,0.009809999999999874,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1,2.01133,2.04043,False,2.01632,False,2.01632,0.004989999999999828,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1,2.01632,2.02127,False,2.01889,False,2.01889,0.002569999999999961,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1.1,2.01889,2.02004,False,2.02069,False,2.02004,0.0011499999999999844,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1.1.0,2.02004,2.02163,False,2.02063,False,2.02063,0.0005900000000003125,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1.1.0.1,2.02063,2.02137,False,2.02093,False,2.02093,0.0002999999999997449,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1.1.1,2.02069,2.02076,False,2.02181,False,2.02076,7.00000000000145e-05,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1.1.1.0,2.02076,2.02084,False,2.02131,False,2.02084,8.000000000008001e-05,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1.0,2.02127,2.0307,False,2.02235,False,2.02235,0.0010799999999999699,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1.1.0.0,2.02163,2.02253,False,2.0219,False,2.0219,0.00026999999999999247,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1.1.1.1,2.02181,2.02184,False,2.02239,False,2.02184,3.0000000000196536e-05,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1.0.1,2.02235,2.02543,False,2.02289,False,2.02289,0.0005399999999999849,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.1,2.02248,2.02249,False,2.04922,False,2.02249,1.0000000000065512e-05,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.1.0,2.02249,2.02263,False,2.03438,False,2.02263,0.000140000000000029,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.1.0.0,2.02263,2.02279,False,2.02782,False,2.02279,0.00016000000000016001,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.1.0.0.0,2.02279,2.02287,False,2.02517,False,2.02287,8.000000000008001e-05,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.1.0.0.0.0,2.02287,2.02291,False,2.02405,False,2.02291,3.999999999981796e-05,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1.0.1.1,2.02289,2.02397,False,2.02316,False,2.02316,0.00026999999999999247,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.1.0.0.0.0.0,2.02291,2.02293,False,2.0235,False,2.02293,2.0000000000131024e-05,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.1.0.0.0.0.1,2.02405,2.02407,False,2.02464,False,2.02407,2.0000000000131024e-05,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.1.0.0.0.1,2.02517,2.02519,False,2.02645,False,2.02519,1.9999999999686935e-05,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.1.0.0.0.1.0,2.02519,2.02521,False,2.02581,False,2.02521,2.0000000000131024e-05,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed5203,0,L2.0.0.1.1.0.1.0,2.02543,2.0283,False,2.02568,False,2.02568,0.00024999999999986144,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed6202,0,L2,7.40701,7.90989,False,7.46156,False,7.46156,0.054550000000000765,1,1,strict_child_lp_bound_improvement,False
stage2,high_imbalance_seed6202,0,L3,7.55572,7.55572,False,7.67822,False,7.55572,0.0,1,0,no_certified_one_level_lp_benefit,False
stage2,moderate_seed4302,0,L0,0.0,0,False,0.00606786,False,0,0.0,1,0,no_certified_one_level_lp_benefit,False
stage2,moderate_seed4302,0,L1,0.0121357,0.0121357,False,0.0182036,False,0.0121357,0.0,1,0,no_certified_one_level_lp_benefit,False
stage2,moderate_seed5301,0,L0,0.0571446,0.0661575,False,0.070915,False,0.0661575,0.009012899999999997,1,1,strict_child_lp_bound_improvement,False
stage2,moderate_seed5301,0,L1,0.0835141,0.0838088,False,0.10045,False,0.0838088,0.00029470000000000884,1,1,strict_child_lp_bound_improvement,False
stage2,moderate_seed5301,0,L0.0,0.0661575,0,True,0.0722977,False,0.0722977,0.006140200000000012,1,1,child_lp_infeasible,False
stage2,moderate_seed5301,0,L0.1,0.070915,0.0734635,False,0.0778779,False,0.0734635,0.002548499999999995,1,1,strict_child_lp_bound_improvement,False
stage2,moderate_seed5301,0,L0.0.1,0.0722977,0.0817967,False,0.0753701,False,0.0753701,0.003072399999999989,1,1,strict_child_lp_bound_improvement,False
stage2,moderate_seed5301,0,L0.1.0,0.0734635,0.0753369,False,0.0767457,False,0.0753369,0.0018733999999999973,1,1,strict_child_lp_bound_improvement,False
