check,leaf_id,cold_value,incremental_value,absolute_difference,passed,evidence
cold_vs_incremental_lp,L0,0.003209400142503194,0.003209400142503194,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0,0.0032636559061301538,0.0032636559061301538,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0,0.0034723458032201015,0.0034723458032201015,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.0,0,0,0.0,True,cold=INFEASIBLE;incremental=INFEASIBLE
cold_vs_incremental_lp,L0.0.0.1,0.0037861525570175537,0.0037861525570175537,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.0,0.0039020331063731937,0.0039020331063731937,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.0.0,0.0039606120472188196,0.0039606120472188196,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.0.0.0,0.0039896178286406552,0.0039896178286406552,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.0.0.1,0.0040001264894761633,0.0040001264894761633,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.0.1,0.0039810229155280135,0.0039810229155280135,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.0.1.0,0.0040101451820107169,0.0040101451820107169,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.0.1.1,0.004020504764292338,0.004020504764292338,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.1,0.0039440404547576831,0.0039440404547576831,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.1.0,0.0040023126995575873,0.0040023126995575873,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.1.0.0,0.0040317397832825017,0.0040317397832825017,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.1.0.1,0.0040422117046986158,0.0040422117046986158,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.1.1,0.0040228910046868254,0.0040228910046868254,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.1.1.0,0.0040526745714890349,0.0040526745714890349,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.0.1.1.1.1,0.0040631283817569265,0.0040631283817569265,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1,0.0040685306353838661,0.0040685306353838661,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0,0.0040759188144303508,0.0040759188144303508,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.0,0.0040796336096574235,0.0040796336096574235,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.0.0,0.0040817345575713,0.0040817345575713,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.0.0.0,0.0040839907295040561,0.0040839907295040561,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.0.0.1,0.0041346035055195574,0.0041346035055195574,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.0.1,0.0041858872040631571,0.0041858872040631571,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.0.1.0,0.0041867900841691804,0.0041867900841691804,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.0.1.1,0.0042391265061745252,0.0042391265061745252,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.1,0.0042885957586586681,0.0042885957586586681,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.1.0,0.0042904469462331455,0.0042904469462331455,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.1.0.0,0.0042912493656909233,0.0042912493656909233,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.1.0.1,0.004343660787465644,0.004343660787465644,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.1.1,0.0043948664101989528,0.0043948664101989528,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.1.1.0,0.0043958717906000628,0.0043958717906000628,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.0.1.1.1,0.0044480453854801507,0.0044480453854801507,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1,0.0044937406120114341,0.0044937406120114341,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.0,0.0044973628538393486,0.0044973628538393486,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.0.0,0.0044993592242888337,0.0044993592242888337,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.0.0.0,0.0045002167453503245,0.0045002167453503245,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.0.0.1,0.0045525142480327182,0.0045525142480327182,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.0.1,0.0046037795747742539,0.0046037795747742539,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.0.1.0,0.0046047330852743021,0.0046047330852743021,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.0.1.1,0.0046568971667687083,0.0046568971667687083,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.1,0.0047062416025100418,0.0047062416025100418,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.1.0,0.0047082031146908837,0.0047082031146908837,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.1.0.0,0.0047091079887768535,0.0047091079887768535,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.1.0.1,0.004761391130971542,0.004761391130971542,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.1.1,0.0048126177901039111,0.0048126177901039111,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.1.1.0,0.0048134820088774639,0.0048134820088774639,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.0.1.1.1.1.1,0.004865733712173765,0.004865733712173765,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L0.1,0.0048893312450155072,0.0048893312450155072,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L1,0.0066123666164264556,0.0066123666164264556,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L1.0,0.006612366616426453,0.006612366616426453,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_lp,L1.1,0.0085121260307223397,0.0085121260307223397,0.0,True,cold=OPTIMAL;incremental=OPTIMAL
cold_vs_incremental_split_decision,L0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0,child_lp_infeasible,child_lp_infeasible,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.0.0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.0.0.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.0.0.1,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.0.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.0.1.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.0.1.1,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.1.0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.1.0.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.1.0.1,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.1.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.1.1.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.0.1.1.1.1,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.0.0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.0.0.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.0.0.1,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.0.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.0.1.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.0.1.1,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.1.0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.1.0.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.1.0.1,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.1.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.1.1.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.0.1.1.1,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.0.0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.0.0.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.0.0.1,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.0.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.0.1.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.0.1.1,structurally_terminal,structurally_terminal,,True,complete common parent decision
