stage,instance,arm,repetition,leaf_id,event,native_status,telemetry_seconds,global_lb_before,global_lb_after,global_lb_gain,verified_ub_before,verified_ub_after,incumbent_improvement,work,simplex_iterations,in_memory_model_reused,produced_global_lb_gain,produced_incumbent_gain
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.1.1.1.0,terminal_mip_complete,empty,28.461,0.0779872,0.0779872,0.0,0.168857,0.168857,0.0,1.11573,1940,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.1.1.1.1,terminal_mip_complete,empty,29.6546,0.0779954,0.0779954,0.0,0.168857,0.168857,0.0,1.42518,2027,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.1.1.0.0,terminal_mip_complete,empty,31.7603,0.078021,0.078021,0.0,0.168857,0.168857,0.0,1.12593,1987,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.1.1.0.1,terminal_mip_complete,empty,33.1309,0.0780378,0.0780378,0.0,0.168857,0.168857,0.0,1.64851,4084,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.0.0.1.0,terminal_mip_complete,empty,34.5075,0.0780378,0.0780378,0.0,0.168857,0.168857,0.0,1.81284,3362,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.0.0.1.1,terminal_mip_complete,empty,35.8761,0.07804,0.07804,0.0,0.168857,0.168857,0.0,1.946,3707,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.1.0.1.1,terminal_mip_complete,empty,38.1492,0.0780548,0.0780548,0.0,0.168857,0.168857,0.0,1.49825,2255,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.1.0.1.0,terminal_mip_complete,empty,39.2661,0.078062,0.078062,0.0,0.168857,0.168857,0.0,1.22741,1609,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.1.0.0.0,terminal_mip_complete,empty,42.1446,0.0780888,0.0780888,0.0,0.168857,0.168857,0.0,1.01448,1722,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.1.0.0.1,terminal_mip_complete,empty,43.2916,0.0780898,0.0780898,0.0,0.168857,0.168857,0.0,1.19404,1679,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.0.1.0.0,terminal_mip_complete,empty,44.6367,0.0780898,0.0780898,0.0,0.168857,0.168857,0.0,1.93727,3616,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.0.1.0.1,terminal_mip_complete,empty,46.3462,0.0781224,0.0781224,0.0,0.168857,0.168857,0.0,2.73128,8207,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.0.1.1.0,terminal_mip_complete,empty,47.4921,0.0781224,0.0781224,0.0,0.168857,0.168857,0.0,1.23188,1736,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.0.1.1.1,terminal_mip_complete,empty,48.8233,0.0781404,0.0781404,0.0,0.168857,0.168857,0.0,1.63058,2882,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.0.1.1.1,terminal_mip_complete,empty,50.0907,0.0781404,0.0781404,0.0,0.168857,0.168857,0.0,1.60992,4448,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.0.1.1.0,terminal_mip_complete,empty,51.5144,0.0781408,0.0781408,0.0,0.168857,0.168857,0.0,1.9712,3899,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.0.1.0.1,terminal_mip_complete,empty,54.8304,0.0781557,0.0781557,0.0,0.168857,0.168857,0.0,1.62615,2822,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.0.1.0.0,terminal_mip_complete,empty,56.0113,0.0781892,0.0781892,0.0,0.168857,0.168857,0.0,1.06975,1590,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.0.0.1.0,terminal_mip_complete,empty,57.2814,0.0781892,0.0781892,0.0,0.168857,0.168857,0.0,1.46795,2187,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.0.0.1.1,terminal_mip_complete,empty,58.5302,0.0781903,0.0781903,0.0,0.168857,0.168857,0.0,1.48168,2422,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.1.0.0.0,terminal_mip_complete,empty,59.7854,0.0781903,0.0781903,0.0,0.168857,0.168857,0.0,1.76309,4607,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.1.0.0.1,terminal_mip_complete,empty,61.4032,0.0782215,0.0782215,0.0,0.168857,0.168857,0.0,2.43595,4786,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.0.0.0.0,terminal_mip_complete,empty,63.5667,0.0782225,0.0782225,0.0,0.168857,0.168857,0.0,1.42045,1948,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.0.0.0.0.1,terminal_mip_complete,empty,64.9423,0.0782414,0.0782414,0.0,0.168857,0.168857,0.0,1.62952,2544,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.1.0.1.0,terminal_mip_complete,empty,66.246,0.0782414,0.0782414,0.0,0.168857,0.168857,0.0,1.8719,4615,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.1.0.1.1,terminal_mip_complete,empty,67.7401,0.0782559,0.0782559,0.0,0.168857,0.168857,0.0,2.24197,4344,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.1.1.1.1,terminal_mip_complete,empty,68.7805,0.0782559,0.0782559,0.0,0.168857,0.168857,0.0,0.977737,1377,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.1.1.1.0,terminal_mip_complete,empty,69.8877,0.0782914,0.0782914,0.0,0.168857,0.168857,0.0,1.03141,1448,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.1.1.0.1,terminal_mip_complete,empty,71.3271,0.0782914,0.0782914,0.0,0.168857,0.168857,0.0,1.92974,5089,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.1.1.0.0,terminal_mip_complete,empty,72.6562,0.0782934,0.0782934,0.0,0.168857,0.168857,0.0,1.85937,5027,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.1.1.0.0,terminal_mip_complete,empty,74.0873,0.0782934,0.0782934,0.0,0.168857,0.168857,0.0,1.89566,3521,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.1.1.0.1,terminal_mip_complete,empty,75.2766,0.0782975,0.0782975,0.0,0.168857,0.168857,0.0,1.12782,2120,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.1.0.1.0,terminal_mip_complete,empty,78.6935,0.0783336,0.0783336,0.0,0.168857,0.168857,0.0,1.84893,3126,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.1.0.1.1,terminal_mip_complete,empty,79.918,0.0783462,0.0783462,0.0,0.168857,0.168857,0.0,1.33675,1813,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.1.1.1.0,terminal_mip_complete,empty,81.5969,0.0783462,0.0783462,0.0,0.168857,0.168857,0.0,2.54382,4744,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.0.1.1.1.1.1,terminal_mip_complete,empty,83.2154,0.0783744,0.0783744,0.0,0.168857,0.168857,0.0,2.52757,5260,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.1.0.0.1,terminal_mip_complete,empty,84.6727,0.0783744,0.0783744,0.0,0.168857,0.168857,0.0,1.62701,2795,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.1.0.0.0,terminal_mip_complete,empty,85.8692,0.0783873,0.0783873,0.0,0.168857,0.168857,0.0,1.22895,1703,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.0.0.0.0,terminal_mip_complete,empty,88.108,0.0784082,0.0784082,0.0,0.168857,0.168857,0.0,2.11008,5520,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.0.0.0.1,terminal_mip_complete,empty,89.6232,0.0784146,0.0784146,0.0,0.168857,0.168857,0.0,2.22555,5995,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.0.1.1.0,terminal_mip_complete,empty,91.0572,0.0784146,0.0784146,0.0,0.168857,0.168857,0.0,1.71513,3127,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.0.1.1.1,terminal_mip_complete,empty,92.463,0.0784545,0.0784545,0.0,0.168857,0.168857,0.0,1.68451,3129,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.0.1.0.0,terminal_mip_complete,empty,93.7481,0.0784545,0.0784545,0.0,0.168857,0.168857,0.0,1.53659,2251,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.0.1.0.1,terminal_mip_complete,empty,95.2067,0.0784561,0.0784561,0.0,0.168857,0.168857,0.0,1.93868,3411,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.0.0.1.1,terminal_mip_complete,empty,99.3736,0.0784968,0.0784968,0.0,0.168857,0.168857,0.0,1.854,3152,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.0.0.1.0,terminal_mip_complete,empty,100.793,0.0785035,0.0785035,0.0,0.168857,0.168857,0.0,1.73436,2802,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.0.0.1.1,terminal_mip_complete,empty,102.176,0.0785035,0.0785035,0.0,0.168857,0.168857,0.0,1.9192,5228,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.0.0.1.0,terminal_mip_complete,empty,103.668,0.0785596,0.0785994,3.98000000000065e-05,0.168857,0.168857,0.0,2.12561,5044,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.0.1.0.0,terminal_mip_complete,empty,105.153,0.0785994,0.0785994,0.0,0.168857,0.168857,0.0,2.15629,5397,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.0.1.0.1,terminal_mip_complete,empty,106.721,0.0786778,0.0786778,0.0,0.168857,0.168857,0.0,2.44238,5948,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.0.1.1.0,terminal_mip_complete,empty,109.791,0.0786945,0.0786945,0.0,0.168857,0.168857,0.0,2.08573,5433,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.0.1.1.1,terminal_mip_complete,empty,111.168,0.0787894,0.0787894,0.0,0.168857,0.168857,0.0,1.94524,4746,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.1.0.0.1,terminal_mip_complete,empty,112.56,0.0787894,0.0787894,0.0,0.168857,0.168857,0.0,2.20077,5603,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.1.0.0.0,terminal_mip_complete,empty,114.015,0.0788331,0.0788331,0.0,0.168857,0.168857,0.0,2.44943,5878,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.1.0.1.0,terminal_mip_complete,empty,116.925,0.0788836,0.0788836,0.0,0.168857,0.168857,0.0,2.05105,5437,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.1.0.1.1,terminal_mip_complete,empty,118.327,0.0789784,0.0789784,0.0,0.168857,0.168857,0.0,2.12231,5265,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.1.1.0.0,terminal_mip_complete,empty,119.845,0.0789784,0.0789784,0.0,0.168857,0.168857,0.0,2.4388,6442,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.1.1.0.1,terminal_mip_complete,empty,121.291,0.0790556,0.0790556,0.0,0.168857,0.168857,0.0,2.44021,5855,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.1.1.1.1,terminal_mip_complete,empty,123.518,0.0790733,0.0790733,0.0,0.168857,0.168857,0.0,2.26351,5360,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.0.1.1.1.0,terminal_mip_complete,empty,124.824,0.0790814,0.0790814,0.0,0.168857,0.168857,0.0,1.97574,5092,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.0.0.0.0,terminal_mip_complete,empty,126.001,0.0790814,0.0790814,0.0,0.168857,0.168857,0.0,1.19,2203,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.1.0.0.0.1,terminal_mip_complete,empty,127.379,0.0791314,0.0791314,0.0,0.168857,0.168857,0.0,1.68568,2783,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.0.0.0.0,terminal_mip_complete,empty,130.54,0.0791681,0.0791681,0.0,0.168857,0.168857,0.0,2.61434,5318,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.0.0.0.1,terminal_mip_complete,empty,131.905,0.0792083,0.0792083,0.0,0.168857,0.168857,0.0,2.1752,5523,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.0.0.1.0,terminal_mip_complete,empty,134.939,0.0792619,0.0792619,0.0,0.168857,0.168857,0.0,2.43424,6134,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.0.0.1.1,terminal_mip_complete,empty,136.567,0.0793561,0.0793561,0.0,0.168857,0.168857,0.0,2.93446,8309,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.0.1.0.1,terminal_mip_complete,empty,138.196,0.0793561,0.0793561,0.0,0.168857,0.168857,0.0,3.05381,7034,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.0.1.0.0,terminal_mip_complete,empty,139.509,0.0794125,0.0794319,1.940000000000275e-05,0.168857,0.168857,0.0,2.09884,5336,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.0.1.1.0,terminal_mip_complete,empty,141.656,0.0794503,0.0794503,0.0,0.168857,0.168857,0.0,2.30006,5809,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.0.1.1.1,terminal_mip_complete,empty,143.154,0.0795006,0.0795006,0.0,0.168857,0.168857,0.0,2.43534,6381,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.1.0.0.0,terminal_mip_complete,empty,145.577,0.0795447,0.0795447,0.0,0.168857,0.168857,0.0,2.55655,6666,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.1.0.0.1,terminal_mip_complete,empty,147.01,0.0795816,0.0795816,0.0,0.168857,0.168857,0.0,2.42818,6160,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.1.0.1.1,terminal_mip_complete,empty,150.152,0.0796381,0.0796381,0.0,0.168857,0.168857,0.0,2.74377,7067,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.1.0.1.0,terminal_mip_complete,empty,151.592,0.079673,0.079673,0.0,0.168857,0.168857,0.0,2.42761,6643,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.1.1.1.0,terminal_mip_complete,empty,153.05,0.079673,0.079673,0.0,0.168857,0.168857,0.0,1.8963,3276,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.1.1.1.1,terminal_mip_complete,empty,154.44,0.0797325,0.0797325,0.0,0.168857,0.168857,0.0,1.68152,2737,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.1.1.0.0,terminal_mip_complete,empty,155.893,0.0797325,0.0797325,0.0,0.168857,0.168857,0.0,2.50979,6519,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.1.1.0.1,terminal_mip_complete,empty,157.378,0.0798065,0.0798065,0.0,0.168857,0.168857,0.0,2.51078,6847,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.1.1.1.0,terminal_mip_complete,empty,159.752,0.079826,0.079826,0.0,0.168857,0.168857,0.0,2.81858,7657,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.0.1.1.1.1.1.1,terminal_mip_complete,empty,161.284,0.0799194,0.0799194,0.0,0.168857,0.168857,0.0,2.64131,6887,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.0.0.0.0,terminal_mip_complete,empty,162.699,0.0799194,0.0799194,0.0,0.168857,0.168857,0.0,2.48302,6504,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.0.0.0.1,terminal_mip_complete,empty,164.181,0.0799582,0.0799582,0.0,0.168857,0.168857,0.0,2.6733,7250,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.0.0.1.1,terminal_mip_complete,empty,167.426,0.0800127,0.0800127,0.0,0.168857,0.168857,0.0,2.86116,7536,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.0.0.1.0,terminal_mip_complete,empty,168.934,0.0800695,0.080106,3.649999999999487e-05,0.168857,0.168857,0.0,2.62852,7018,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.0.1.0.0,terminal_mip_complete,empty,170.512,0.080106,0.080106,0.0,0.168857,0.168857,0.0,2.73737,7631,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.0.1.0.1,terminal_mip_complete,empty,172.067,0.0801791,0.0801791,0.0,0.168857,0.168857,0.0,2.71445,7693,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.0.1.1.0,terminal_mip_complete,empty,174.444,0.0801995,0.0801995,0.0,0.168857,0.168857,0.0,2.84022,7726,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.0.1.1.1,terminal_mip_complete,empty,175.941,0.080264,0.080264,0.0,0.168857,0.168857,0.0,2.51252,7152,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.1.1.0.1,terminal_mip_complete,empty,177.289,0.080264,0.080264,0.0,0.168857,0.168857,0.0,1.57999,2556,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.1.1.0.0,terminal_mip_complete,empty,178.449,0.080293,0.080293,0.0,0.168857,0.168857,0.0,1.14197,1375,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.1.0.0.1,terminal_mip_complete,empty,179.929,0.080293,0.080293,0.0,0.168857,0.168857,0.0,2.60755,7559,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.1.0.0.0,terminal_mip_complete,empty,181.579,0.0803497,0.0803856,3.590000000000537e-05,0.168857,0.168857,0.0,2.79605,7979,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.1.0.1.0,terminal_mip_complete,empty,183.17,0.0803856,0.0803856,0.0,0.168857,0.168857,0.0,2.91182,8177,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.1.0.1.1,terminal_mip_complete,empty,184.783,0.0803874,0.0803874,0.0,0.168857,0.168857,0.0,2.7337,8043,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.1.1.0.0,terminal_mip_complete,empty,187.838,0.080478,0.080478,0.0,0.168857,0.168857,0.0,2.68386,8230,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.1.1.0.1,terminal_mip_complete,empty,189.374,0.0805818,0.0806061,2.4300000000004873e-05,0.168857,0.168857,0.0,2.68943,7892,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.1.1.1.1,terminal_mip_complete,empty,190.745,0.0806061,0.0806061,0.0,0.168857,0.168857,0.0,2.30475,6840,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.0.1.1.1.0,terminal_mip_complete,empty,192.226,0.0806266,0.0806266,0.0,0.168857,0.168857,0.0,2.5405,7456,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.0.0.0.0,terminal_mip_complete,empty,196.022,0.0807754,0.0807754,0.0,0.168857,0.168857,0.0,2.3862,6897,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.0.0.0.1,terminal_mip_complete,empty,197.874,0.0808543,0.0808543,0.0,0.168857,0.168857,0.0,3.31703,11570,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.1.0.1.0,terminal_mip_complete,empty,199.41,0.0808543,0.0808543,0.0,0.168857,0.168857,0.0,1.93541,3442,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.1.0.1.1,terminal_mip_complete,empty,200.883,0.0809411,0.080945,3.900000000001125e-06,0.168857,0.168857,0.0,1.88195,3318,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.0.0.1.0,terminal_mip_complete,empty,202.533,0.080945,0.080945,0.0,0.168857,0.168857,0.0,2.57661,7569,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.0.0.1.1,terminal_mip_complete,empty,203.977,0.0810536,0.0810643,1.0700000000002374e-05,0.168857,0.168857,0.0,2.36692,7266,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.0.1.0.1,terminal_mip_complete,empty,205.975,0.0811142,0.0811142,0.0,0.168857,0.168857,0.0,2.113,6058,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.0.1.0.0,terminal_mip_complete,empty,207.347,0.0811383,0.081283,0.0001446999999999976,0.168857,0.168857,0.0,2.2222,6508,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.0.1.1.0,terminal_mip_complete,empty,208.768,0.081283,0.081283,0.0,0.168857,0.168857,0.0,2.27541,6397,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.0.1.1.1,terminal_mip_complete,empty,210.105,0.0813018,0.0813018,0.0,0.168857,0.168857,0.0,2.19882,6660,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.1.0.0.0,terminal_mip_complete,empty,213.584,0.081444,0.081444,0.0,0.168857,0.168857,0.0,1.7236,3015,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.1.0.0.1,terminal_mip_complete,empty,215.084,0.0814523,0.0814523,0.0,0.168857,0.168857,0.0,1.9684,3610,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.1.0.0.0,terminal_mip_complete,empty,216.477,0.0814523,0.0814523,0.0,0.168857,0.168857,0.0,2.42555,7372,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.1.0.0.1,terminal_mip_complete,empty,217.881,0.0815158,0.0815158,0.0,0.168857,0.168857,0.0,2.31335,6998,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.1.0.1.1,terminal_mip_complete,empty,220.133,0.0816213,0.0816213,0.0,0.168857,0.168857,0.0,2.29859,6513,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.1.0.1.0,terminal_mip_complete,empty,221.505,0.0816462,0.0817399,9.370000000000211e-05,0.168857,0.168857,0.0,2.10766,6114,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.1.1.0.0,terminal_mip_complete,empty,224.278,0.0817899,0.0817899,0.0,0.168857,0.168857,0.0,2.34422,6877,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.1.1.0.1,terminal_mip_complete,empty,225.806,0.0817967,0.0817967,0.0,0.168857,0.168857,0.0,2.58862,7840,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.1.1.1.0,terminal_mip_complete,empty,228.932,0.0819588,0.0819588,0.0,0.168857,0.168857,0.0,2.25648,7357,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.0.1.1.1.1.1,terminal_mip_complete,empty,230.312,0.0819758,0.0819758,0.0,0.168857,0.168857,0.0,2.29607,6958,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.0.1.1.1,terminal_mip_complete,empty,232.349,0.0820331,0.0820331,0.0,0.168857,0.168857,0.0,1.57368,2604,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.0.1.1.0,terminal_mip_complete,empty,233.708,0.0820768,0.0820768,0.0,0.168857,0.168857,0.0,1.55686,2492,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.1.0.0.0.0.1,terminal_mip_complete,empty,236.895,0.0821273,0.0821273,0.0,0.168857,0.168857,0.0,3.93839,8912,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.1.0.0.0.0.0,terminal_mip_complete,empty,238.357,0.0821522,0.0822959,0.00014370000000001049,0.168857,0.168857,0.0,2.45406,7556,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.1.0.0.0.1.0,terminal_mip_complete,empty,241.304,0.0822959,0.0822959,0.0,0.168857,0.168857,0.0,5.26375,14702,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.1.0.0.0.1.1,terminal_mip_complete,empty,243.822,0.0824055,0.0824142,8.700000000000374e-06,0.168857,0.168857,0.0,4.27035,9726,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.1.0.0.1.0.0,terminal_mip_complete,empty,246.937,0.0824648,0.0824648,0.0,0.168857,0.168857,0.0,3.91069,9060,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.1.0.0.1.0.1,terminal_mip_complete,empty,249.29,0.0825739,0.0826216,4.7699999999997744e-05,0.168857,0.168857,0.0,3.72863,8199,,True,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.0.1.0.0,terminal_mip_complete,empty,250.615,0.0826216,0.0826216,0.0,0.168857,0.168857,0.0,1.60322,2605,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.0.1.1.0.0.1.0.1,terminal_mip_complete,empty,252.079,0.0826332,0.0826332,0.0,0.168857,0.168857,0.0,1.86647,3135,,False,False
stage2,moderate_seed5301,C3-REPLICA,0,R.0.0.1.1.1.0.0.1.1.1,terminal_mip_interrupted,open,253.873,0.0826332,0.0826332,0.0,0.168857,0.168857,0.0,3.18232,9181,,False,False
