decision_sequence,K0,tau,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update
2,1,0.080000000000000002,"L0.0","L0",1,0,0.42717183970931405,0.60397625536801225,0.63321556423317926,0.66617279872937996,0.8543436794186281,0.25036742405061585,0.11678559611355753,0.24842106994236463,0.11678559611355753,0.24842106994236463,0.11678559611355753,0.18260333302796108,0.021325439099992904,0.43810810390711774,3.9941299135925494e-07,"native-target",0.63321556423317926,"adaptive_mass_score_below_tau_native_target","parent_coverage_retained"
3,1,0.080000000000000002,"L0.0","L0",1,0,0.42717183970931405,0.65211455449878053,0.63321556423317926,0.66617279872937996,0.8543436794186281,0.20222912491984757,-0.093453355312157843,0.069516417262703065,0,0.069516417262703065,0,0.034758208631351532,0,1,4.9448862262821353e-07,"exact-close",,"adaptive_mass_no_strict_child_improvement","parent_coverage_retained"
