interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources
0,0,0.200234812228,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,95.3854293,cheap_projection_bound,gamma_floor|cheap_projection_bound
1,0.200234812228,0.400469624457,0.586431718767,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,83.1213135,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation
2,0.400469624457,0.600704436685,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,0.0005401,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation
3,0,0.100117406114,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,19.0948294,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
4,0.100117406114,0.200234812228,0.31574776659,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,91.7565264,adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb
