parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L0,0.00169257,L0.0,0.00172796,0,L0.1,0.0145284,0,0.00172796,1e-07,"strict_child_lp_bound_improvement"
L0.0,0.00172796,L0.0.0,0.00203919,0,L0.0.1,0.00782531,0,0.00203919,1e-07,"strict_child_lp_bound_improvement"
L0.0.0,0.00203919,L0.0.0.0,0,1,L0.0.0.1,0.00463663,0,0.00463663,1e-07,"child_lp_infeasible"
L0.0.0.1,0.00463663,L0.0.0.1.0,0.00473699,0,L0.0.0.1.1,0.0061493,0,0.00473699,1e-07,"strict_child_lp_bound_improvement"
L0.0.0.1.0,0.00473699,L0.0.0.1.0.0,0,1,L0.0.0.1.0.1,0.00536582,0,0.00536582,1e-07,"child_lp_infeasible"
L0.0.0.1.0.1,0.00536582,L0.0.0.1.0.1.0,0.00543793,0,L0.0.0.1.0.1.1,0.00573039,0,0.00543793,1e-07,"strict_child_lp_bound_improvement"
L0.0.0.1.0.1.0,0.00543793,L0.0.0.1.0.1.0.0,0.00755046,0,L0.0.0.1.0.1.0.1,0.00556306,0,0.00556306,1e-07,"strict_child_lp_bound_improvement"
L0.0.0.1.0.1.0.1,0.00556306,L0.0.0.1.0.1.0.1.0,0.00562761,0,L0.0.0.1.0.1.0.1.1,0.00563634,0,0.00562761,1e-07,"strict_child_lp_bound_improvement"
L0.0.0.1.0.1.1,0.00573039,L0.0.0.1.0.1.1.0,0.00573035,0,L0.0.0.1.0.1.1.1,0.00593982,0,0.00573035,1e-07,"no_certified_one_level_lp_benefit"
L0.0.0.1.1,0.0061493,L0.0.0.1.1.0,0.0061493,0,L0.0.0.1.1.1,0.00698721,0,0.0061493,1e-07,"no_certified_one_level_lp_benefit"
L0.0.0.1.0.1.0.0,0.00755046,L0.0.0.1.0.1.0.0.0,0.00963348,0,L0.0.0.1.0.1.0.0.1,0.00758061,0,0.00758061,1e-07,"strict_child_lp_bound_improvement"
L0.0.1,0.00782531,L0.0.1.0,0.0078252,0,L0.0.1.1,0.0111769,0,0.0078252,1e-07,"no_certified_one_level_lp_benefit"
L0.1,0.0145284,L0.1.0,0.0145284,0,L0.1.1,0.0212317,0,0.0145284,1e-07,"no_certified_one_level_lp_benefit"
L1,0.027935,L1.0,0.027935,0,L1.1,0.0413416,0,0.027935,1e-07,"no_certified_one_level_lp_benefit"
