leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,closure_source,lower_bound_sources
L0,"",0,-1,0,0.026813183533485361,0,0.0016925727951540379,replaced,1,1,0,0.0016925727951540379,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L1,"",0,-1,0.026813183533485361,0.053626367066970722,0.026813183533485361,0.051928086282469477,open,1,1,0,0.027935013151329742,1,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;native_terminal_mip_bound"
L2,"",0,-1,0.053626367066970722,0.080439550600456086,0.053626367066970722,0.053626367066970722,open,0,0,0,0,0,"","objective_nonnegative_penalty_G_floor"
L3,"",0,-1,0.080439550600456086,0.10725273413394144,0.080439550600456086,0.080439550600456086,open,0,0,0,0,0,"","objective_nonnegative_penalty_G_floor"
L0.0,"L0",1,0,0,0.01340659176674268,0.0017279597593749347,0.0017279597593749347,replaced,1,1,0,0.0017279597593749347,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.1,"L0",1,1,0.01340659176674268,0.026813183533485361,0.014528421384587114,1e+100,empty,1,1,0,0.014528421384587114,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0,"L0.0",2,0,0,0.0067032958833713402,0.0020391900502847058,0.0020391900502847058,replaced,1,1,0,0.0020391900502847058,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.1,"L0.0",2,1,0.0067032958833713402,0.01340659176674268,0.0078253067580597874,1e+100,empty,1,1,0,0.0078253067580597874,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.0,"L0.0.0",3,0,0,0.0033516479416856701,0.0020391900502847058,0.10725273413394144,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L0.0.0.1,"L0.0.0",3,1,0.0033516479416856701,0.0067032958833713402,0.0046366344377863885,0.0046366344377863885,replaced,1,1,0,0.0046366344377863885,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.0,"L0.0.0.1",4,0,0.0033516479416856701,0.0050274719125285054,0.004736994755359116,0.004736994755359116,replaced,1,1,0,0.004736994755359116,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.1,"L0.0.0.1",4,1,0.0050274719125285054,0.0067032958833713402,0.0061493015303729177,1e+100,empty,1,1,0,0.0061493015303729177,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.0.0,"L0.0.0.1.0",5,0,0.0033516479416856701,0.004189559927107088,0.004736994755359116,0.10725273413394144,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L0.0.0.1.0.1,"L0.0.0.1.0",5,1,0.004189559927107088,0.0050274719125285054,0.0053658209451723851,0.0053658209451723851,replaced,1,1,0,0.0053658209451723851,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.0.1.0,"L0.0.0.1.0.1",6,0,0.004189559927107088,0.0046085159198177971,0.0054379281944134297,0.0054379281944134297,replaced,1,1,0,0.0054379281944134297,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.0.1.1,"L0.0.0.1.0.1",6,1,0.0046085159198177971,0.0050274719125285054,0.0057303881265358628,1e+100,empty,1,1,0,0.0057303881265358628,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.0.1.0.0,"L0.0.0.1.0.1.0",7,0,0.004189559927107088,0.0043990379234624425,0.0075504619563620942,0.0075504619563620942,replaced,1,1,0,0.0075504619563620942,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.0.1.0.1,"L0.0.0.1.0.1.0",7,1,0.0043990379234624425,0.0046085159198177971,0.0055630646327262693,0.0055630646327262693,replaced,1,1,0,0.0055630646327262693,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.0.1.0.1.0,"L0.0.0.1.0.1.0.1",8,0,0.0043990379234624425,0.0045037769216401194,0.0056276089033583717,1e+100,empty,1,1,0,0.0056276089033583717,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.0.1.0.1.1,"L0.0.0.1.0.1.0.1",8,1,0.0045037769216401194,0.0046085159198177971,0.0056363409616435826,1e+100,empty,1,1,0,0.0056363409616435826,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.0.1.0.0.0,"L0.0.0.1.0.1.0.0",8,0,0.004189559927107088,0.0042942989252847657,0.0096334841474431093,1e+100,empty,1,1,0,0.0096334841474431093,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.0.1.0.0.1,"L0.0.0.1.0.1.0.0",8,1,0.0042942989252847657,0.0043990379234624425,0.0075806146956292455,1e+100,empty,1,1,0,0.0075806146956292455,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
