query,vehicle,model_reused,work_limit,time_limit,columns,rows
0,0,0,17.570486498001333,14.9972513,5000,7600
1,1,0,17.507302238928837,14.9974647,5000,7600
2,2,0,17.476487275444363,14.997249500000001,5000,7600
3,3,0,17.429164373627351,14.997367199999999,5000,7600
4,0,1,7.8242694477105417,14.998879199999999,5000,7600
5,1,1,7.8219157830313932,14.9990437,5000,7600
6,2,1,7.8135009166567961,14.9989607,5000,7600
7,3,1,7.7971617229724437,14.999007600000001,5000,7600
