call,leaf,round,gamma_L,gamma_U,cutoff,bound,work,seconds,selected,status
0,"L0",0,0,0.97999999999999998,1.6935230573348528,1.204589644846392,17.371045886025897,15,4,launch
0,"L0",0,0,0.97999999999999998,1.6935230573348528,1.2045902637915982,9.5467764383153568,3.0138864999999999,4,2
1,"L0",1,0,0.97999999999999998,1.6935230573348528,1.2045902637915982,7.7936240686744966,15,8,launch
1,"L0",1,0,0.97999999999999998,1.6935230573348528,1.2045931336499394,0.63985116035731626,0.2046914,8,2
