vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,15,37,10,0,0,10,874.5819170945323,600.0,10
0,2,15,37,6,0,5,10,5,365.6464083169913,300.0,13
0,3,37,6,12,0,4,5,1,235.42726088191853,240.0,11
0,4,6,12,0,0,1,1,0,570.1344881345143,60.0,7
1,1,0,9,31,7,0,0,7,781.233969339768,420.0,14
1,2,9,31,0,0,7,7,0,858.9180474749077,420.0,14
2,1,0,33,36,10,0,0,10,215.82509165621914,600.0,13
2,2,33,36,34,3,0,10,13,521.6346688485668,180.0,12
2,3,36,34,45,0,8,13,5,404.6261223033732,480.0,16
2,4,34,45,0,0,4,5,1,650.3791390511816,240.0,11
3,1,0,20,26,8,0,0,8,690.819134774962,480.0,11
3,2,20,26,24,0,4,8,4,352.55074158763045,240.0,8
3,3,26,24,42,6,0,4,10,299.9044432365485,360.0,11
3,4,24,42,0,0,9,10,1,368.2990664541305,540.0,19
4,1,0,14,39,10,0,0,10,482.6836740856731,600.0,13
4,2,14,39,28,0,7,10,3,214.15137719124664,420.0,13
4,3,39,28,21,5,0,3,8,251.95320867249146,300.0,13
4,4,28,21,44,0,5,8,3,315.0619329513775,300.0,13
4,5,21,44,0,0,3,3,0,218.27532797413957,180.0,9
5,1,0,18,10,10,0,0,10,378.91848032412946,600.0,13
5,2,18,10,27,0,7,10,3,533.622145967899,420.0,13
5,3,10,27,7,4,0,3,7,270.9408773127454,240.0,11
5,4,27,7,0,0,5,7,2,502.7609002413241,300.0,11
6,1,0,23,5,3,0,0,3,760.796398095678,180.0,15
6,2,23,5,47,8,0,3,11,317.73969227983474,480.0,13
6,3,5,47,25,0,3,11,8,288.52786458818827,180.0,10
6,4,47,25,0,0,8,8,0,429.9598160470467,480.0,14
