instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round33_v10_tight_T_M3_Q30_seed1796239044.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,0.138313,0.0780844,0.401522,3,10,33,16,17,"2249.53|2312.45|2299.7",true,0.0001013,true,
round33_v10_tight_T_M3_Q30_seed1796239044.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,0.182762,0.110696,0.480439,3,7,33,18,15,"2237.63|2299.32|2299.7",true,0.0001871,false,
round33_v10_tight_T_M3_Q30_seed1796239044.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,0.0234414,0.0126761,0.0717687,3,10,34,29,5,"2324.84|2209.57|2023.32",true,0.0002751,true,
