"variant","exit_code","result_file","log_file","progress_log"
"v12_m2_focus_from_result_30s","0","results/optimization_update_round9/raw/v12_m2_focus_from_result_30s.json","results/optimization_update_round9/logs/v12_m2_focus_from_result_30s.log","results/optimization_update_round9/raw/progress_v12_m2_focus_from_result_30s.csv"
