leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.23749999999999999,1,0,1,0,0,"INFEASIBLE",0.12575965625192903,0.24683469999999999
L1,"",0,0.23749999999999999,0.47499999999999998,1,1,0,1,1.6362929161051682,"OPTIMAL",0.73143296290880888,0.64782510000000004
L1.0,"L1",1,0.23749999999999999,0.35624999999999996,1,0,1,0,0,"INFEASIBLE",0.12338367711149341,0.84711420000000004
L1.1,"L1",1,0.35624999999999996,0.47499999999999998,1,1,0,1,1.6626217178809841,"OPTIMAL",0.76964539427624157,1.2655071
L2,"",0,0.47499999999999998,0.71249999999999991,1,1,0,1,1.5823276849906989,"OPTIMAL",0.66464470543831189,1.6563266999999999
L2.0,"L2",1,0.47499999999999998,0.59375,1,1,0,1,1.5827840577856009,"OPTIMAL",0.62747265139342523,2.0238678999999999
L2.1,"L2",1,0.59375,0.71249999999999991,1,1,0,1,1.6872086338014523,"OPTIMAL",0.43167853609082557,2.3318417
L3,"",0,0.71249999999999991,0.94999999999999996,1,0,1,0,0,"INFEASIBLE",0.60697771809312018,2.7057514999999999
L2.0.0,"L2.0",2,0.47499999999999998,0.53437500000000004,1,1,0,1,1.5883771650183978,"OPTIMAL",0.74601852769212906,3.1177545000000002
L2.0.1,"L2.0",2,0.53437500000000004,0.59375,1,1,0,1,1.6278336338014519,"OPTIMAL",0.4571054884654569,3.4329974999999999
L2.0.0.0,"L2.0.0",3,0.47499999999999998,0.50468749999999996,1,1,0,1,1.5955058659501882,"OPTIMAL",0.76884094982004325,3.8502673000000001
L2.0.0.1,"L2.0.0",3,0.50468749999999996,0.53437500000000004,1,1,0,1,1.6034298483819813,"OPTIMAL",0.59790893801518263,4.2052275999999997
L2.0.0.0.0,"L2.0.0.0",4,0.47499999999999998,0.48984374999999997,1,1,0,1,1.6199710750594352,"OPTIMAL",0.61865242592277558,4.5670295999999997
L2.0.0.0.1,"L2.0.0.0",4,0.48984374999999997,0.50468749999999996,1,1,0,1,1.6015598186776834,"OPTIMAL",0.72524774735921971,4.9820076999999996
L2.0.0.0.1.0,"L2.0.0.0.1",5,0.48984374999999997,0.49726562499999993,1,1,0,1,1.6052645138830828,"OPTIMAL",0.68552686329508605,5.3730924
L2.0.0.0.1.1,"L2.0.0.0.1",5,0.49726562499999993,0.50468749999999996,1,1,0,1,1.604640321622391,"OPTIMAL",0.69865684579842302,5.7693823000000002
L2.0.0.1.0,"L2.0.0.1",4,0.50468749999999996,0.51953125,1,1,0,1,1.6047725119499496,"OPTIMAL",0.65259545572351851,6.1508466000000004
L2.0.0.1.1,"L2.0.0.1",4,0.51953125,0.53437500000000004,1,1,0,1,1.6133047838478822,"OPTIMAL",0.51530981511636464,6.4707930999999999
L2.0.0.0.1.1.0,"L2.0.0.0.1.1",6,0.49726562499999993,0.5009765625,1,1,0,1,1.6060889023454168,"OPTIMAL",0.73446799113940886,6.8773247
