row,input,instance_scope,V,M,time_limit_seconds,status,objective,lower_bound,upper_bound,gap,runtime_seconds,certified_original_problem,verifier_passed,sealed_run,no_archive_scanning,no_external_known_ub,no_focus_only_certificate,unresolved_intervals,open_nodes,auto_interval_oracle_called,auto_interval_oracle_leaves_attempted,auto_interval_oracle_leaves_closed,auto_interval_oracle_remaining_open_leaves,full_ledger_merge_status,bpc_fallback_auto_called,progress_log,ub_event_log,result_json,notes
v4_smoke,testdata/examples/gcap_smoke_V4_M1.txt,smoke,4,1,30,optimal,0,0,0,0,0.7403572,True,True,True,True,True,True,0,0,False,0,0,0,already_closed_before_auto_oracle,False,results\sealed_paper_pipeline_round\raw\v4_smoke.progress.csv,results\sealed_paper_pipeline_round\raw\v4_smoke.ub_events.csv,results\sealed_paper_pipeline_round\raw\v4_smoke.json,final_json
v12_m2_300s,reference/regen_candidate_V12_M2_average.txt,regenerated_engineering,12,2,300,optimal,0.718504070755,0.718504070755,0.718504070755,0,68.355684,True,True,True,True,True,True,0,0,False,0,0,0,already_closed_before_auto_oracle,False,results\sealed_paper_pipeline_round\raw\v12_m2_300s.progress.csv,results\sealed_paper_pipeline_round\raw\v12_m2_300s.ub_events.csv,results\sealed_paper_pipeline_round\raw\v12_m2_300s.json,final_json
v12_m1_600s,reference/regen_candidate_V12_M1_average.txt,regenerated_engineering,12,1,600,optimal,0.357200583208,0.357200583208,0.357200583208,0,215.9103153,True,True,True,True,True,True,0,0,False,0,0,0,already_closed_before_auto_oracle,False,results\sealed_paper_pipeline_round\raw\v12_m1_600s.progress.csv,results\sealed_paper_pipeline_round\raw\v12_m1_600s.ub_events.csv,results\sealed_paper_pipeline_round\raw\v12_m1_600s.json,final_json
high_imbalance_seed3201,reference/hard_stress/V20_M3/high_imbalance_seed3201.txt,hard_generated_v20_m3,20,3,3600,run_exit_no_final_json,,1.74210803,2.44340319194,0.287015734552,398.1644868,False,,True,True,True,True,1,1,False,0,0,1,no_final_json,False,results\sealed_paper_pipeline_round\raw\high_imbalance_seed3201.progress.csv,results\sealed_paper_pipeline_round\raw\high_imbalance_seed3201.ub_events.csv,,process exited or was stopped without final JSON; progress log preserved
high_imbalance_seed3202,reference/hard_stress/V20_M3/high_imbalance_seed3202.txt,hard_generated_v20_m3,20,3,3600,optimal,1.74931345205,1.74931345205,1.74931345205,0,205.7702489,True,True,True,True,True,True,0,0,False,0,0,0,already_closed_before_auto_oracle,False,results\sealed_paper_pipeline_round\raw\high_imbalance_seed3202.progress.csv,results\sealed_paper_pipeline_round\raw\high_imbalance_seed3202.ub_events.csv,results\sealed_paper_pipeline_round\raw\high_imbalance_seed3202.json,final_json
tight_T_seed3101,reference/hard_stress/V20_M3/tight_T_seed3101.txt,hard_generated_v20_m3,20,3,3600,optimal,0.107252734134,0.107252734134,0.107252734134,0,473.0327025,True,True,True,True,True,True,0,0,False,0,0,0,already_closed_before_auto_oracle,False,results\sealed_paper_pipeline_round\raw\tight_T_seed3101.progress.csv,results\sealed_paper_pipeline_round\raw\tight_T_seed3101.ub_events.csv,results\sealed_paper_pipeline_round\raw\tight_T_seed3101.json,final_json
tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard_generated_v20_m3,20,3,3600,run_exit_no_final_json,,0.450176109171,0.600704436685,0.250586342169,1552.0917042,False,,True,True,True,True,6,6,False,0,0,6,no_final_json,False,results\sealed_paper_pipeline_round\raw\tight_T_seed3102.progress.csv,results\sealed_paper_pipeline_round\raw\tight_T_seed3102.ub_events.csv,,process exited or was stopped without final JSON; progress log preserved
moderate_seed3301,reference/hard_stress/V20_M3/moderate_seed3301.txt,hard_generated_v20_m3,20,3,7200,run_exit_no_final_json,,0.00921610362464,0.0491525526647,0.8125,1125.696045,False,,True,True,True,True,10,10,False,0,0,10,no_final_json,False,results\sealed_paper_pipeline_round\raw\moderate_seed3301.progress.csv,results\sealed_paper_pipeline_round\raw\moderate_seed3301.ub_events.csv,,process exited or was stopped without final JSON; progress log preserved
moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard_generated_v20_m3,20,3,3600,run_exit_no_final_json,,0.027511341546,0.195636206549,0.859375,3348.9425442,False,,True,True,True,True,5,5,False,0,0,5,no_final_json,False,results\sealed_paper_pipeline_round\raw\moderate_seed3302.progress.csv,results\sealed_paper_pipeline_round\raw\moderate_seed3302.ub_events.csv,,process exited or was stopped without final JSON; progress log preserved
