run_id,record_type,checkpoint_seconds,observation_available,freshness,source_observation_time_seconds,observation_age_seconds,native_best_bound,processed_nodes,open_nodes,simplex_iterations,gini_branch_count,ordinary_branch_count,common_same_run_ub,same_run_project_gap
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,1,True,fresh,0.59298030000000002,0.4070197,1.299838001731207,0,1,6351,0,0,1.7493134520506337,0.2569439169364009
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,2,True,fresh,1.8841680999999999,0.1158319000000001,1.4520287360711628,0,1,11011,0,0,1.7493134520506337,0.16994365168288092
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,5,True,stale,2.5123180000000001,2.487682,1.4533943380542114,0,1,12537,0,0,1.7493134520506337,0.16916300143323712
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,10,True,fresh,9.1634905999999994,0.8365094000000006,1.6500930407672763,16,15,24557,15,0,1.7493134520506337,0.05671962973076453
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,15,True,fresh,14.9695731,0.030426900000000145,1.6500930407672763,30,29,26976,15,14,1.7493134520506337,0.05671962973076453
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,20,True,fresh,19.971341299999999,0.028658700000001147,1.6683017516413803,76,64,39441,26,44,1.7493134520506337,0.04631056847718596
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,30,True,fresh,29.9357936,0.06420639999999977,1.6687485068912165,253,193,72598,38,186,1.7493134520506337,0.04605517957057665
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,45,True,fresh,44.852282700000004,0.1477172999999965,1.6692513855763182,541,429,132502,38,450,1.7493134520506337,0.04576770754290071
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,60,True,fresh,59.862299200000002,0.13770079999999751,1.6696368669593429,792,630,197632,41,675,1.7493134520506337,0.04554734601616989
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,90,True,fresh,89.900807700000001,0.09919229999999857,1.6712546061984028,1233,957,332668,41,1062,1.7493134520506337,0.04462256078847753
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,120,True,fresh,119.83532510000001,0.1646748999999943,1.6730997055225736,1653,1271,468579,46,1425,1.7493134520506337,0.0435678045228078
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,180,True,fresh,179.84270409999999,0.15729590000000826,1.6777118277293031,2307,1670,731655,47,1951,1.7493134520506337,0.04093127177258919
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,240,True,fresh,239.9916508,0.008349199999997836,1.6799870174242133,3088,2197,999968,47,2606,1.7493134520506337,0.03963065312574625
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,300,True,fresh,299.86867180000002,0.13132819999998446,1.6821355115756187,3635,2510,1266086,47,3036,1.7493134520506337,0.038402460345952086
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,450,True,fresh,449.94579529999999,0.05420470000001387,1.6869144271350067,5177,3479,1905583,56,4285,1.7493134520506337,0.03567057970227102
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,600,True,fresh,599.75829120000003,0.24170879999996941,1.6908416038787917,6376,4083,2486533,57,5189,1.7493134520506337,0.033425597970048404
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,750,True,fresh,749.97754180000004,0.022458199999960016,1.6944583057573568,7798,4911,3027527,65,6309,1.7493134520506337,0.031358100075759975
round23_stage2__high_imbalance_seed3202__s0c__900s,checkpoint,900,True,stale,861.99298869999996,38.007011300000045,1.6963486674839783,8749,5447,3390246,79,7041,1.7493134520506337,0.03027746942925948
round23_stage2__high_imbalance_seed3202__s0c__900s,solver_final,solver_final,True,solver_final,861.99397929999998,0,1.6963486674839783,8749,5447,3390246,79,7041,1.7493134520506337,0.03027746942925948
