"row","json","instance","status","certified_original_problem","objective","lower_bound","upper_bound","gap","unresolved_intervals","open_nodes","finalization_source","solver_finalization_reached","wrapper_synthesized_final_json","process_return_code","abnormal_exit_detected","oracle_total_final_leaves","oracle_attempted","oracle_closed","oracle_timed_out","oracle_split","oracle_remaining_open","oracle_recursive_depth","oracle_children_attempted","oracle_requested_leaf_time","oracle_actual_leaf_time","oracle_total_budget","oracle_budget_policy","oracle_budget_exhausted","bpc_attempted","bpc_closed","exact_pricing_closed","plateau_reason"
"moderate_seed3301_interrupted","moderate_seed3301.json","moderate_seed3301.txt","interrupted_noncertified","False","0.0491525526647","0.00921610362464","0.0491525526647","0.8125","10","10","interrupted_checkpoint","False","True","-9","True","10","0","0","0","0","10","0","0","0.0","0.0","0.0","","False","0","0","0","interrupted_before_solver_final_json"
"moderate_seed3301_oracle600","moderate_seed3301_oracle600.json","moderate_seed3301.txt","gcap_frontier_not_closed","False","0.0491525526647","0.00921610362464","0.0491525526647","0.8125","6","6","solver_final_json","True","False","0","False","6","14","4","7","4","2","2","8","600","600","0","per-leaf","False","2","0","0","automatic_interval_oracle_left_open_leaves"
"moderate_seed3301_oracle_deep","moderate_seed3301_oracle_deep.json","moderate_seed3301.txt","gcap_frontier_not_closed","False","0.0491525526647","0.00921610362464","0.0491525526647","0.8125","6","6","solver_final_json","True","False","0","False","6","20","4","12","7","2","3","14","600","600","0","per-leaf","False","2","0","0","automatic_interval_oracle_left_open_leaves"
"tight_T_seed3102_interrupted","tight_T_seed3102.json","tight_T_seed3102.txt","interrupted_noncertified","False","0.600704436685","0.450176109171","0.600704436685","0.250586342169","3","3","interrupted_checkpoint","False","True","1","True","3","1","0","0","0","3","0","0","0.0","0.0","0.0","","False","0","0","0","checkpoint_oracle_diagnostic_unresolved"
"tight_T_seed3102_controlled","tight_T_seed3102_controlled.json","tight_T_seed3102.txt","gcap_frontier_not_closed","False","0.600704436685","0.450176109171","0.600704436685","0.250586342169","3","3","solver_final_json","True","False","0","False","3","9","0","9","3","3","1","6","120","120","0","per-leaf","False","2","0","0","automatic_interval_oracle_left_open_leaves"
"high_imbalance_seed3201_controlled","high_imbalance_seed3201_controlled.json","high_imbalance_seed3201.txt","gcap_frontier_not_closed","False","2.44340319194","1.74210803","2.44340319194","0.287015734552","2","2","solver_final_json","True","False","0","False","2","6","0","6","2","2","1","4","120","120","0","per-leaf","False","2","0","0","automatic_interval_oracle_left_open_leaves"
