row,instance,V,M,status,certified_original_problem,objective,lower_bound,upper_bound,gap,unresolved_intervals,oracle_bound_merged_leaves,oracle_bound_closed_leaves,oracle_bound_best_global_lb,auto_interval_oracle_leaves_attempted,auto_interval_oracle_leaves_closed,auto_interval_oracle_remaining_open_leaves,bpc_fallback_auto_called,bpc_fallback_leaves_attempted,bpc_fallback_leaves_closed,full_ledger_merge_status,plateau_reason,result_json
moderate_seed3301,moderate_seed3301.txt,,,gcap_frontier_not_closed,False,0.0491525526647,0.047773,0.0491525526647,0.0280667552335,2,9,7,0.047773,13,7,2,True,2,0,no_leaves_closed,automatic_interval_oracle_left_open_leaves,results\oracle_bound_merge_round\raw\moderate_seed3301.json
