source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,audit_passed,failure_count,failures,warnings
results\relaxation_bound_round\raw\high_imbalance_seed3201_bpc_fallback_300s.json,high_imbalance_seed3201.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.122744236967,3,0,3,True,0,,
results\relaxation_bound_round\raw\high_imbalance_seed3201_improved_relax_300s.json,high_imbalance_seed3201.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.122744236967,3,0,3,True,0,,
results\relaxation_bound_round\raw\high_imbalance_seed3202_improved_relax_1200s.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.081673871528,10,0,10,True,0,,
results\relaxation_bound_round\raw\high_imbalance_seed3202_improved_relax_300s.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.100084871258,3,0,3,True,0,,
results\relaxation_bound_round\raw\moderate_seed3301_bpc_fallback_300s.json,moderate_seed3301.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.130305288314,5,0,5,True,0,,
results\relaxation_bound_round\raw\moderate_seed3301_improved_relax_300s.json,moderate_seed3301.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.130305288314,5,0,5,True,0,,
results\relaxation_bound_round\raw\moderate_seed3302_improved_relax_300s.json,moderate_seed3302.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.33021736845,5,0,5,True,0,,
results\relaxation_bound_round\raw\tight_T_seed3101_improved_relax_300s.json,tight_T_seed3101.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.968587506517,5,0,5,True,0,,
results\relaxation_bound_round\raw\tight_T_seed3102_bpc_fallback_300s.json,tight_T_seed3102.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.21895551065,3,0,3,True,0,,
results\relaxation_bound_round\raw\tight_T_seed3102_improved_relax_300s.json,tight_T_seed3102.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.21895551065,3,0,3,True,0,,
results\relaxation_bound_round\raw\v12_m1_best_1200s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\relaxation_bound_round\raw\v12_m1_bpc_fallback_300s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0725191208467,1,0,1,True,0,,
results\relaxation_bound_round\raw\v12_m1_improved_relax_300s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0686586848205,1,0,1,True,0,,
results\relaxation_bound_round\raw\v12_m2_core_300s.json,regen_candidate_V12_M2_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0589257372558,1,0,1,True,0,,
results\relaxation_bound_round\raw\v12_m2_core_origcmd_300s.json,regen_candidate_V12_M2_average.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\relaxation_bound_round\raw\v4_smoke_core_30s.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
