id,stage,scope,baseline,candidate,baseline_number,candidate_number,cap,baseline_certified,candidate_certified,baseline_wall,candidate_wall,baseline_UB,candidate_UB,baseline_LB,candidate_LB,baseline_absolute_gap,candidate_absolute_gap,baseline_relative_gap,candidate_relative_gap,baseline_Work,candidate_Work,exe_sha256,certification_seconds_saved,certification_fraction_saved,decision,absolute_gap_saved,gap_fraction_saved,comparison_kind
D4,mip_v2,fixed_F0_improving_domain,off,projection-rlt,23,29,120,True,True,89.81199999991804,57.10900000017136,0.506343307565206,0.506343307565206,0.5063433072459947,0.5063433037148224,3.1921121301792255e-10,3.850383567538529e-09,6.304244733733646e-10,7.604294378952928e-09,140.87267731766892,90.81430895335527,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,32.70299999974668,0.36412728811045875,time_gain,,,
D4,mip_v2,fixed_F0_improving_domain,projection,projection-rlt,26,29,120,True,True,54.89099999982864,57.10900000017136,0.506343307565206,0.506343307565206,0.5063433054486712,0.5063433037148224,2.1165347252605216e-09,3.850383567538529e-09,4.180038905694351e-09,7.604294378952928e-09,85.83094740223551,90.81430895335527,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,-2.2180000003427267,-0.040407352760008945,below_time_threshold,,,
D3,mip_v2,fixed_F0_improving_domain,off,projection,30,31,120,False,False,118.0789999999106,118.09400000004098,0.04500155005562836,0.056604475850865574,0.0387210953848286,0.03748097122083982,0.006280454670799761,0.019123504630025753,0.1395608520825665,0.3378443902635894,188.85159535109145,200.06491155535178,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,,,gap_loss,-0.012843049959225993,-2.0449235974806492,
D6,full_medium_v2,full_original_problem,Single-off-off,Single-off-projection,32,33,120,False,False,117.21799999987707,117.07800000021234,0.1885912102417383,0.1885912102417383,0.1382120953969077,0.1382120953969077,0.0503791148448306,0.0503791148448306,0.26713394956347164,0.26713394956347164,252.81098768019007,253.08433630719904,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,,,below_gap_threshold,0.0,0.0,
D6,full_medium_v2,full_original_problem,Single-off-off,Single-passive-cert-projection,32,34,120,False,False,117.21799999987707,117.07800000021234,0.1885912102417383,0.1572411758522922,0.1382120953969077,0.1382120953969077,0.0503791148448306,0.019029080455384484,0.26713394956347164,0.12101843141429984,252.81098768019007,247.5405004419371,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,,,gap_gain,0.03135003438944611,0.6222823581955597,
D6,full_medium_v2,full_original_problem,Single-off-projection,Single-passive-cert-projection,33,34,120,False,False,117.07800000021234,117.07800000021234,0.1885912102417383,0.1572411758522922,0.1382120953969077,0.1382120953969077,0.0503791148448306,0.019029080455384484,0.26713394956347164,0.12101843141429984,253.08433630719904,247.5405004419371,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,,,gap_gain,0.03135003438944611,0.6222823581955597,
D4,full_D4_v2,full_original_problem,Single-off-off,Single-passive-cert-off,37,38,120,True,True,89.95300000021234,90.04699999978766,0.506343307565206,0.506343307565206,0.5063433072459947,0.5063433072459947,3.1921121301792255e-10,3.1921121301792255e-10,6.304244733733646e-10,6.304244733733646e-10,140.98719433074365,140.98719433074365,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,-0.0939999995753169,-0.001044990156805165,below_time_threshold,,,
D4,full_D4_v2,full_original_problem,Single-off-off,Single-off-projection,37,39,120,True,True,89.95300000021234,55.125,0.506343307565206,0.506343307565206,0.5063433072459947,0.5063433054486712,3.1921121301792255e-10,2.1165347252605216e-09,6.304244733733646e-10,4.180038905694351e-09,140.98719433074365,85.95302991945977,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,34.82800000021234,0.38717997176447844,time_gain,,,
D4,full_D4_v2,full_original_problem,Single-off-off,Single-passive-cert-projection,37,40,120,True,True,89.95300000021234,55.15599999995902,0.506343307565206,0.506343307565206,0.5063433072459947,0.5063433054486712,3.1921121301792255e-10,2.1165347252605216e-09,6.304244733733646e-10,4.180038905694351e-09,140.98719433074365,85.95302991945977,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,34.79700000025332,0.3868353473499625,time_gain,,,
D4,full_D4_v2,full_original_problem,Single-off-projection,Single-passive-cert-projection,39,40,120,True,True,55.125,55.15599999995902,0.506343307565206,0.506343307565206,0.5063433054486712,0.5063433054486712,2.1165347252605216e-09,2.1165347252605216e-09,4.180038905694351e-09,4.180038905694351e-09,85.95302991945977,85.95302991945977,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,-0.030999999959021807,-0.0005623582759006223,below_time_threshold,,,
D4,full_D4_v2,full_original_problem,Single-passive-cert-off,Single-passive-cert-projection,38,40,120,True,True,90.04699999978766,55.15599999995902,0.506343307565206,0.506343307565206,0.5063433072459947,0.5063433054486712,3.1921121301792255e-10,2.1165347252605216e-09,6.304244733733646e-10,4.180038905694351e-09,140.98719433074365,85.95302991945977,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,34.89099999982864,0.3874754294969395,time_gain,,,
D3,long_v2,full_original_problem,Single-off-off,Single-passive-cert-off,41,42,600,True,True,314.7029999997467,315.17199999978766,0.04500155005562836,0.04500155005562836,0.04500154968743541,0.04500154968743541,3.681929483523305e-10,3.681929483523305e-10,8.181783691832644e-09,8.181783691832644e-09,523.3382101536217,523.3382101536217,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,-0.4690000000409782,-0.0014902940233850828,below_time_threshold,,,
D3,long_v2,full_original_problem,Single-off-off,Single-off-projection,41,47,600,True,True,314.7029999997467,460.5150000001304,0.04500155005562836,0.04500155005562836,0.04500154968743541,0.04500155005562817,3.681929483523305e-10,1.8735013540549517e-16,8.181783691832644e-09,4.1631929383299814e-15,523.3382101536217,853.1206445659795,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,-145.8120000003837,-0.4633320940712388,time_loss,,,
C2,long_v2,full_original_problem,Single-off-off,Single-passive-cert-off,43,44,600,True,True,551.625,552.3599999998696,0.8299634131717752,0.8299634131717752,0.8299634131717734,0.8299634131717734,1.887379141862766e-15,1.887379141862766e-15,2.2740510146706196e-15,2.2740510146706196e-15,1145.1514431027522,1145.1514431027522,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,-0.7349999998696148,-0.001332426920225905,below_time_threshold,,,
C2,long_v2,full_original_problem,Single-off-off,Single-off-projection,43,48,600,True,True,551.625,457.75,0.8299634131717752,0.8299634131717752,0.8299634131717734,0.8299634131717737,1.887379141862766e-15,1.5543122344752192e-15,2.2740510146706196e-15,1.872747894434628e-15,1145.1514431027522,926.6005893666235,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,93.875,0.1701790165420349,time_gain,,,
D7,long_v2,full_original_problem,Single-off-off,Single-passive-cert-off,45,46,600,False,False,597.125,597.1090000001714,0.3718940096799275,0.2828562228211009,0.19556942667467492,0.19556942667467492,0.17632458300525256,0.08728679614642598,0.4741259025844682,0.30859068708427384,1507.0807529988467,1493.390725638254,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,,,gap_gain,0.08903778685882657,0.5049652484144779,
D4,screen_v3,fixed_F0_improving_domain,off,projection,50,51,120,True,True,90.1089999997057,55.3589999997057,0.506343307565206,0.506343307565206,0.5063433072459947,0.5063433054486712,3.1921121301792255e-10,2.1165347252605216e-09,6.304244733733646e-10,4.180038905694351e-09,140.87267731766892,85.83094740223551,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,34.75,0.3856440533144691,time_gain,,,
D4,screen_v3,fixed_F0_improving_domain,off,projection-service,50,52,120,True,True,90.1089999997057,78.34400000004098,0.506343307565206,0.506343307565206,0.5063433072459947,0.5063433075652061,3.1921121301792255e-10,0,6.304244733733646e-10,0,140.87267731766892,120.71927540444747,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,11.764999999664724,0.13056409459324983,time_gain,,,
D4,screen_v3,fixed_F0_improving_domain,projection,projection-service,51,52,120,True,True,55.3589999997057,78.34400000004098,0.506343307565206,0.506343307565206,0.5063433054486712,0.5063433075652061,2.1165347252605216e-09,0,4.180038905694351e-09,0,85.83094740223551,120.71927540444747,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,-22.985000000335276,-0.4151989739781692,time_loss,,,
D3,screen_v3,fixed_F0_improving_domain,off,projection-service,53,57,600,True,True,315.1100000003353,307.42199999978766,0.04500155005562836,0.04500155005562836,0.04500154968743541,0.04500155005562835,3.681929483523305e-10,6.938893903907228e-18,8.181783691832644e-09,1.5419233104925859e-16,523.2655361275802,523.5919119172008,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,7.688000000547618,0.024397829331152414,below_time_threshold,,,
C2,k1_v3,full_original_problem,K1-off-off,K1-passive-cert-off,58,59,600,False,False,597.25,597.1089999997057,0.8299634131717752,0.8299634131717752,0.8222591635366147,0.8221722126652558,0.007704249635160587,0.007791200506519491,0.009282637659554348,0.009387402363611139,1227.7534144301137,1226.424922267511,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,below_gap_threshold,-8.6950871358904e-05,-0.011286092153878085,
C2,k1_v3,full_original_problem,K1-off-off,K1-off-projection,58,60,600,False,True,597.25,475.1710000000894,0.8299634131717752,0.8299634131717752,0.8222591635366147,0.8299634131717764,0.007704249635160587,0,0.009282637659554348,0,1227.7534144301137,953.7164508613012,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,certificate_gain,,,
C2,k1_v3,full_original_problem,K1-off-off,K1-passive-cert-projection,58,61,600,False,True,597.25,476.82800000021234,0.8299634131717752,0.8299634131717752,0.8222591635366147,0.8299634131717752,0.007704249635160587,0,0.009282637659554348,0,1227.7534144301137,953.7164508613012,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,certificate_gain,,,
C2,k1_v3,full_original_problem,K1-off-projection,K1-passive-cert-projection,60,61,600,True,True,475.1710000000894,476.82800000021234,0.8299634131717752,0.8299634131717752,0.8299634131717764,0.8299634131717752,0,0,0,0,953.7164508613012,953.7164508613012,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,-1.6570000001229346,-0.003487165673247363,below_time_threshold,,,
C2,k1_v3,full_original_problem,K1-passive-cert-off,K1-passive-cert-projection,59,61,600,False,True,597.1089999997057,476.82800000021234,0.8299634131717752,0.8299634131717752,0.8221722126652558,0.8299634131717752,0.007791200506519491,0,0.009387402363611139,0,1226.424922267511,953.7164508613012,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,certificate_gain,,,
C1,confirmation_v3,full_original_problem,K1-off-off,K1-passive-cert-off,65,66,600,True,True,386.4210000000894,386.85900000017136,0.26181696296169055,0.26181696296169055,0.2618169620078489,0.2618169620078489,9.538416723131604e-10,9.538416723131604e-10,3.643162236408372e-09,3.643162236408372e-09,729.9432771112828,729.9432771112828,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,-0.4380000000819564,-0.0011334787707755402,below_time_threshold,,,
C1,confirmation_v3,full_original_problem,K1-off-off,K1-off-projection,65,67,600,True,True,386.4210000000894,296.75,0.26181696296169055,0.26181696296169055,0.2618169620078489,0.2618169629616898,9.538416723131604e-10,7.216449660063518e-16,3.643162236408372e-09,2.756295687808219e-15,729.9432771112828,547.2755101808068,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,89.6710000000894,0.23205519368789135,time_gain,,,
C1,confirmation_v3,full_original_problem,K1-off-off,K1-passive-cert-projection,65,68,600,True,True,386.4210000000894,296.6399999996647,0.26181696296169055,0.26181696296169055,0.2618169620078489,0.2618169629616898,9.538416723131604e-10,7.216449660063518e-16,3.643162236408372e-09,2.756295687808219e-15,729.9432771112828,547.2755101808068,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,89.78100000042468,0.23233985730693701,time_gain,,,
C1,confirmation_v3,full_original_problem,K1-off-projection,K1-passive-cert-projection,67,68,600,True,True,296.75,296.6399999996647,0.26181696296169055,0.26181696296169055,0.2618169629616898,0.2618169629616898,7.216449660063518e-16,7.216449660063518e-16,2.756295687808219e-15,2.756295687808219e-15,547.2755101808068,547.2755101808068,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,0.11000000033527613,0.000370682393716179,below_time_threshold,,,
C1,confirmation_v3,full_original_problem,K1-passive-cert-off,K1-passive-cert-projection,66,68,600,True,True,386.85900000017136,296.6399999996647,0.26181696296169055,0.26181696296169055,0.2618169620078489,0.2618169629616898,9.538416723131604e-10,7.216449660063518e-16,3.643162236408372e-09,2.756295687808219e-15,729.9432771112828,547.2755101808068,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,90.21900000050664,0.23320899862861322,time_gain,,,
C3,confirmation_v3,full_original_problem,K1-off-off,K1-passive-cert-off,69,70,600,False,False,597.0779999997467,597.0779999997467,0.8179955412057756,0.8179955412057756,0.719467697315918,0.719467697315918,0.09852784388985758,0.09852784388985758,0.12045034346351265,0.12045034346351265,1340.5644416317712,1341.667787029019,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,below_gap_threshold,0.0,0.0,
C3,confirmation_v3,full_original_problem,K1-off-off,K1-off-projection,69,71,600,False,False,597.0779999997467,597.063000000082,0.8179955412057756,0.8230855227563115,0.719467697315918,0.7173113185968224,0.09852784388985758,0.10577420415948913,0.12045034346351265,0.12850937264122597,1340.5644416317712,1323.0307651373632,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,gap_loss,-0.0072463602696315466,-0.07354631933011867,
C3,confirmation_v3,full_original_problem,K1-off-off,K1-passive-cert-projection,69,72,600,False,False,597.0779999997467,597.0780000002123,0.8179955412057756,0.8230855227563115,0.719467697315918,0.7173113185968224,0.09852784388985758,0.10577420415948913,0.12045034346351265,0.12850937264122597,1340.5644416317712,1323.984231038099,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,gap_loss,-0.0072463602696315466,-0.07354631933011867,
C3,confirmation_v3,full_original_problem,K1-off-projection,K1-passive-cert-projection,71,72,600,False,False,597.063000000082,597.0780000002123,0.8230855227563115,0.8230855227563115,0.7173113185968224,0.7173113185968224,0.10577420415948913,0.10577420415948913,0.12850937264122597,0.12850937264122597,1323.0307651373632,1323.984231038099,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,below_gap_threshold,0.0,0.0,
C3,confirmation_v3,full_original_problem,K1-passive-cert-off,K1-passive-cert-projection,70,72,600,False,False,597.0779999997467,597.0780000002123,0.8179955412057756,0.8230855227563115,0.719467697315918,0.7173113185968224,0.09852784388985758,0.10577420415948913,0.12045034346351265,0.12850937264122597,1341.667787029019,1323.984231038099,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,gap_loss,-0.0072463602696315466,-0.07354631933011867,
C2,references_v3 -> k1_v3,full_original_problem,P-GRB,K1-off-off,62,58,600,False,False,597.0789999999106,597.25,0.8299634131717752,0.8299634131717752,0.7865148463967166,0.8222591635366147,0.043448566775058595,0.007704249635160587,0.05234997842738179,0.009282637659554348,1170.4929789537362,1227.7534144301137,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,gap_gain,0.03574431713989801,0.822681155973523,unchanged complete-policy reference; not isolated mechanism attribution
C2,references_v3 -> k1_v3,full_original_problem,P-GRB,K1-passive-cert-off,62,59,600,False,False,597.0789999999106,597.1089999997057,0.8299634131717752,0.8299634131717752,0.7865148463967166,0.8221722126652558,0.043448566775058595,0.007791200506519491,0.05234997842738179,0.009387402363611139,1170.4929789537362,1226.424922267511,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,gap_gain,0.035657366268539104,0.820679919159221,unchanged complete-policy reference; not isolated mechanism attribution
C2,references_v3 -> k1_v3,full_original_problem,P-GRB,K1-off-projection,62,60,600,False,True,597.0789999999106,475.1710000000894,0.8299634131717752,0.8299634131717752,0.7865148463967166,0.8299634131717764,0.043448566775058595,0,0.05234997842738179,0,1170.4929789537362,953.7164508613012,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,certificate_gain,,,unchanged complete-policy reference; not isolated mechanism attribution
C2,references_v3 -> k1_v3,full_original_problem,P-GRB,K1-passive-cert-projection,62,61,600,False,True,597.0789999999106,476.82800000021234,0.8299634131717752,0.8299634131717752,0.7865148463967166,0.8299634131717752,0.043448566775058595,0,0.05234997842738179,0,1170.4929789537362,953.7164508613012,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,certificate_gain,,,unchanged complete-policy reference; not isolated mechanism attribution
C2,references_v3 -> k1_v3,full_original_problem,K1-H,K1-off-off,63,58,600,True,False,526.219000000041,597.25,0.8299634131717752,0.8299634131717752,0.8299634029496857,0.8222591635366147,1.0222089508182819e-08,0.007704249635160587,1.2316313401235654e-08,0.009282637659554348,1069.6367492655427,1227.7534144301137,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,certificate_loss,,,unchanged complete-policy reference; not isolated mechanism attribution
C2,references_v3 -> k1_v3,full_original_problem,K1-H,K1-passive-cert-off,63,59,600,True,False,526.219000000041,597.1089999997057,0.8299634131717752,0.8299634131717752,0.8299634029496857,0.8221722126652558,1.0222089508182819e-08,0.007791200506519491,1.2316313401235654e-08,0.009387402363611139,1069.6367492655427,1226.424922267511,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,certificate_loss,,,unchanged complete-policy reference; not isolated mechanism attribution
C2,references_v3 -> k1_v3,full_original_problem,K1-H,K1-off-projection,63,60,600,True,True,526.219000000041,475.1710000000894,0.8299634131717752,0.8299634131717752,0.8299634029496857,0.8299634131717764,1.0222089508182819e-08,0,1.2316313401235654e-08,0,1069.6367492655427,953.7164508613012,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,51.04799999995157,0.09700903996234951,below_time_threshold,,,unchanged complete-policy reference; not isolated mechanism attribution
C2,references_v3 -> k1_v3,full_original_problem,K1-H,K1-passive-cert-projection,63,61,600,True,True,526.219000000041,476.82800000021234,0.8299634131717752,0.8299634131717752,0.8299634029496857,0.8299634131717752,1.0222089508182819e-08,0,1.2316313401235654e-08,0,1069.6367492655427,953.7164508613012,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,49.39099999982864,0.09386016088325354,below_time_threshold,,,unchanged complete-policy reference; not isolated mechanism attribution
C2,references_v3,full_original_problem,P-GRB,K1-H,62,63,600,False,True,597.0789999999106,526.219000000041,0.8299634131717752,0.8299634131717752,0.7865148463967166,0.8299634029496857,0.043448566775058595,1.0222089508182819e-08,0.05234997842738179,1.2316313401235654e-08,1170.4929789537362,1069.6367492655427,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,,,certificate_gain,,,unchanged references
