event_sequence,elapsed_runtime_seconds,work,incumbent_available,incumbent,best_bound_available,best_bound,processed_nodes,open_nodes,solution_count,callback_where,phase,context
0,0.0085725999999999997,0.01207372200378163,false,1e+100,true,0,0,0,0,3,1,MIP
1,0.010672900000000001,0.01387491952837349,true,4.3292936573048504,true,0,0,0,4.9406564584124654e-324,3,1,MIP
2,0.0148221,0.020781187802079368,true,4.3292936573048504,true,0.1681994532313891,0,0,4.9406564584124654e-324,3,1,MIP
3,0.035084400000000002,0.042695895292538866,true,1.8793205348562272,true,0.1681994532313891,0,0,9.8813129168249309e-324,3,1,MIP
4,0.0394411,0.051353276215800658,true,1.8793205348562272,true,0.26655644640117326,0,0,9.8813129168249309e-324,3,1,MIP
5,0.042467299999999999,0.054046845845110984,true,1.8793205348562272,true,0.26881657057449465,0,0,9.8813129168249309e-324,3,1,MIP
6,0.043710100000000002,0.055255535099738448,true,1.8793205348562272,true,0.27169839231517606,0,0,9.8813129168249309e-324,3,1,MIP
7,0.059400700000000001,0.072857193962369476,true,1.8793205348562272,true,0.28121266766772934,0,0,9.8813129168249309e-324,3,1,MIP
8,0.062058000000000002,0.075230100896703705,true,1.8793205348562272,true,0.28131287879407058,0,0,9.8813129168249309e-324,3,1,MIP
9,0.088588299999999995,0.099382111352092059,true,1.8793205348562272,true,0.28326723717190638,0,0,9.8813129168249309e-324,3,1,MIP
10,0.093595700000000004,0.10433740810684475,true,1.3051184685628794,true,0.28520073080877933,0,0,1.4821969375237396e-323,3,1,MIP
11,0.1219282,0.12905393796767145,true,1.3051184685628794,true,0.28537020497717064,0,0,1.4821969375237396e-323,3,1,MIP
12,0.12557570000000001,0.13214431438476004,true,1.3051184685628794,true,0.28541368258353894,0,0,1.4821969375237396e-323,3,1,MIP
13,0.12709400000000001,0.13443304676103365,true,1.3051184685628794,true,0.2860958094850935,0,0,1.4821969375237396e-323,3,1,MIP
14,0.1449704,0.14820157090691582,true,1.3051184685628794,true,0.28636839621429944,0,0,1.4821969375237396e-323,3,1,MIP
15,0.14951220000000001,0.15244061788364668,true,1.3051184685628794,true,0.28671990963023969,0,0,1.4821969375237396e-323,3,1,MIP
16,0.16684280000000001,0.16792964022171417,true,1.3051184685628794,true,0.28752899594074627,0,0,1.4821969375237396e-323,3,1,MIP
17,0.1825145,0.18092490119764343,true,1.3051184685628794,true,0.28816972200928642,0,0,1.4821969375237396e-323,3,1,MIP
18,0.1837704,0.18153872525086928,true,1.3051184685628794,true,0.2891817344440113,0,0,1.4821969375237396e-323,3,1,MIP
19,0.20072719999999999,0.19692544606992021,true,1.3051184685628794,true,0.2902050220806548,0,0,1.4821969375237396e-323,3,1,MIP
20,0.2216253,0.21695454746300524,true,1.3051184685628794,true,0.29029286336224225,0,0,1.4821969375237396e-323,3,1,MIP
21,0.2411433,0.23602137805247184,true,1.3051184685628794,true,0.29347301176736146,0,0,1.4821969375237396e-323,3,1,MIP
22,0.26585300000000001,0.25645665013923302,true,1.3040714733001451,true,0.29347301176736146,0,2,1.9762625833649862e-323,3,1,MIP
23,0.26740069999999999,0.25910113748730962,true,1.3040714733001451,true,0.30036363473502181,2,4,1.9762625833649862e-323,3,1,MIP
24,0.2679684,0.25996638755486323,true,1.3040714733001451,true,0.30741184403742089,3,5,1.9762625833649862e-323,3,1,MIP
25,0.26898090000000002,0.26155997831865763,true,1.3040714733001451,true,0.31092441644816332,4,6,1.9762625833649862e-323,3,1,MIP
26,0.27094030000000002,0.2647945733239398,true,1.3040714733001451,true,0.3152582920436563,6,8,1.9762625833649862e-323,3,1,MIP
27,0.29964980000000002,0.30789204417402166,true,1.3040714733001451,true,0.32337988951683444,44,40,1.9762625833649862e-323,3,1,MIP
28,0.34871469999999999,0.37216157817169709,true,1.239098016592477,true,0.32337988951683444,113,92,3.4584595208887258e-323,3,1,MIP
29,0.36678630000000001,0.39857566471760686,true,1.239098016592477,true,0.32487933225875931,150,113,3.4584595208887258e-323,3,1,MIP
30,0.375722,0.40688948576414313,true,1.0769688540451396,true,0.32487933225875931,152,108,5.9287877500949585e-323,3,1,MIP
31,0.38649640000000002,0.42361206178668581,true,1.0769688540451396,true,0.34526938157405657,163,110,5.9287877500949585e-323,3,1,MIP
32,0.40714020000000001,0.4518045661122847,true,1.0769688540451396,true,0.34542883587685985,198,129,5.9287877500949585e-323,3,1,MIP
33,0.4193923,0.47064351417582989,true,1.0769688540451396,true,0.34605781862108892,215,136,5.9287877500949585e-323,3,1,MIP
34,0.44691219999999998,0.50784791162131326,true,1.0769688540451396,true,0.35040340008520388,263,153,5.9287877500949585e-323,3,1,MIP
35,0.46764040000000001,0.53909166816928289,true,1.0769688540451396,true,0.35660149231629756,291,159,5.9287877500949585e-323,3,1,MIP
