leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
L0,LP,"INFEASIBLE",0,3584.04,7.644,20.9906,0,16591,0,0.108073,7089b9dea285bbc2adb8e83c63b72145ca87c2cc5dea1922233c7b68353c9d36,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L0_lp.gurobi.log"
L1,LP,"INFEASIBLE",0,3575.24,4.882,14.1744,0,13754,0,0.108073,3ca34c6a18b8f83021ca4a4d69212c61fd5c01c194ebca481f1df9ab8ef9051b,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L1_lp.gurobi.log"
L2,LP,"OPTIMAL",0,3569.18,1.248,3.65776,0,6212,0,0.187085,45e493286facdac83b3b10c8a033a674a09aea0e414cd79620d24f2cae48d87e,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L2_lp.gurobi.log"
L3,LP,"OPTIMAL",0,3566.83,1.029,2.76983,0,5155,0,0.199622,519cb5169c7bdda943ac6f6f153bf193c12b34b5b229380e226b7918ef0e5698,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L3_lp.gurobi.log"
L2,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,3565.58,8.296,18.3895,1,9731,0,0.350907,45e493286facdac83b3b10c8a033a674a09aea0e414cd79620d24f2cae48d87e,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L2_c6_1_next_leaf_target_mip.gurobi.log"
L3,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,3557.24,6.936,17.2705,1,14619,0,0.434907,519cb5169c7bdda943ac6f6f153bf193c12b34b5b229380e226b7918ef0e5698,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L3_c6_1_next_leaf_target_mip.gurobi.log"
L2.0,LP,"OPTIMAL",0,3549.12,1.249,3.73473,0,5983,0,0.434907,4113cd83e4bf090af620c1030279bf0663291061a261ae3f18f1549ed25b1453,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L2.0_lp.gurobi.log"
L2.1,LP,"OPTIMAL",0,3546.65,1.555,4.55546,0,6891,0,0.434907,462a75c942d0e7316a574c5d1cc06b55710af02939d51a6256f041dbdc243770,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L2.1_lp.gurobi.log"
L2,MIP,"OPTIMAL",0,3544.87,285.532,760.741,2959,730522,0,0.568207,45e493286facdac83b3b10c8a033a674a09aea0e414cd79620d24f2cae48d87e,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L2_terminal_mip.gurobi.log"
L3.0,LP,"OPTIMAL",0,3258.31,1.159,3.44354,0,5729,0,0.568207,37462f3cf73ab66c5fdfc5ce3054c4ee8df4e6d956cc480c32df430fb6afcf77,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L3.0_lp.gurobi.log"
L3.1,LP,"OPTIMAL",0,3256.07,0.767,2.2356,0,4754,0,0.568207,9d8831b04ab7832d979888ef47a0fd015d8cfd131173e0dbc0151be548257ec1,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L3.1_lp.gurobi.log"
L3,MIP,"INFEASIBLE",0,3255.08,29.305,57.1659,3,33805,0,0.568207,519cb5169c7bdda943ac6f6f153bf193c12b34b5b229380e226b7918ef0e5698,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s\external\native_logs\L3_terminal_mip.gurobi.log"
