file,instance_name,method,status,objective,lower_bound,upper_bound,gap,runtime_seconds,time_budget_seconds,actual_runtime_seconds,nodes,cplex_threads,mip_threads,solver_thread_policy,thread_fairness_class,verifier_passed
results\gf_compact_bc_lowgini_round\raw\generated_diag_V12_M1_low_gini_hard_seed7101_plain_cplex_300s.json,diag_V12_M1_low_gini_hard_seed7101.txt,cplex,optimal,0.0280241198263,0.0280241198263,0.0280241198263,0,158.0153234,300,158.0153234,84509,1,1,plain_cplex_single_thread,one_thread_fair,True
results\gf_compact_bc_lowgini_round\raw\generated_diag_V12_M2_tight_cutoff_hard_seed7102_plain_cplex_300s.json,diag_V12_M2_tight_cutoff_hard_seed7102.txt,cplex,optimal,1.65777317757,1.65777317757,1.65777317757,0,32.3670161,300,32.3670161,4617,1,1,plain_cplex_single_thread,one_thread_fair,True
results\gf_compact_bc_lowgini_round\raw\generated_diag_V16_M2_balanced_fractional_seed7103_plain_cplex_300s.json,diag_V16_M2_balanced_fractional_seed7103.txt,cplex,optimal,0,0,0,0,3.5477903,300,3.5477903,1021,1,1,plain_cplex_single_thread,one_thread_fair,True
results\gf_compact_bc_lowgini_round\raw\generated_diag_V20_M2_high_transfer_seed7104_plain_cplex_300s.json,diag_V20_M2_high_transfer_seed7104.txt,cplex,not_certified,0.587729784017,0.4022112442,0.587729784017,0.315652779325,300.26776,300,300.26776,39310,1,1,plain_cplex_single_thread,one_thread_fair,True
results\gf_compact_bc_lowgini_round\raw\generated_diag_V20_M3_dense_duration_seed7105_plain_cplex_300s.json,diag_V20_M3_dense_duration_seed7105.txt,cplex,not_certified,0.168756292672,0.015588525392,0.168756292672,0.907626997813,300.0933622,300,300.0933622,14411,1,1,plain_cplex_single_thread,one_thread_fair,True
