leaf,variant,budget_seconds,json_path,status,solver_status,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,nodes,best_bound,incumbent,thread_fairness_class,compact_bc_solver_threads,cut_counts,domains_tightened,variable_s_rows,s_range_rows,s_range_certificate_valid,sp_mccormick_rows,sp_estimator_rows,sp_paper_safe,s_global_L,s_global_U,p_lb,objective_estimator_rows,direct_gini_cap_rows,low_gini_centering_rows,diagnostic_only
low_gini_1,s_range_refinement,60,results\gf_compact_bc_lowgini_round\raw\interval_moderate_low_gini_1_s_range_refinement_60s.json,interval_closed,infeasible,0.0491525526647,0.0491525526647,0.0,0.0,0.560119,0,0,0,one_thread_fair,1,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=4;sp_product_estimator=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=33,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,1,2,False,4,1,True,3.24074074074,29.9501813302,0,1,1,41,True
low_gini_1,s_range_refinement,300,results\gf_compact_bc_lowgini_round\raw\interval_moderate_low_gini_1_s_range_refinement_300s.json,interval_closed,infeasible,0.0491525526647,0.0491525526647,0.0,0.0,0.5529309,0,0,0,one_thread_fair,1,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=4;sp_product_estimator=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=33,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,1,2,False,4,1,True,3.24074074074,29.9501813302,0,1,1,41,True
low_gini_2,s_range_refinement,60,results\gf_compact_bc_lowgini_round\raw\interval_moderate_low_gini_2_s_range_refinement_60s.json,interval_closed,infeasible,0.0491525526647,0.0491525526647,0.0,0.0,0.5427109,0,0,0,one_thread_fair,1,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=4;sp_product_estimator=1;gini_spread=190;required_movement=5;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=21,penalty_domains=17;movement_reachability=4;domain_width_before=684;domain_width_after=518,1,2,False,4,1,True,4.6455026455,28.7993876794,0,1,1,41,True
low_gini_2,s_range_refinement,300,results\gf_compact_bc_lowgini_round\raw\interval_moderate_low_gini_2_s_range_refinement_300s.json,interval_closed,infeasible,0.0491525526647,0.0491525526647,0.0,0.0,0.5352572,0,0,0,one_thread_fair,1,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=4;sp_product_estimator=1;gini_spread=190;required_movement=5;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=21,penalty_domains=17;movement_reachability=4;domain_width_before=684;domain_width_after=518,1,2,False,4,1,True,4.6455026455,28.7993876794,0,1,1,41,True
