number,id,arm,leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
18,full_micro,off,L0,LP,OPTIMAL,0,16.9792287,0.00099992752075195312,0.00040544452377261114,0,16,0,0.00042715100000000002,b2d461875388c98d3f77dce36f05880354071247b4536aec41dfd914eb5c6808,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round64\results\gf_shared_load_time_round64\local_raw\full_micro_v2\full_micro\off\external\native_logs\L0_lp.gurobi.log
18,full_micro,off,L0.0,LP,OPTIMAL,0,16.966659499999999,0.00099992752075195312,0.00040932067243755352,0,18,0,0.00048821200000000002,dbeabbbfcc76a076f43339294ac2939879f5805d3a819f506f45e1092c0e713d,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round64\results\gf_shared_load_time_round64\local_raw\full_micro_v2\full_micro\off\external\native_logs\L0.0_lp.gurobi.log
18,full_micro,off,L0.1,LP,OPTIMAL,0,16.955229500000002,0.00099992752075195312,0.00038539162493023181,0,13,0,0.00055290000000000005,9d1c0deba2a335cc5a53125fd129ea1c2f97bd95a9c4c6fb827bebb83572c18e,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round64\results\gf_shared_load_time_round64\local_raw\full_micro_v2\full_micro\off\external\native_logs\L0.1_lp.gurobi.log
18,full_micro,off,L0,CHILD_BOUND_TARGET_MIP,INTERRUPTED,0,16.947685499999999,0.0020000934600830078,0.0005441229127906977,0,0,0,0.002019014,b2d461875388c98d3f77dce36f05880354071247b4536aec41dfd914eb5c6808,1,0,not_requested,E:\codes\ExactEBRP-round64\results\gf_shared_load_time_round64\local_raw\full_micro_v2\full_micro\off\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log
18,full_micro,off,L0,MIP,OPTIMAL,0,16.9408219,0,0.00017888981250000009,0,0,0,0.002019014,b2d461875388c98d3f77dce36f05880354071247b4536aec41dfd914eb5c6808,1,0,not_requested,E:\codes\ExactEBRP-round64\results\gf_shared_load_time_round64\local_raw\full_micro_v2\full_micro\off\external\native_logs\L0_terminal_mip.gurobi.log
19,full_micro,joint,L0,LP,OPTIMAL,0,16.975302299999999,0.00099992752075195312,0.00043967334358598135,0,16,0,0.00044207799999999999,0a99e53dc470af37aeeb21294d243588ab41aadf552e3e3d10773dab41f098c6,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round64\results\gf_shared_load_time_round64\local_raw\full_micro_v2\full_micro\joint\external\native_logs\L0_lp.gurobi.log
19,full_micro,joint,L0.0,LP,OPTIMAL,0,16.954255,0.00099992752075195312,0.00044319931352676095,0,18,0,0.00050887999999999997,c481c8f604be1b6896e0bf6130fc29a69790bf291e23b28804136e7bccca3855,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round64\results\gf_shared_load_time_round64\local_raw\full_micro_v2\full_micro\joint\external\native_logs\L0.0_lp.gurobi.log
19,full_micro,joint,L0.1,LP,OPTIMAL,0,16.934244199999998,0.00099992752075195312,0.00042149808439852053,0,13,0,0.00057969,578edfb54db2fa952c5a43fb34669f12ecf3cc285fa213fd825cba109c04a9db,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round64\results\gf_shared_load_time_round64\local_raw\full_micro_v2\full_micro\joint\external\native_logs\L0.1_lp.gurobi.log
19,full_micro,joint,L0,CHILD_BOUND_TARGET_MIP,INTERRUPTED,0,16.927675799999999,0.0019998550415039062,0.00060334085529487394,0,0,0,0.0020458920000000001,0a99e53dc470af37aeeb21294d243588ab41aadf552e3e3d10773dab41f098c6,1,0,not_requested,E:\codes\ExactEBRP-round64\results\gf_shared_load_time_round64\local_raw\full_micro_v2\full_micro\joint\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log
19,full_micro,joint,L0,MIP,OPTIMAL,0,16.921490200000001,0.0010001659393310547,0.00019482981250000007,0,0,0,0.0020458920000000001,0a99e53dc470af37aeeb21294d243588ab41aadf552e3e3d10773dab41f098c6,1,0,not_requested,E:\codes\ExactEBRP-round64\results\gf_shared_load_time_round64\local_raw\full_micro_v2\full_micro\joint\external\native_logs\L0_terminal_mip.gurobi.log
