number,id,arm,compact_fingerprint,original_domain_lifecycle_verified,bound_source,native_bound,original_incumbent_verified,default_heuristics_preserved,strict_certificate,legacy_model_correctness_field
47,C2,P-GRB,51964193,True,Gurobi_ObjBoundC,0.7865231625220372,True,True,False,not_evaluated
49,D7,P-GRB,-373258443,True,Gurobi_ObjBoundC,0.1972864787145512,True,True,False,not_evaluated
