charged,number,id,stage,arm,cap,wall,returncode,watchdog,within_budget,exe_sha256,performance_eligible,performance_exclusion_reason,optimizer_calls,backend_attempts,build_freeze,kind,shared_mode,startup,status,objective,lower_bound,upper_bound,gap,strict_certified_original_problem,round62_external_stop_requested,round62_external_certificate,round62_control_upper_bound,round62_archive_upper_bound,round62_archive_construction_seconds,external_gini_tree_optimize_count,external_gini_tree_lp_optimize_count,round62_archive_evidence_persisted,external_gini_tree_backend_parameter_roundtrip_valid,external_gini_tree_partial_mip_optimize_count,external_gini_tree_terminal_mip_optimize_count,external_gini_tree_final_leaf_count,external_gini_tree_open_leaf_count,external_gini_tree_split_count,external_gini_tree_cumulative_work,external_gini_tree_model_build_seconds,absolute_gap,gap_source,scope,fixed_interval_certificate,native_status,work,nodes,model_build_seconds,root_relaxation_bound,final_root_cut_bound,root_work,root_time_seconds,rows,columns,nonzeros,native_statuses,parameter_readback,initial_upper_bound,heuristic_seconds
False,,D3,preflight,off,120,0.20399999991059303,0,False,True,dc597a8dc48bc5e90240576cb642295840e12171442e8a17001a02176931c150,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight,q,120,0.07799999974668026,2,False,True,dc597a8dc48bc5e90240576cb642295840e12171442e8a17001a02176931c150,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v1,off,120,0.17199999978765845,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v1,q,120,0.10999999986961484,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v1,t,120,0.10999999986961484,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v1,sep,120,0.125,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v1,joint,120,0.125,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v1,off,120,0.0940000000409782,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v1,q,120,0.10999999986961484,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v1,t,120,0.10900000017136335,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v1,sep,120,0.10900000017136335,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v1,joint,120,0.125,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D6,preflight_v1,off,120,0.39000000013038516,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D6,preflight_v1,q,120,0.4380000000819564,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D6,preflight_v1,t,120,0.42200000025331974,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D6,preflight_v1,sep,120,0.48400000017136335,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D6,preflight_v1,joint,120,0.48499999986961484,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,preflight_v1,off,120,1.2659999998286366,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,preflight_v1,q,120,1.4219999997876585,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,preflight_v1,t,120,1.4369999999180436,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,preflight_v1,sep,120,1.5940000000409782,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,preflight_v1,joint,120,1.6559999999590218,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C2,preflight_v1,off,120,0.14100000029429793,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C2,preflight_v1,q,120,0.15700000012293458,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C2,preflight_v1,t,120,0.17199999978765845,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C2,preflight_v1,sep,120,0.1880000000819564,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C2,preflight_v1,joint,120,0.17199999978765845,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C3,preflight_v1,off,120,0.29699999978765845,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C3,preflight_v1,q,120,0.3440000000409782,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C3,preflight_v1,t,120,0.35899999970570207,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C3,preflight_v1,sep,120,0.39100000029429793,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C3,preflight_v1,joint,120,0.39000000013038516,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C5,preflight_v1,off,120,1.2650000001303852,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C5,preflight_v1,q,120,1.4059999999590218,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C5,preflight_v1,t,120,1.4529999997466803,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C5,preflight_v1,sep,120,1.5940000000409782,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C5,preflight_v1,joint,120,1.6409999998286366,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,1,resource_micro,micro_v1,five-LP-and-pinned-controls,20,0.26500000013038516,0,False,True,a155d7e2c007d18a1456af5c927a6da49db7a016ac62292b81541489f2ee118d,False,,7,7,build_freeze_v1.json,native-micro,off,verified-empty-routes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,2,D3,strength_v1,five-LP-and-pinned-controls,120,0.5150000001303852,0,False,True,a155d7e2c007d18a1456af5c927a6da49db7a016ac62292b81541489f2ee118d,False,,7,7,build_freeze_v1.json,LP,off,verified-empty-routes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,3,D4,strength_v1,five-LP-and-pinned-controls,120,0.9690000000409782,0,False,True,a155d7e2c007d18a1456af5c927a6da49db7a016ac62292b81541489f2ee118d,False,,7,7,build_freeze_v1.json,LP,off,verified-empty-routes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,4,D6,strength_v1,five-LP-and-pinned-controls,120,4.765999999828637,0,False,True,a155d7e2c007d18a1456af5c927a6da49db7a016ac62292b81541489f2ee118d,False,,7,7,build_freeze_v1.json,LP,off,verified-empty-routes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,5,D7,strength_v1,five-LP-and-pinned-controls,120,43.90599999995902,0,False,True,a155d7e2c007d18a1456af5c927a6da49db7a016ac62292b81541489f2ee118d,False,,7,7,build_freeze_v1.json,LP,off,verified-empty-routes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,6,D4,screen_v1,off,120,89.68800000008196,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,1,1,build_freeze_v1.json,performance,off,verified-empty-routes,exact,0.506343307565206,0.5063433072459947,0.506343307565206,6.304244733733646e-10,,,,,,,,,,,,,,,,,,3.1921121301792255e-10,reported,fixed_F0_improving_domain,True,OPTIMAL,140.87267731766892,19132,0.0348781,0.1078381,0.36524073389288925,3.070536170950688,2.1464589,4136,1404,19373,,,,
True,7,D4,screen_v1,q,120,91.625,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,1,1,build_freeze_v1.json,performance,q,verified-empty-routes,exact,0.506343307565206,0.5063433075652057,0.506343307565206,4.3852580177814796e-16,,,,,,,,,,,,,,,,,,2.220446049250313e-16,reported,fixed_F0_improving_domain,True,OPTIMAL,147.9973865212372,14648,0.0438318,0.1189913,0.3931858561789418,4.6690274264481975,3.1802847,4640,1836,21605,,,,
True,8,D4,screen_v1,t,120,118.0789999999106,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,1,1,build_freeze_v1.json,performance,t,verified-empty-routes,capped,0.506343307565206,0.4833956429835703,0.506343307565206,0.04532036710820061,,,,,,,,,,,,,,,,,,0.022947664581635663,reported,fixed_F0_improving_domain,False,TIME_LIMIT,181.33422537309193,21000,0.0450453,0.3019723,0.38807466246774147,6.80227656763945,4.4212073,4604,1836,21533,,,,
True,9,D4,screen_v1,sep,120,90.67199999978766,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,1,1,build_freeze_v1.json,performance,sep,verified-empty-routes,exact,0.506343307565206,0.5063433019000385,0.506343307565206,1.1188392068433836e-08,,,,,,,,,,,,,,,,,,5.665167446267105e-09,reported,fixed_F0_improving_domain,True,OPTIMAL,144.38138471814432,15889,0.0559641,0.3412508,0.4090584613405741,6.787283438937174,4.6720263,5144,2268,24233,,,,
True,10,D4,screen_v1,joint,120,118.09299999987707,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,1,1,build_freeze_v1.json,performance,joint,verified-empty-routes,capped,0.506343307565206,0.4824212454213993,0.506343307565206,0.04724474834838419,,,,,,,,,,,,,,,,,,0.023922062143806655,reported,fixed_F0_improving_domain,False,TIME_LIMIT,195.64086886442635,11792,0.0552496,0.3512835,0.40994263614261417,13.301710938138354,8.2730048,5576,2268,25097,,,,
True,11,D7,screen_v1,off,120,118.43800000008196,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,1,1,build_freeze_v1.json,performance,off,verified-empty-routes,capped,0.6712367708118434,0.1950760955582813,0.6712367708118434,0.7093781150839787,,,,,,,,,,,,,,,,,,0.4761606752535621,reported,fixed_F0_improving_domain,False,TIME_LIMIT,286.6039160490719,1,1.1691555,0.1751432,0.1950760955582813,286.6039160490719,116.7938424,103581,23563,716883,,,,
True,12,D7,screen_v1,q,120,118.48400000017136,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,1,1,build_freeze_v1.json,performance,q,verified-empty-routes,capped,0.2844864934664264,0.19592290377693042,0.2844864934664264,0.31131034943122105,,,,,,,,,,,,,,,,,,0.08856358968949599,reported,fixed_F0_improving_domain,False,TIME_LIMIT,265.8621757236898,1,1.3130828,0.1924109,0.19592290377693042,265.8621757236898,116.6474722,113981,33563,767283,,,,
True,13,D7,screen_v1,t,120,118.48400000017136,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,1,1,build_freeze_v1.json,performance,t,verified-empty-routes,capped,0.3650270765535112,0.19550134131574382,0.3650270765535112,0.46441961741135585,,,,,,,,,,,,,,,,,,0.16952573523776737,reported,fixed_F0_improving_domain,False,TIME_LIMIT,269.15052109641084,1,1.3407464,0.1924109,0.19550134131574382,173.81788811098053,74.4398887,113781,33563,766883,,,,
True,14,D7,screen_v1,sep,120,118.53099999995902,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,1,1,build_freeze_v1.json,performance,sep,verified-empty-routes,capped,0.4090077565916699,0.19241094211262166,0.4090077565916699,0.529566520410238,,,,,,,,,,,,,,,,,,0.21659681447904822,reported,fixed_F0_improving_domain,False,TIME_LIMIT,260.0390126703232,1,1.4737101,0.1924109,0.19241094211262166,260.0390126703232,116.4870844,124381,43563,827483,,,,
True,15,D7,screen_v1,joint,120,118.54699999978766,0,False,True,993b2010b40b40a6a77b692f155fdd42e24f3ddbf75982f019e8d1ad9d869775,True,,1,1,build_freeze_v1.json,performance,joint,verified-empty-routes,capped,0.34553231028141274,0.19241094211262189,0.34553231028141274,0.4431463096579415,,,,,,,,,,,,,,,,,,0.15312136816879085,reported,fixed_F0_improving_domain,False,TIME_LIMIT,255.47588342226052,1,1.5165236,0.1924109,0.19241094211262189,255.47588342226052,116.4435908,134381,43563,847483,,,,
True,16,D4,projection_v2,SEP-JOINT-Farkas,120,0.0940000000409782,0,False,True,ba48acd49b9a597daf8d5a5edd87a6699a00e8549dfcfc47dca28515de5638b5,False,,2,2,build_freeze_v2.json,LP-audit,off,verified-empty-routes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,17,D7,projection_v2,SEP-JOINT-Farkas,120,0.7659999998286366,0,False,True,ba48acd49b9a597daf8d5a5edd87a6699a00e8549dfcfc47dca28515de5638b5,False,,2,2,build_freeze_v2.json,LP-audit,off,verified-empty-routes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,18,full_micro,full_micro_v2,off,20,0.25,0,False,True,80c96aa3e44e7a49defe84d990aef7bf457e7b6da8e7b80e6fc3ba9dd4fcc181,False,,5,5,build_freeze_v2.json,native-micro,off,verified-empty-routes,optimal,0.20833333333333331,0.20833333333333334,0.20833333333333331,0,True,False,False,0.20833333333333331,0.20833333333333331,0,5,3,False,True,1,1,1,0,0,,0.0186297,-2.7755575615628914e-17,reported,full_original_problem,,,0.0019231695464310943,0.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,9.8e-06
True,19,full_micro,full_micro_v2,joint,20,0.125,0,False,True,80c96aa3e44e7a49defe84d990aef7bf457e7b6da8e7b80e6fc3ba9dd4fcc181,False,,5,5,build_freeze_v2.json,native-micro,joint,verified-empty-routes,optimal,0.20833333333333331,0.20833333333333334,0.20833333333333331,0,True,False,False,0.20833333333333331,0.20833333333333331,0,5,3,False,True,1,1,1,0,0,,0.0406589,-2.7755575615628914e-17,reported,full_original_problem,,,0.002102541409306137,0.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,6.1e-06
True,20,warm_micro,warm_micro_v3,warm-joint,20,0.625,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,False,,18,18,build_freeze_v3.json,native-micro,joint,HGA-current-process,optimal,0.20833333333333331,0.20833333333333331,0.20833333333333331,0,True,False,False,0.20833333333333331,0.20833333333333331,0,18,17,False,True,0,1,9,0,8,,0.2549386,0.0,reported,full_original_problem,,,0.004438197461293385,0.0,,,,,,,,,LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:INFEASIBLE|LP:INFEASIBLE|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.20833333333333331,0.0640714
