number,id,arm,path,F,G,P,stations,pickup,drop,maximum_duration,original_T_feasible
26,D7,warm-q,results\gf_shared_load_time_round64\local_raw\warm_dev_v3\D7\warm-q\external\initial_witness.json,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
26,D7,warm-q,results\gf_shared_load_time_round64\local_raw\warm_dev_v3\D7\warm-q\result.json,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
27,D7,warm-sep,results\gf_shared_load_time_round64\local_raw\warm_dev_v3\D7\warm-sep\external\initial_witness.json,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
27,D7,warm-sep,results\gf_shared_load_time_round64\local_raw\warm_dev_v3\D7\warm-sep\result.json,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
28,D7,warm-joint,results\gf_shared_load_time_round64\local_raw\warm_dev_v3\D7\warm-joint\external\initial_witness.json,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
28,D7,warm-joint,results\gf_shared_load_time_round64\local_raw\warm_dev_v3\D7\warm-joint\result.json,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
31,D4,q,results\gf_shared_load_time_round64\local_raw\qcap_screen_v4\D4\q\native_witness.json,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
32,D4,qcap,results\gf_shared_load_time_round64\local_raw\qcap_screen_v4\D4\qcap\native_witness.json,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
33,D3,warm-off,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-off\external\initial_witness.json,0.04946868261441946,0.025652504205328552,0.1587745227272727,10,29,29,2800.490870947145,True
33,D3,warm-off,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-off\result.json,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2784.780856205036,True
34,D3,warm-joint,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-joint\external\initial_witness.json,0.04946868261441946,0.025652504205328552,0.1587745227272727,10,29,29,2800.490870947145,True
34,D3,warm-joint,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-joint\result.json,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2784.780856205036,True
35,D4,warm-off,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D4\warm-off\external\initial_witness.json,0.506422789224163,0.1810788634566511,2.168959505116746,8,29,29,2366.030638810974,True
35,D4,warm-off,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D4\warm-off\result.json,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
36,D4,warm-joint,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D4\warm-joint\external\initial_witness.json,0.506422789224163,0.1810788634566511,2.168959505116746,8,29,29,2366.030638810974,True
36,D4,warm-joint,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D4\warm-joint\result.json,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
37,C3,warm-off,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C3\warm-off\external\initial_witness.json,0.8142420757383567,0.17061966447961555,4.290816075058275,12,20,19,1794.0812252063472,True
37,C3,warm-off,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C3\warm-off\result.json,0.8142420757383567,0.17061966447961555,4.290816075058275,12,20,19,1794.0812252063472,True
38,C3,warm-joint,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C3\warm-joint\external\initial_witness.json,0.8142420757383567,0.17061966447961555,4.290816075058275,12,20,19,1794.0812252063472,True
38,C3,warm-joint,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C3\warm-joint\result.json,0.8142420757383567,0.17061966447961555,4.290816075058275,12,20,19,1794.0812252063472,True
39,C5,warm-off,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C5\warm-off\external\initial_witness.json,0.0,0.0,0.0,50,225,150,17222.582857437577,True
39,C5,warm-off,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C5\warm-off\result.json,0.0,0.0,0.0,50,225,150,17222.582857437577,True
40,C5,warm-joint,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C5\warm-joint\external\initial_witness.json,0.0,0.0,0.0,50,225,150,17222.582857437577,True
40,C5,warm-joint,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C5\warm-joint\result.json,0.0,0.0,0.0,50,225,150,17222.582857437577,True
41,C5,cold-off,results\gf_shared_load_time_round64\local_raw\cold_long_v3\C5\cold-off\external\initial_witness.json,1.932558668914593,0.2873211126383692,10.968250375174826,0,0,0,0.0,True
41,C5,cold-off,results\gf_shared_load_time_round64\local_raw\cold_long_v3\C5\cold-off\result.json,0.0,0.0,0.0,50,225,150,17956.919102623026,True
42,C5,cold-joint,results\gf_shared_load_time_round64\local_raw\cold_long_v3\C5\cold-joint\external\initial_witness.json,1.932558668914593,0.2873211126383692,10.968250375174826,0,0,0,0.0,True
42,C5,cold-joint,results\gf_shared_load_time_round64\local_raw\cold_long_v3\C5\cold-joint\result.json,0.0,0.0,0.0,50,225,150,17714.513155535315,True
43,D7,cold-off,results\gf_shared_load_time_round64\local_raw\cold_long_v3\D7\cold-off\external\initial_witness.json,1.5423858798368395,0.3769173156092946,7.769790428183632,0,0,0,0.0,True
43,D7,cold-off,results\gf_shared_load_time_round64\local_raw\cold_long_v3\D7\cold-off\result.json,0.276066509431013,0.09546017193268577,1.2040422499888483,50,219,219,17876.093358609207,True
44,D7,cold-joint,results\gf_shared_load_time_round64\local_raw\cold_long_v3\D7\cold-joint\external\initial_witness.json,1.5423858798368395,0.3769173156092946,7.769790428183632,0,0,0,0.0,True
44,D7,cold-joint,results\gf_shared_load_time_round64\local_raw\cold_long_v3\D7\cold-joint\result.json,0.26547702332085665,0.09936831454464579,1.107391391841406,47,215,215,17834.184282110444,True
