interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason
0,0,0.0122881381662,0,0.0491525526647,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,60.000925,gamma_floor,gamma_floor,fixed,,,,0,0,0,
1,0.0122881381662,0.0245762763324,0.0122881381662,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,59.1031248,gamma_floor,gamma_floor,fixed,,,,0,0,0,
2,0.0245762763324,0.0368644144986,0.0245762763324,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,58.5844274,gamma_floor,gamma_floor,fixed,,,,0,0,0,
3,0.0368644144986,0.0491525526647,0.0368644144986,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,58.3459924,gamma_floor,gamma_floor,fixed,,,,0,0,0,
4,0,0.00614406908309,0.0491525526647,0.0491525526647,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,10.2187296,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
5,0.00614406908309,0.0122881381662,0.00614406908309,0.0491525526647,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,59.3101134,gamma_floor,gamma_floor,fixed,,,,0,0,0,
6,0.00614406908309,0.00921610362464,0.0491525526647,0.0491525526647,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.7881405,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
7,0.00921610362464,0.0122881381662,0.00921610362464,0.0491525526647,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,59.008122,gamma_floor,gamma_floor,fixed,,,,0,0,0,
8,0.00921610362464,0.0107521208954,0.00921610362464,0.0491525526647,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,59.0335455,gamma_floor,gamma_floor,fixed,,,,0,0,0,
9,0.0107521208954,0.0122881381662,0.0107521208954,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,58.9942627,gamma_floor,gamma_floor,fixed,,,,0,0,0,
10,0.00921610362464,0.00998411226003,0.00921610362464,0.0491525526647,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,59.1573187,gamma_floor,gamma_floor,fixed,,,,0,0,0,
11,0.00998411226003,0.0107521208954,0.00998411226003,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,59.0681298,gamma_floor,gamma_floor,fixed,,,,0,0,0,
12,0.00921610362464,0.00960010794233,0.00921610362464,0.0491525526647,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,59.0279821,gamma_floor,gamma_floor,fixed,,,,0,0,0,
13,0.00960010794233,0.00998411226003,0.00960010794233,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,58.7571103,gamma_floor,gamma_floor,fixed,,,,0,0,0,
14,0.00921610362464,0.00940810578349,0.00921610362464,0.0491525526647,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,58.3522881,gamma_floor,gamma_floor,fixed,,,,0,0,0,
15,0.00940810578349,0.00960010794233,0.00940810578349,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,58.6988177,gamma_floor,gamma_floor,fixed,,,,0,0,0,
16,0.00921610362464,0.00931210470406,0.00921610362464,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,50.183028,gamma_floor,gamma_floor,fixed,,,,0,0,0,
17,0.00931210470406,0.00940810578349,0.00931210470406,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,0,gamma_floor,gamma_floor,fixed,,,,0,0,0,
