interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason
0,0,0.0268131835335,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,11.5811592,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
1,0.0268131835335,0.053626367067,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,15.164253,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
2,0.053626367067,0.0804395506005,0.053626367067,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,59.0201249,gamma_floor,gamma_floor,fixed,,,,0,0,0,
3,0.0804395506005,0.107252734134,0.0804395506005,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,57.7639561,gamma_floor,gamma_floor,fixed,,,,0,0,0,
4,0.053626367067,0.0670329588337,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.6859839,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
5,0.0670329588337,0.0804395506005,0.0670329588337,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,58.2943505,gamma_floor,gamma_floor,fixed,,,,0,0,0,
6,0.0670329588337,0.0737362547171,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.5791403,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
7,0.0737362547171,0.0804395506005,0.0737362547171,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,57.9694543,gamma_floor,gamma_floor,fixed,,,,0,0,0,
8,0.0737362547171,0.0770879026588,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.4856125,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
9,0.0770879026588,0.0804395506005,0.0770879026588,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,58.0736348,gamma_floor,gamma_floor,fixed,,,,0,0,0,
10,0.0770879026588,0.0787637266296,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.5031647,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
11,0.0787637266296,0.0804395506005,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,28.9850973,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
12,0.0804395506005,0.0938461423672,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.4815466,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
13,0.0938461423672,0.107252734134,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.439507,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
