event,source,generation,source_elapsed_seconds,content_sha256,duplicate,verifier_passed,published,objective,verification_seconds,reason
0,hga_initial_population_best,0,0.0024494999999999999,576fb9b04c481ae96604736564e08957e39485ec2a52210a9593b45359b85027,0,1,1,1.917126281944439,4.6e-06,published_monotone_verified_upper_bound
1,hga_initial_population_best,0,0.0024886000000000001,822fd3808a061b5718cf092670cffd3c12b58c681d26cf3c40bb57314832fd18,0,1,1,1.9109315946514442,1.9999999999999999e-06,published_monotone_verified_upper_bound
2,hga_initial_population_best,0,0.0024962999999999999,14f9ac94bb3d1b03c97ca55e882f7fb2479e595afc6862d6c188778024eb1899,0,1,1,1.8854728382284798,2.5000000000000002e-06,published_monotone_verified_upper_bound
3,hga_strict_improvement,1,0.0057140999999999997,a9e2b57461e8c6a1c74b26b45bc9b355a5c825ffd110696efc0f068936500523,0,1,1,1.8548620960751452,3.4999999999999999e-06,published_monotone_verified_upper_bound
4,hga_strict_improvement,2,0.0067467999999999998,59b127401a631e9184f7f68f44cc1782f520537c92e48ab5c2eb585440845a1f,0,1,1,1.844581495397865,5.0000000000000004e-06,published_monotone_verified_upper_bound
5,hga_strict_improvement,3,0.0081087999999999993,e80fcfbecfcdf92d60a9c19e50b2811215cdbcbc536452636c0cc6afa106ccc9,0,1,1,1.8332406698235644,2.7999999999999999e-06,published_monotone_verified_upper_bound
6,hga_strict_improvement,4,0.0108051,beb37d152cd1871fac3a1f007da1b9207b75b4100b75eb42aac6c3d564f734cd,0,1,1,1.8296098630345159,5.1000000000000003e-06,published_monotone_verified_upper_bound
7,hga_strict_improvement,5,0.0128129,2955b36b9fc65afc38acc9a6fd56051f687767e199845e0f8ed8814049500e4f,0,1,1,1.8137532298725185,2.7e-06,published_monotone_verified_upper_bound
8,hga_strict_improvement,6,0.0158365,0ac66124e8ef268a05cabb4da8e4d39c13aeea6aca44632cd1be0c277031bc37,0,1,1,1.811732173053761,5.4999999999999999e-06,published_monotone_verified_upper_bound
9,hga_strict_improvement,7,0.017505699999999999,ae906d0ea7cc9fa1fc05749215bf4aa1587b48b67551a37f771f90508d7b9427,0,1,1,1.7988822898077048,6.3999999999999997e-06,published_monotone_verified_upper_bound
10,hga_strict_improvement,13,0.0273557,b49a59459820ce9eac68842848d5ab9d0fa78299d1ac6cc93deab792b77abe07,0,1,1,1.787532102630851,7.1999999999999997e-06,published_monotone_verified_upper_bound
11,hga_strict_improvement,15,0.031911599999999998,0445106b0b56b63ee63ce6787a1f48151bae2ed383c6c5994aec104d14b3796c,0,1,1,1.7815067158083793,3.1e-06,published_monotone_verified_upper_bound
12,hga_strict_improvement,16,0.0341044,80fc9c79b4a868d96a7d4681ef00bdd76bb5fd66ba358e73f6c024897ca8e05d,0,1,1,1.7788198871338006,5.0000000000000004e-06,published_monotone_verified_upper_bound
13,hga_strict_improvement,18,0.039251300000000003,7acae1717d1932b6ac432d1f12fefe1547dd2aad61f51eaf28d929d1cc6e50ce,0,1,1,1.7511535181046174,3.4999999999999999e-06,published_monotone_verified_upper_bound
14,hga_strict_improvement,19,0.041523499999999998,d989799370ea2e4b9b1c51ba22bdaf24f5404edf812b2262a2dbea18084bcd46,0,1,1,1.7416449532981852,2.9000000000000002e-06,published_monotone_verified_upper_bound
15,hga_strict_improvement,31,0.066068500000000002,16b38f12f492628ed73365352af5b65a4dfdb1a82b7eca2b6e0b2203622df6cc,0,1,1,1.7320473076384146,3.5999999999999998e-06,published_monotone_verified_upper_bound
16,hga_strict_improvement,35,0.072255600000000003,340c8908780c70ad7ee2267230923a24ca694c2aacc106c42aa9a1f350ac397f,0,1,1,1.7317006214738706,2.9000000000000002e-06,published_monotone_verified_upper_bound
17,hga_strict_improvement,38,0.078984499999999999,1d7230c8795d87a634323e198b958ce4552c48ab85948d79d5346070e0a2e452,0,1,1,1.7280167533302109,3.5999999999999998e-06,published_monotone_verified_upper_bound
18,hga_strict_improvement,76,0.13635920000000001,4f9b80a8c7a8a86f59683f378aa017a3349f70c11daefb8789f6368ae4315939,0,1,1,1.7276663339013694,3.7000000000000002e-06,published_monotone_verified_upper_bound
19,hga_strict_improvement,87,0.15650459999999999,1e2095c0884a7cd149dfc7355461e14d57b4453147a1a3ed344fed3155ff3e46,0,1,1,1.7246542049031079,3.8999999999999999e-06,published_monotone_verified_upper_bound
20,hga_strict_improvement,106,0.1960105,1bef464e425456cfb8c2737d00d6cf4d3af1c7c9c6e3e951b6877baa01ab22d6,0,1,1,1.6957884674456758,4.1999999999999996e-06,published_monotone_verified_upper_bound
21,hga_strict_improvement,123,0.23164380000000001,ca73c87b4e1887197da7fe44a8efbcc55d1415a5bb97c878a3f5fa8dcd1fdaeb,0,1,1,1.6935230573348528,3.9999999999999998e-06,published_monotone_verified_upper_bound
