variant_name,time_limit_seconds,interval_id,pricing_calls,pricing_time_seconds,pricing_engine,final_pricing_engine,labels_generated,labels_kept,labels_expanded,labels_pruned_duration,labels_pruned_load,labels_pruned_station,labels_pruned_support,labels_pruned_reduced_cost,dominance_prunes,operation_dp_prunes,negative_columns_found,columns_inserted,best_reduced_cost,remaining_negative_rc,closure_status
baseline_300_v12_m2_forced,300,7,1,298.719194,exact-label,exact-label,108817682,0,108817682,41645003,0,0,0,0,0,1149989833,0,0,0.0103294366883,0,not_run
