telemetry_seconds,event,leaf_id,global_lb,verified_ub
0.0249946,initialize,R,0,0.195636
0.548372,lp_complete,R,0.0987259,0.195636
0.548399,atomic_split,R,0.0987259,0.195636
1.12126,lp_complete,R.0,0.0987259,0.195636
1.12128,atomic_split,R.0,0.0987259,0.195636
1.62709,lp_complete,R.1,0.103657,0.195636
1.62712,atomic_split,R.1,0.103657,0.195636
2.35323,lp_complete,R.0.0,0.103657,0.195636
2.35326,atomic_split,R.0.0,0.103657,0.195636
2.85611,lp_complete,R.0.1,0.113908,0.195636
2.85614,atomic_split,R.0.1,0.113908,0.195636
3.20326,lp_complete,R.0.0.0,0.113908,0.195636
3.2033,atomic_split,R.0.0.0,0.113908,0.195636
3.91267,lp_complete,R.0.0.1,0.127181,0.195636
3.9127,atomic_split,R.0.0.1,0.127181,0.195636
4.27659,lp_complete,R.0.0.0.0,0.127181,0.195636
4.27662,atomic_split,R.0.0.0.0,0.127181,0.195636
4.61134,lp_complete,R.0.0.0.1,0.127951,0.195636
4.61137,atomic_split,R.0.0.0.1,0.127951,0.195636
5.08016,lp_complete,R.0.0.1.0,0.127951,0.195636
5.08019,atomic_split,R.0.0.1.0,0.127951,0.195636
5.72029,lp_complete,R.0.0.1.1,0.133151,0.195636
5.72032,atomic_split,R.0.0.1.1,0.133151,0.195636
6.11539,lp_complete,R.0.0.1.0.0,0.133151,0.195636
6.11541,atomic_split,R.0.0.1.0.0,0.133151,0.195636
6.52855,lp_complete,R.0.0.1.0.1,0.133566,0.195636
6.52858,atomic_split,R.0.0.1.0.1,0.133566,0.195636
6.85768,lp_complete,R.0.0.0.1.0,0.133566,0.195636
6.85771,atomic_split,R.0.0.0.1.0,0.133566,0.195636
7.21026,lp_complete,R.0.0.0.1.1,0.134974,0.195636
7.21028,atomic_split,R.0.0.0.1.1,0.134974,0.195636
7.78211,lp_complete,R.0.0.1.1.0,0.134974,0.195636
7.78214,atomic_split,R.0.0.1.1.0,0.134974,0.195636
8.35427,lp_complete,R.0.0.1.1.1,0.136021,0.195636
8.3543,atomic_split,R.0.0.1.1.1,0.136021,0.195636
8.89634,lp_complete,R.0.1.0,0.136021,0.195636
8.89638,atomic_split,R.0.1.0,0.136021,0.195636
9.42622,lp_complete,R.0.1.1,0.13624,0.195636
9.42633,atomic_split,R.0.1.1,0.13624,0.195636
