telemetry_seconds,event,leaf_id,global_lb,verified_ub
0.0217507,initialize,R,0,0.0192781
0.319598,lp_complete,R,0.00301644,0.0192781
0.319631,atomic_split,R,0.00301644,0.0192781
0.645969,lp_complete,R.0,0.00301644,0.0192781
0.645992,atomic_split,R.0,0.00301644,0.0192781
0.910826,lp_complete,R.1,0.00313158,0.0192781
0.910851,atomic_split,R.1,0.00313158,0.0192781
1.23729,lp_complete,R.0.0,0.00313158,0.0192781
1.23731,atomic_split,R.0.0,0.00313158,0.0192781
1.59474,lp_complete,R.0.1,0.0032094,0.0192781
1.5948,atomic_split,R.0.1,0.0032094,0.0192781
1.92964,lp_complete,R.0.0.0,0.0032094,0.0192781
1.92967,atomic_split,R.0.0.0,0.0032094,0.0192781
2.24355,lp_complete,R.0.0.1,0.00326366,0.0192781
2.24358,atomic_split,R.0.0.1,0.00326366,0.0192781
2.5373,lp_complete,R.0.0.0.0,0.00326366,0.0192781
2.53733,atomic_split,R.0.0.0.0,0.00326366,0.0192781
2.83744,lp_complete,R.0.0.0.1,0.00347235,0.0192781
2.83747,atomic_split,R.0.0.0.1,0.00347235,0.0192781
3.00258,lp_infeasible,R.0.0.0.0.0,0.00347235,0.0192781
3.30005,lp_complete,R.0.0.0.0.1,0.00378615,0.0192781
3.30008,atomic_split,R.0.0.0.0.1,0.00378615,0.0192781
3.61362,lp_complete,R.0.0.0.0.1.1,0.00378615,0.0192781
3.61365,atomic_split,R.0.0.0.0.1.1,0.00378615,0.0192781
3.91091,lp_complete,R.0.0.0.0.1.0,0.00390203,0.0192781
3.91094,atomic_split,R.0.0.0.0.1.0,0.00390203,0.0192781
4.29056,lp_complete,R.0.0.0.0.1.0.0,0.00390203,0.0192781
4.29059,atomic_split,R.0.0.0.0.1.0.0,0.00390203,0.0192781
4.60095,lp_complete,R.0.0.0.0.1.0.1,0.00394404,0.0192781
4.60098,atomic_split,R.0.0.0.0.1.0.1,0.00394404,0.0192781
4.89768,lp_complete,R.0.0.0.0.1.1.1,0.00394404,0.0192781
4.89771,atomic_split,R.0.0.0.0.1.1.1,0.00394404,0.0192781
5.19596,lp_complete,R.0.0.0.0.1.1.0,0.00396061,0.0192781
5.196,atomic_split,R.0.0.0.0.1.1.0,0.00396061,0.0192781
5.48019,lp_complete,R.0.0.0.0.1.0.0.0,0.00396061,0.0192781
5.52145,terminal_mip_complete,R.0.0.0.0.1.0.0.0,0.00396061,0.0192781
5.83632,lp_complete,R.0.0.0.0.1.0.0.1,0.00398102,0.0192781
5.87859,terminal_mip_complete,R.0.0.0.0.1.0.0.1,0.00398102,0.0192781
6.19608,lp_complete,R.0.0.0.0.1.0.1.0,0.00398102,0.0192781
6.23841,terminal_mip_complete,R.0.0.0.0.1.0.1.0,0.00398102,0.0192781
6.54894,lp_complete,R.0.0.0.0.1.0.1.1,0.00400231,0.0192781
6.58917,terminal_mip_complete,R.0.0.0.0.1.0.1.1,0.00400231,0.0192781
