source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,audit_passed,failure_count,failures,warnings
results\tgbc_migration_round\raw\v12_m1_hga_tgbc_60s.json,regen_candidate_V12_M1_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\tgbc_migration_round\raw\v12_m1_hga_tgbc_60s_v2.json,regen_candidate_V12_M1_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\tgbc_migration_round\raw\v12_m1_hga_tgbc_60s_v3.json,regen_candidate_V12_M1_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\tgbc_migration_round\raw\v12_m1_hga_tgbc_60s_v6.json,regen_candidate_V12_M1_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\tgbc_migration_round\raw\v12_m2_hga_tgbc_60s.json,regen_candidate_V12_M2_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\tgbc_migration_round\raw\v12_m2_hga_tgbc_60s_v2.json,regen_candidate_V12_M2_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\tgbc_migration_round\raw\v12_m2_hga_tgbc_60s_v3.json,regen_candidate_V12_M2_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\tgbc_migration_round\raw\v12_m2_hga_tgbc_60s_v4.json,regen_candidate_V12_M2_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\tgbc_migration_round\raw\v12_m2_hga_tgbc_60s_v5.json,regen_candidate_V12_M2_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\tgbc_migration_round\raw\v12_m2_hga_tgbc_60s_v6.json,regen_candidate_V12_M2_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\tgbc_migration_round\raw\v4_hga_tgbc.json,gcap_smoke_V4_M1.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\tgbc_migration_round\raw\v4_hga_tgbc_v6.json,gcap_smoke_V4_M1.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
