instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
regen_candidate_V12_M1_average.txt,20260626,1,hga-tgbc,deterministic_tgbc_greedy_mode_0,0.412159,0.289091,0.820454,1,6,20,14,6,"3549.15",true,0.0001265,true,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,2,hga-tgbc,deterministic_tgbc_local_mode_0,0.40275,0.263221,0.930192,1,4,22,15,7,"3525.07",true,0.000635,true,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,3,hga-tgbc,deterministic_tgbc_q_polish_mode_0,0.379831,0.261934,0.785981,1,6,21,20,1,"3575.84",true,0.0343141,true,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,4,hga-tgbc,deterministic_tgbc_greedy_mode_1,0.457872,0.315327,0.950302,1,1,26,0,26,"3573.22",true,0.0343486,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,5,hga-tgbc,deterministic_tgbc_local_mode_1,0.457872,0.315327,0.950302,1,1,26,0,26,"3573.22",true,0.0344078,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,6,hga-tgbc,deterministic_tgbc_q_polish_mode_1,0.457872,0.315327,0.950302,1,1,26,0,26,"3573.22",true,0.0348015,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,7,hga-tgbc,deterministic_tgbc_greedy_mode_2,0.39308,0.251052,0.946855,1,3,24,15,9,"3519.87",true,0.0348656,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,8,hga-tgbc,deterministic_tgbc_local_mode_2,0.39308,0.251052,0.946855,1,3,24,15,9,"3519.87",true,0.0365972,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,9,hga-tgbc,deterministic_tgbc_q_polish_mode_2,0.384421,0.244332,0.933927,1,3,24,16,8,"3552.98",true,0.0410858,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,10,hga-tgbc,tgbc_pair_seed_mode_0,0.386624,0.247698,0.926171,1,3,24,14,10,"3521.45",true,0.0419178,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,11,hga-tgbc,tgbc_pair_beam_seed_mode_0,0.375578,0.251648,0.8262,1,4,23,23,0,"3591.37",true,0.0699556,true,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,12,hga-tgbc,tgbc_quantity_beam_seed_mode_0,0.36206,0.224944,0.914105,1,4,20,20,0,"3526.1",true,0.113516,true,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,13,hga-tgbc,tgbc_pair_seed_guided_mode_0,0.386624,0.247698,0.926171,1,3,24,14,10,"3521.45",true,0.113908,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,14,hga-tgbc,tgbc_pair_seed_q_polish_mode_0,0.384929,0.244452,0.936513,1,3,24,16,8,"3552.98",true,0.114681,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,15,hga-tgbc,tgbc_pair_beam_guided_mode_0,0.375578,0.251648,0.8262,1,4,23,23,0,"3591.37",true,0.115248,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,16,hga-tgbc,tgbc_quantity_beam_guided_mode_0,0.36206,0.224944,0.914105,1,4,20,20,0,"3526.1",true,0.115419,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,17,hga-tgbc,tgbc_pair_beam_q_polish_mode_0,0.368459,0.250949,0.783396,1,4,23,23,0,"3521.38",true,0.117886,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,18,hga-tgbc,tgbc_quantity_beam_q_polish_mode_0,0.36206,0.224944,0.914105,1,4,20,20,0,"3526.1",true,0.118868,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,19,hga-tgbc,tgbc_pair_seed_mode_1,0.40506,0.267428,0.917552,1,2,24,16,8,"3515.19",true,0.119542,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,20,hga-tgbc,tgbc_pair_beam_seed_mode_1,0.378201,0.232812,0.969262,1,4,21,20,1,"3595.86",true,0.146131,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,21,hga-tgbc,tgbc_quantity_beam_seed_mode_1,0.36206,0.224944,0.914105,1,4,20,20,0,"3526.1",true,0.179925,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,22,hga-tgbc,tgbc_pair_seed_guided_mode_1,0.40506,0.267428,0.917552,1,2,24,16,8,"3515.19",true,0.180043,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,23,hga-tgbc,tgbc_pair_seed_q_polish_mode_1,0.402635,0.266036,0.910658,1,2,24,16,8,"3516.77",true,0.180566,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,24,hga-tgbc,tgbc_pair_beam_guided_mode_1,0.378201,0.232812,0.969262,1,4,21,20,1,"3595.86",true,0.181035,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,25,hga-tgbc,tgbc_quantity_beam_guided_mode_1,0.36206,0.224944,0.914105,1,4,20,20,0,"3526.1",true,0.181197,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,26,hga-tgbc,tgbc_pair_beam_q_polish_mode_1,0.367404,0.228306,0.92732,1,5,21,21,0,"3576.42",true,0.186167,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,27,hga-tgbc,tgbc_quantity_beam_q_polish_mode_1,0.36206,0.224944,0.914105,1,4,20,20,0,"3526.1",true,0.186997,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,28,hga-tgbc,tgbc_pair_seed_mode_2,0.40506,0.267428,0.917552,1,2,24,16,8,"3515.19",true,0.187682,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,29,hga-tgbc,tgbc_pair_beam_seed_mode_2,0.378201,0.232812,0.969262,1,4,21,20,1,"3595.86",true,0.2152,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,30,hga-tgbc,tgbc_quantity_beam_seed_mode_2,0.36206,0.224944,0.914105,1,4,20,20,0,"3526.1",true,0.249606,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,31,hga-tgbc,tgbc_pair_seed_guided_mode_2,0.40506,0.267428,0.917552,1,2,24,16,8,"3515.19",true,0.249727,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,32,hga-tgbc,tgbc_pair_seed_q_polish_mode_2,0.402635,0.266036,0.910658,1,2,24,16,8,"3516.77",true,0.250253,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,33,hga-tgbc,tgbc_pair_beam_guided_mode_2,0.378201,0.232812,0.969262,1,4,21,20,1,"3595.86",true,0.250738,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,34,hga-tgbc,tgbc_quantity_beam_guided_mode_2,0.36206,0.224944,0.914105,1,4,20,20,0,"3526.1",true,0.250919,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,35,hga-tgbc,tgbc_pair_beam_q_polish_mode_2,0.367404,0.228306,0.92732,1,5,21,21,0,"3576.42",true,0.255877,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,36,hga-tgbc,tgbc_quantity_beam_q_polish_mode_2,0.36206,0.224944,0.914105,1,4,20,20,0,"3526.1",true,0.256722,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
regen_candidate_V12_M1_average.txt,20260626,37,hga-tgbc,seeded_tgbc_random_seed_20261635,0.425111,0.301655,0.82304,1,7,15,14,1,"3509.46",true,0.256816,false,results\tgbc_migration_round\incumbents\v12_m1_hga_tgbc_60s_v6.json
