elapsed_seconds,event,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_lb_interval_id,global_min_lb_interval_range,global_min_lb_source,open_nodes,route_pool_columns_after_dominance,route_pool_best_incumbent,focused_intensification_passes,last_LB_improvement_time,last_UB_improvement_time,bound_time_seconds,master_time_seconds,pricing_time_seconds,columns,nodes
0.0001988,initial_empty_incumbent,0.493696053863,0,1,0,-1,"","seed_initial",0,0,0,0,0.0001988,0.0001988,0,0,0,0,0
0.0003482,initial_after_seed,0.493696053863,0.00515451203429,0.98955934123,8,0,"[0,0.061712]",cheap_projection_bound,0,0,0,0,0.0003482,0.0003482,0,0,0,0,0
29.0951739,interval_relaxation_0,0.493696053863,0.06615039959,0.866009867666,7,1,"[0.061712,0.123424]",cheap_projection_bound,0,0,0,0,29.0951739,0.0003482,29.0946304,0,0,0,0
58.0629889,interval_relaxation_1,0.493696053863,0.127862406323,0.741009867666,6,2,"[0.123424,0.185136]",cheap_projection_bound,0,0,0,0,58.0629889,0.0003482,58.0623898,0,0,0,0
86.6755328,interval_relaxation_2,0.493696053863,0.189574413056,0.616009867666,5,3,"[0.185136,0.246848]",cheap_projection_bound,0,0,0,0,86.6755328,0.0003482,86.6748884,0,0,0,0
122.7037554,interval_relaxation_3,0.493696053863,0.251286419788,0.491009867666,5,4,"[0.246848,0.30856]",cheap_projection_bound,0,0,0,0,122.7037554,0.0003482,122.7030774,0,0,0,0
145.6416492,interval_tree_3,0.386764365884,0.251286419788,0.350285491751,4,4,"[0.246848,0.30856]",cheap_projection_bound,0,584,0.386764365884,0,122.7037554,145.6416492,122.7030774,12.8314744,10.0943436,583,1
162.8019979,interval_relaxation_4,0.386764365884,0.29442460906,0.238749391022,4,3,"[0.185136,0.246848]",inventory_route_gini_relaxation,1,584,0.386764365884,0,162.8019979,145.6416492,139.8631166,12.8314744,10.0943436,583,1
190.8752084,interval_tree_4,0.386764365884,0.29442460906,0.238749391022,4,3,"[0.185136,0.246848]",inventory_route_gini_relaxation,1,584,0.386764365884,0,162.8019979,145.6416492,139.8631166,19.7518554,31.2351251,1166,2
190.875585,route_pool_after_candidate_4,0.386764365884,0.29442460906,0.238749391022,4,3,"[0.185136,0.246848]",inventory_route_gini_relaxation,2,584,0.386764365884,0,162.8019979,145.6416492,139.8631166,19.7518554,31.2351251,1166,2
199.6207269,interval_relaxation_5,0.386764365884,0.29442460906,0.238749391022,3,3,"[0.185136,0.246848]",inventory_route_gini_relaxation,2,584,0.386764365884,0,162.8019979,145.6416492,148.5969584,19.7518554,31.2351251,1166,2
200.0889017,interval_relaxation_6,0.386764365884,0.29442460906,0.238749391022,2,3,"[0.185136,0.246848]",inventory_route_gini_relaxation,2,584,0.386764365884,0,162.8019979,145.6416492,149.0650739,19.7518554,31.2351251,1166,2
230.0338126,adaptive_split_child_8,0.386764365884,0.34001101574,0.120883292949,1,4,"[0.246848,0.30856]",inventory_route_gini_relaxation,1,584,0.386764365884,0,230.0338126,145.6416492,179.0099114,19.7518554,31.2351251,1166,2
257.2312903,adaptive_split_child_9,0.386764365884,0.3259809019,0.157158904349,2,9,"[0.215992,0.246848]",inventory_route_gini_relaxation,2,584,0.386764365884,0,230.0338126,145.6416492,206.2073236,19.7518554,31.2351251,1166,2
282.9845358,adaptive_split_child_10,0.386764365884,0.34001101574,0.120883292949,1,4,"[0.246848,0.30856]",inventory_route_gini_relaxation,1,584,0.386764365884,0,230.0338126,145.6416492,231.9605179,19.7518554,31.2351251,1166,2
301.9996785,adaptive_split_child_11,0.386764365884,0.33898058872,0.123547517245,2,11,"[0.23142,0.246848]",inventory_route_gini_relaxation,2,584,0.386764365884,0,230.0338126,145.6416492,250.975621,19.7518554,31.2351251,1166,2
302.0009644,route_pool_before_final_summary,0.386764365884,0.33898058872,0.123547517245,2,11,"[0.23142,0.246848]",inventory_route_gini_relaxation,2,584,0.386764365884,0,230.0338126,145.6416492,250.975621,19.7518554,31.2351251,1166,2
302.0010289,final_summary,0.386764365884,0.33898058872,0.123547517245,2,11,"[0.23142,0.246848]",inventory_route_gini_relaxation,2,584,0.386764365884,0,230.0338126,145.6416492,250.975621,19.7518554,31.2351251,1166,2
