elapsed_seconds,event,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_lb_interval_id,global_min_lb_interval_range,global_min_lb_source,open_nodes,route_pool_columns_after_dominance,route_pool_best_incumbent,focused_intensification_passes,last_LB_improvement_time,last_UB_improvement_time,bound_time_seconds,master_time_seconds,pricing_time_seconds,columns,nodes
0.0001403,initial_empty_incumbent,0.493696053863,0,1,0,-1,"","seed_initial",0,0,0,0,0.0001403,0.0001403,0,0,0,0,0
0.0002815,initial_after_seed,0.493696053863,0.00515451203429,0.98955934123,8,0,"[0,0.061712]",cheap_projection_bound,0,0,0,0,0.0002815,0.0002815,0,0,0,0,0
28.8108532,interval_relaxation_0,0.493696053863,0.06615039959,0.866009867666,7,1,"[0.061712,0.123424]",cheap_projection_bound,0,0,0,0,28.8108532,0.0002815,28.8104533,0,0,0,0
57.5581323,interval_relaxation_1,0.493696053863,0.127862406323,0.741009867666,6,2,"[0.123424,0.185136]",cheap_projection_bound,0,0,0,0,57.5581323,0.0002815,57.5576923,0,0,0,0
85.8306888,interval_relaxation_2,0.493696053863,0.189574413056,0.616009867666,5,3,"[0.185136,0.246848]",cheap_projection_bound,0,0,0,0,85.8306888,0.0002815,85.8301971,0,0,0,0
121.5392872,interval_relaxation_3,0.493696053863,0.251286419788,0.491009867666,5,4,"[0.246848,0.30856]",cheap_projection_bound,0,0,0,0,121.5392872,0.0002815,121.5387325,0,0,0,0
144.7598171,interval_tree_3,0.386764365884,0.251286419788,0.350285491751,4,4,"[0.246848,0.30856]",cheap_projection_bound,0,584,0.386764365884,0,121.5392872,144.7598171,121.5387325,12.7827409,10.4252437,583,1
161.7253049,interval_relaxation_4,0.386764365884,0.29442460906,0.238749391022,4,3,"[0.185136,0.246848]",inventory_route_gini_relaxation,1,584,0.386764365884,0,161.7253049,144.7598171,138.4984445,12.7827409,10.4252437,583,1
190.1737571,interval_tree_4,0.386764365884,0.29442460906,0.238749391022,4,3,"[0.185136,0.246848]",inventory_route_gini_relaxation,1,584,0.386764365884,0,161.7253049,144.7598171,138.4984445,19.6003438,32.0429852,1166,2
190.1741287,route_pool_after_candidate_4,0.386764365884,0.29442460906,0.238749391022,4,3,"[0.185136,0.246848]",inventory_route_gini_relaxation,2,584,0.386764365884,0,161.7253049,144.7598171,138.4984445,19.6003438,32.0429852,1166,2
198.9648017,interval_relaxation_5,0.386764365884,0.29442460906,0.238749391022,3,3,"[0.185136,0.246848]",inventory_route_gini_relaxation,2,584,0.386764365884,0,161.7253049,144.7598171,147.2783716,19.6003438,32.0429852,1166,2
199.428372,interval_relaxation_6,0.386764365884,0.29442460906,0.238749391022,2,3,"[0.185136,0.246848]",inventory_route_gini_relaxation,2,584,0.386764365884,0,161.7253049,144.7598171,147.7418727,19.6003438,32.0429852,1166,2
229.4661013,adaptive_split_child_8,0.386764365884,0.34001101574,0.120883292949,1,4,"[0.246848,0.30856]",inventory_route_gini_relaxation,1,584,0.386764365884,0,229.4661013,144.7598171,177.7795049,19.6003438,32.0429852,1166,2
256.6802853,adaptive_split_child_9,0.386764365884,0.3259809019,0.157158904349,2,9,"[0.215992,0.246848]",inventory_route_gini_relaxation,2,584,0.386764365884,0,229.4661013,144.7598171,204.9936285,19.6003438,32.0429852,1166,2
282.5635045,adaptive_split_child_10,0.386764365884,0.33478231708,0.134402373613,2,10,"[0.215992,0.23142]",inventory_route_gini_relaxation,2,584,0.386764365884,0,229.4661013,144.7598171,230.8768085,19.6003438,32.0429852,1166,2
301.7140498,adaptive_split_child_11,0.386764365884,0.33478231708,0.134402373613,3,10,"[0.215992,0.23142]",inventory_route_gini_relaxation,3,584,0.386764365884,0,229.4661013,144.7598171,250.0273166,19.6003438,32.0429852,1166,2
301.7144203,route_pool_before_final_summary,0.386764365884,0.33478231708,0.134402373613,3,10,"[0.215992,0.23142]",inventory_route_gini_relaxation,3,584,0.386764365884,0,229.4661013,144.7598171,250.0273166,19.6003438,32.0429852,1166,2
301.7144858,final_summary,0.386764365884,0.33478231708,0.134402373613,3,10,"[0.215992,0.23142]",inventory_route_gini_relaxation,3,584,0.386764365884,0,229.4661013,144.7598171,250.0273166,19.6003438,32.0429852,1166,2
