interval_id,call_index,vehicle,event,pricing_engine_used,time_seconds,exact_completed,early_negative_stop,generated_columns,returned_negative_columns,route_states,operation_states,pricing_state_stop_reason,pricing_label_dominance_mode,pricing_label_dominance_exact_safe,pricing_completion_bound_mode,pricing_route_skeleton_mode,pricing_operation_dp_dominance_enabled,best_reduced_cost
7,0,aggregate,aggregate_result_json,exact-label,27.8156806,False,False,36,36,4530353,0,pricing_time_limit,safe,True,basic,standard,True,-0.00426264354879
