telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.199226,lp_complete,L0,0,0.2375,infeasible,0,1.74931,"complete_lp_relaxation"
0.610201,lp_complete,L1,0.2375,0.475,optimal,0.475,1.74931,"complete_lp_relaxation"
1.22864,atomic_split,L1,0.2375,0.475,replaced,0.475,1.74931,"child_lp_infeasible"
1.6177,lp_complete,L2,0.475,0.7125,optimal,0.7125,1.74931,"complete_lp_relaxation"
2.32405,atomic_split,L2,0.475,0.7125,replaced,0.7125,1.74931,"strict_child_lp_bound_improvement"
2.70368,lp_complete,L3,0.7125,0.95,infeasible,0.7125,1.74931,"complete_lp_relaxation"
3.42845,atomic_split,L2.0,0.475,0.59375,replaced,1.58838,1.74931,"strict_child_lp_bound_improvement"
4.20901,atomic_split,L2.0.0,0.475,0.534375,replaced,1.59551,1.74931,"strict_child_lp_bound_improvement"
4.98335,atomic_split,L2.0.0.0,0.475,0.504687,replaced,1.60156,1.74931,"strict_child_lp_bound_improvement"
5.76986,atomic_split,L2.0.0.0.1,0.489844,0.504687,replaced,1.60343,1.74931,"strict_child_lp_bound_improvement"
6.48564,atomic_split,L2.0.0.1,0.504687,0.534375,replaced,1.60464,1.74931,"strict_child_lp_bound_improvement"
7.27157,atomic_split,L2.0.0.0.1.1,0.497266,0.504687,replaced,1.60477,1.74931,"strict_child_lp_bound_improvement"
8.04511,atomic_split,L2.0.0.1.0,0.504687,0.519531,replaced,1.60526,1.74931,"strict_child_lp_bound_improvement"
8.88781,atomic_split,L2.0.0.0.1.0,0.489844,0.497266,replaced,1.60602,1.74931,"strict_child_lp_bound_improvement"
9.63464,atomic_split,L2.0.0.1.0.0,0.504687,0.512109,replaced,1.60609,1.74931,"strict_child_lp_bound_improvement"
10.4196,atomic_split,L2.0.0.0.1.1.0,0.497266,0.500977,replaced,1.60623,1.74931,"strict_child_lp_bound_improvement"
11.1945,atomic_split,L2.0.0.0.1.1.1,0.500977,0.504687,replaced,1.60668,1.74931,"strict_child_lp_bound_improvement"
11.9955,atomic_split,L2.0.0.0.1.0.1,0.493555,0.497266,replaced,1.6068,1.74931,"strict_child_lp_bound_improvement"
12.8377,atomic_split,L2.0.0.0.1.1.1.0,0.500977,0.502832,replaced,1.60684,1.74931,"strict_child_lp_bound_improvement"
13.6573,atomic_split,L2.0.0.0.1.1.0.1,0.499121,0.500977,replaced,1.60684,1.74931,"strict_child_lp_bound_improvement"
14.4242,atomic_split,L2.0.0.1.0.0.0,0.504687,0.508398,replaced,1.60702,1.74931,"strict_child_lp_bound_improvement"
15.2123,atomic_split,L2.0.0.0.1.1.1.1,0.502832,0.504687,replaced,1.60704,1.74931,"strict_child_lp_bound_improvement"
16.0837,atomic_split,L2.0.0.0.1.1.0.0,0.497266,0.499121,replaced,1.60718,1.74931,"strict_child_lp_bound_improvement"
19.4686,terminal_mip_complete,L2.0.0.0.1.1.1.0.1,0.501904,0.502832,"INFEASIBLE",1.60719,1.74931,"native_terminal_mip_infeasible"
22.2689,terminal_mip_complete,L2.0.0.0.1.1.1.0.0,0.500977,0.501904,"INFEASIBLE",1.60721,1.74931,"native_terminal_mip_infeasible"
24.5763,terminal_mip_complete,L2.0.0.0.1.1.0.1.1,0.500049,0.500977,"INFEASIBLE",1.60726,1.74931,"native_terminal_mip_infeasible"
27.1383,terminal_mip_complete,L2.0.0.0.1.1.0.1.0,0.499121,0.500049,"INFEASIBLE",1.60729,1.74931,"native_terminal_mip_infeasible"
30.2456,terminal_mip_complete,L2.0.0.0.1.1.1.1.0,0.502832,0.50376,"INFEASIBLE",1.60729,1.74931,"native_terminal_mip_infeasible"
31.0029,atomic_split,L2.0.0.1.0.0.0.0,0.504687,0.506543,replaced,1.60738,1.74931,"strict_child_lp_bound_improvement"
31.7912,atomic_split,L2.0.0.0.1.0.1.1,0.49541,0.497266,replaced,1.60739,1.74931,"strict_child_lp_bound_improvement"
34.2629,terminal_mip_complete,L2.0.0.0.1.1.0.0.1,0.498193,0.499121,"INFEASIBLE",1.60741,1.74931,"native_terminal_mip_infeasible"
37.8631,terminal_mip_complete,L2.0.0.0.1.1.1.1.1,0.50376,0.504687,"INFEASIBLE",1.60754,1.74931,"native_terminal_mip_infeasible"
