phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
1,L0,child_disjunction,0.027808113983868191,0.027891813900917641,inf,0.12971944742960761,target_reached_requeue,"INTERRUPTED",0.027988734230418803,1,0,1,0.15199995040893555,0.28999133221009449,1,"c6_child_bound_reached_parent_requeued_no_forced_split"
