decision_sequence,K0,tau,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update
1,1,0.080000000000000002,"L0","",0,0,0.12971944742960761,0.027808113983868191,0.027891813900917641,0.074703473714803806,0.12971944742960761,0.10191133344573942,0.00082130136285591955,0.46015843523334993,0.00082130136285591955,0.46015843523334993,0.00082130136285591955,0.23048986829810292,0.00018930164295771334,0.34708683982817157,9.8124514068267497e-07,"native-target",0.027891813900917641,"adaptive_mass_score_below_tau_native_target","parent_coverage_retained"
2,1,0.080000000000000002,"L0","",0,0,0.12971944742960761,0.027988734230418803,0.027891813900917641,0.074703473714803806,0.12971944742960761,0.1017307131991888,-0.00095271453873908005,0.45919996051652084,0,0.45919996051652084,0,0.22959998025826042,0,0.34843208570842987,9.8298731600396951e-07,"exact-close",,"adaptive_mass_no_strict_child_improvement","parent_coverage_retained"
