telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
3.45704,lp_complete,L0,0,0.245,optimal,0.245,1.17445,"complete_lp_relaxation"
3.45708,parent_lp_requeue,L0,0,0.245,open,0.245,1.17445,"selected_leaf_no_longer_controlling"
6.91117,lp_complete,L1,0.245,0.49,optimal,0.469471,1.17445,"complete_lp_relaxation"
6.9112,parent_lp_requeue,L1,0.245,0.49,open,0.469471,1.17445,"selected_leaf_no_longer_controlling"
12.7038,native_bound_target_reached,L0,0,0.245,open,0.49,1.17445,"c6_next_strict_frontier_bound_reached_requeue"
15.8591,lp_complete,L2,0.49,0.735,optimal,0.49397,1.17445,"complete_lp_relaxation"
15.8591,parent_lp_requeue,L2,0.49,0.735,open,0.49397,1.17445,"selected_leaf_no_longer_controlling"
25.5623,atomic_split,L0,0,0.245,replaced,0.531074,1.17445,"current_complete_child_infeasibility"
67.2241,native_bound_target_reached,L0.1,0.1225,0.245,open,0.62459,1.17445,"c6_next_strict_frontier_bound_reached_requeue"
73.9686,native_bound_target_reached,L1,0.245,0.49,open,0.626971,1.17445,"c6_next_strict_frontier_bound_reached_requeue"
84.6186,atomic_split,L0.1,0.1225,0.245,replaced,0.626971,1.17445,"current_complete_child_infeasibility"
144.264,native_bound_target_reached,L0.1.1,0.18375,0.245,open,0.636128,1.17445,"c6_next_strict_frontier_bound_reached_requeue"
