"instance","variant","method","status","objective","lower_bound","upper_bound","gap","runtime_seconds","verifier_passed","certified_original_problem","incumbent_best_source","incumbent_best_objective","incumbent_candidates_tested","incumbent_candidates_verified","route_pool_columns_exported_from_tree","route_pool_columns_exported_from_pricing","route_pool_columns_exported_from_warmstart","route_pool_columns_exported_from_integer_leaves","route_pool_columns_raw","route_pool_columns_after_dominance","route_pool_columns_dropped_by_cap","route_pool_incumbent_found","route_pool_incumbent_objective","route_pool_incumbent_verified","focused_intensification_passes","focused_intensification_intervals","focused_intensification_relax_calls","focused_intensification_tree_calls","focused_intensification_lb_before","focused_intensification_lb_after","focused_intensification_lb_improvements","focused_intensification_time_seconds","focused_intensification_stop_reason","pickup_drop_pairs_total","pickup_drop_pairs_compatible","pickup_drop_pairs_incompatible","pickup_drop_pairs_capacity_limited","pickup_drop_transfer_cap_min","pickup_drop_transfer_cap_avg","pickup_drop_transfer_cap_max","pickup_drop_transfer_cap_variables","pickup_drop_transfer_cap_constraints","unresolved_intervals","open_nodes","frontier_min_interval_lower_bound","frontier_lower_bound_source","bound_time_seconds","route_mask_time_seconds","master_time_seconds","pricing_time_seconds","cuts_added","nodes","columns","result_file","log_file","progress_log","notes"
"regen_candidate_V12_M1_average.txt","auto_incumbent_only","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.27808324973","0.368581603155","0.2455313902","67.2630649","True","False","BPC-owned portfolio","0.368581603155","8","8","0","0","0","0","8","4","0","False","0","False","0","0","0","0","","","0","0","disabled","132","132","0","0","5","0","30","132","132","1","0","0.27808324973","inventory_route_gini_relaxation","49.1322674","49.1322674","0","0","0","49127832","986769","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_auto_incumbent_only.json","results\optimization_update_round6\logs\ablation_v12_m1_average_auto_incumbent_only.log",,"parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=false, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, route_pool_incumbent=false, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=false, support_duration_pruning=true, route_mask_support_duration_pruning=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=2, frontier_column_cache=false | BPC thread policy: requested_threads=4, bpc_workers=4, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and inventory-bound CPLEX calls use one internal thread each | route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0 | auto/greedy: BPC-owned incumbent candidate greedy_mode_0 feasible=true, objective=0.412159, G=0.289091, P=0.820454 | auto/greedy: BPC-owned single-route greedy column mode=0, vehicle=0, mask=2904, pickup=20, duration=3549.15 | auto/greedy: BPC-owned incumbent candidate greedy_mode_1 feasible=true, objective=0.457872, G=0.315327, P=0.950302"
"regen_candidate_V12_M1_average.txt","focused_intensification_only","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.27808324973","0.368581603155","0.2455313902","66.6164791","True","False","BPC-owned portfolio","0.368581603155","1","1","1168","584","584","0","1169","584","0","False","0","False","0","0","0","0","","","0","1.3E-06","time_limit","132","132","0","0","5","0","30","132","132","1","1","0.27808324973","inventory_route_gini_relaxation","49.3014003","49.3014003","9.1762794","0.0027748","0","50141859","940485","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_focused_intensification_only.json","results\optimization_update_round6\logs\ablation_v12_m1_average_focused_intensification_only.log",,"parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, route_pool_incumbent=false, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=false, support_duration_pruning=true, route_mask_support_duration_pruning=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=2, frontier_column_cache=false | BPC thread policy: requested_threads=4, bpc_workers=4, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and inventory-bound CPLEX calls use one internal thread each | route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0 | BPC-owned incumbent candidate greedy_mode_0 feasible=true, objective=0.412159, G=0.289091, P=0.820454 | BPC-owned single-route greedy column mode=0, vehicle=0, mask=2904, pickup=20, duration=3549.15 | BPC-owned incumbent candidate greedy_mode_1 feasible=true, objective=0.457872, G=0.315327, P=0.950302"
"regen_candidate_V12_M1_average.txt","improved_full","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.281762943209","0.368581603155","0.235548001319","68.2963628","True","False","BPC-owned portfolio","0.368581603155","8","8","0","0","0","0","8","4","0","True","0.368581603155","True","1","1","1","0","0.188729","0.281763","1","21.4731575","time_limit","264","264","0","90","5","14.8712121212","27","264","264","1","0","0.281762943209","focused_inventory_route_gini_relaxation","50.1720218","28.6988825","0","0","0","49228516","987950","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_improved_full.json","results\optimization_update_round6\logs\ablation_v12_m1_average_improved_full.log",,"parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=2, frontier_column_cache=false | BPC thread policy: requested_threads=4, bpc_workers=4, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and inventory-bound CPLEX calls use one internal thread each | route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0 | auto/greedy: BPC-owned incumbent candidate greedy_mode_0 feasible=true, objective=0.412159, G=0.289091, P=0.820454 | auto/greedy: BPC-owned single-route greedy column mode=0, vehicle=0, mask=2904, pickup=20, duration=3549.15 | auto/greedy: BPC-owned incumbent candidate greedy_mode_1 feasible=true, objective=0.457872, G=0.315327, P=0.950302"
"regen_candidate_V12_M1_average.txt","improved_full_300s","gcap-frontier","gcap_frontier_not_closed","0.367765009974","0.281531929781","0.367765009974","0.23447875098","304.416756","True","False","compact tailored seed","0.367765009974","8","8","3337","2169","1168","0","3345","593","0","True","0.367765009974","True","2","1","2","0","0.277404;0.281532","0.281532;0.281532","1","21.5927599","no_valid_lower_bound_progress","396","396","0","135","5","14.8712121212","27","396","396","1","1","0.281531929781","focused_inventory_route_gini_relaxation","92.2282766","49.0428608","73.0955439","130.4807961","0","90641300","1692661","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_improved_full_300s.json","results\optimization_update_round6\logs\ablation_v12_m1_average_improved_full_300s.log",,"parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=2, frontier_column_cache=false | BPC thread policy: requested_threads=4, bpc_workers=4, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and inventory-bound CPLEX calls use one internal thread each | route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0 | auto/greedy: BPC-owned incumbent candidate greedy_mode_0 feasible=true, objective=0.412159, G=0.289091, P=0.820454 | auto/greedy: BPC-owned single-route greedy column mode=0, vehicle=0, mask=2904, pickup=20, duration=3549.15 | auto/greedy: BPC-owned incumbent candidate greedy_mode_1 feasible=true, objective=0.457872, G=0.315327, P=0.950302"
"regen_candidate_V12_M1_average.txt","round5_baseline","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.27808324973","0.368581603155","0.2455313902","66.5014782","True","False","BPC-owned portfolio","0.368581603155","1","1","1168","584","584","0","1169","584","0","True","0.368581603155","True","0","0","0","0","","","0","0","disabled","132","132","0","0","5","0","30","132","132","1","1","0.27808324973","inventory_route_gini_relaxation","49.227208","49.227208","9.1362919","0.0028054","0","50007808","936486","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_round5_baseline.json","results\optimization_update_round6\logs\ablation_v12_m1_average_round5_baseline.log",,"parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=false, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=false, support_duration_pruning=true, route_mask_support_duration_pruning=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=2, frontier_column_cache=false | BPC thread policy: requested_threads=4, bpc_workers=4, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and inventory-bound CPLEX calls use one internal thread each | route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0 | BPC-owned incumbent candidate greedy_mode_0 feasible=true, objective=0.412159, G=0.289091, P=0.820454 | BPC-owned single-route greedy column mode=0, vehicle=0, mask=2904, pickup=20, duration=3549.15 | BPC-owned incumbent candidate greedy_mode_1 feasible=true, objective=0.457872, G=0.315327, P=0.950302"
"regen_candidate_V12_M1_average.txt","route_pool_fixed_only","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.27808324973","0.368581603155","0.2455313902","66.2868379","True","False","BPC-owned portfolio","0.368581603155","1","1","1168","584","584","0","1169","584","0","True","0.368581603155","True","0","0","0","0","","","0","0","disabled","132","132","0","0","5","0","30","132","132","1","1","0.27808324973","inventory_route_gini_relaxation","48.9930267","48.9930267","9.1342501","0.0034875","0","50965508","956757","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_route_pool_fixed_only.json","results\optimization_update_round6\logs\ablation_v12_m1_average_route_pool_fixed_only.log",,"parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=false, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=false, support_duration_pruning=true, route_mask_support_duration_pruning=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=2, frontier_column_cache=false | BPC thread policy: requested_threads=4, bpc_workers=4, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and inventory-bound CPLEX calls use one internal thread each | route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0 | BPC-owned incumbent candidate greedy_mode_0 feasible=true, objective=0.412159, G=0.289091, P=0.820454 | BPC-owned single-route greedy column mode=0, vehicle=0, mask=2904, pickup=20, duration=3549.15 | BPC-owned incumbent candidate greedy_mode_1 feasible=true, objective=0.457872, G=0.315327, P=0.950302"
"regen_candidate_V12_M1_average.txt","transfer_cap_flow_only","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.27808324973","0.368581603155","0.2455313902","66.6310791","True","False","BPC-owned portfolio","0.368581603155","1","1","1168","584","584","0","1169","584","0","False","0","False","0","0","0","0","","","0","0","disabled","132","132","0","45","5","0","27","132","132","1","1","0.27808324973","inventory_route_gini_relaxation","49.2823896","49.2823896","9.210574","0.0028572","0","50545516","951902","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_transfer_cap_flow_only.json","results\optimization_update_round6\logs\ablation_v12_m1_average_transfer_cap_flow_only.log",,"parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=false, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, route_pool_incumbent=false, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=2, frontier_column_cache=false | BPC thread policy: requested_threads=4, bpc_workers=4, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and inventory-bound CPLEX calls use one internal thread each | route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0 | BPC-owned incumbent candidate greedy_mode_0 feasible=true, objective=0.412159, G=0.289091, P=0.820454 | BPC-owned single-route greedy column mode=0, vehicle=0, mask=2904, pickup=20, duration=3549.15 | BPC-owned incumbent candidate greedy_mode_1 feasible=true, objective=0.457872, G=0.315327, P=0.950302"
"regen_candidate_V12_M2_average.txt","auto_incumbent_only","gcap-frontier","gcap_frontier_not_closed","0.745474506024","0.58269702935","0.745474506024","0.218354182952","60.3891945","True","False","BPC-owned portfolio","0.745474506024","8","8","0","0","0","0","17","9","0","False","0","False","0","0","0","0","","","0","0","disabled","132","132","0","0","2","0","30","132","132","1","0","0.58269702935","inventory_route_gini_relaxation","42.1823893","42.1823893","0","0","0","54132957","1772830","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m2_average_auto_incumbent_only.json","results\optimization_update_round6\logs\ablation_v12_m2_average_auto_incumbent_only.log",,"parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=false, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, route_pool_incumbent=false, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=false, support_duration_pruning=true, route_mask_support_duration_pruning=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=2, frontier_column_cache=false | BPC thread policy: requested_threads=4, bpc_workers=4, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and inventory-bound CPLEX calls use one internal thread each | route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0 | auto/greedy: BPC-owned incumbent candidate greedy_mode_0 feasible=true, objective=0.837701, G=0.554782, P=1.88612 | auto/greedy: BPC-owned single-route greedy column mode=0, vehicle=0, mask=448, pickup=25, duration=3526.73 | auto/greedy: BPC-owned single-route greedy column mode=0, vehicle=1, mask=448, pickup=25, duration=3526.73"
"regen_candidate_V12_M2_average.txt","focused_intensification_only","gcap-frontier","gcap_frontier_not_closed","0.745474506024","0.585987841514","0.745474506024","0.213939797031","81.3301007","True","False","BPC-owned portfolio","0.745474506024","1","1","2010","1005","1005","0","2012","1005","0","False","0","False","1","1","1","0","0.582697","0.585988","1","22.0336712","time_limit","264","264","0","0","2","16.1742424242","30","264","264","1","1","0.585987841514","focused_inventory_route_gini_relaxation","63.9135877","41.879944","9.2590863","0.0019508","0","58586575","1458604","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m2_average_focused_intensification_only.json","results\optimization_update_round6\logs\ablation_v12_m2_average_focused_intensification_only.log",,"parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, route_pool_incumbent=false, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=false, support_duration_pruning=true, route_mask_support_duration_pruning=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=2, frontier_column_cache=false | BPC thread policy: requested_threads=4, bpc_workers=4, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and inventory-bound CPLEX calls use one internal thread each | route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0 | BPC-owned incumbent candidate greedy_mode_0 feasible=true, objective=0.837701, G=0.554782, P=1.88612 | BPC-owned single-route greedy column mode=0, vehicle=0, mask=448, pickup=25, duration=3526.73 | BPC-owned single-route greedy column mode=0, vehicle=1, mask=448, pickup=25, duration=3526.73"
"regen_candidate_V12_M2_average.txt","improved_full","gcap-frontier","gcap_frontier_not_closed","0.745474506024","0.58317349756","0.745474506024","0.217715035394","60.2755822","True","False","BPC-owned portfolio","0.745474506024","8","8","0","0","0","0","17","9","0","True","0.745474506024","True","0","0","0","0","","","0","1.3E-06","time_limit","264","264","0","70","2","14.8409090909","27","264","264","1","0","0.58317349756","inventory_route_gini_relaxation","42.0598954","42.0598954","0","0","0","52693150","1753356","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m2_average_improved_full.json","results\optimization_update_round6\logs\ablation_v12_m2_average_improved_full.log",,"parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=2, frontier_column_cache=false | BPC thread policy: requested_threads=4, bpc_workers=4, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and inventory-bound CPLEX calls use one internal thread each | route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0 | auto/greedy: BPC-owned incumbent candidate greedy_mode_0 feasible=true, objective=0.837701, G=0.554782, P=1.88612 | auto/greedy: BPC-owned single-route greedy column mode=0, vehicle=0, mask=448, pickup=25, duration=3526.73 | auto/greedy: BPC-owned single-route greedy column mode=0, vehicle=1, mask=448, pickup=25, duration=3526.73"
