"instance","variant","frontier_min_interval_lower_bound","frontier_lower_bound_source","unresolved_intervals","open_nodes","lower_bound","upper_bound","gap","result_file"
"regen_candidate_V12_M1_average.txt","auto_incumbent_only","0.27808324973","inventory_route_gini_relaxation","1","0","0.27808324973","0.368581603155","0.2455313902","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_auto_incumbent_only.json"
"regen_candidate_V12_M1_average.txt","focused_intensification_only","0.27808324973","inventory_route_gini_relaxation","1","1","0.27808324973","0.368581603155","0.2455313902","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_focused_intensification_only.json"
"regen_candidate_V12_M1_average.txt","improved_full","0.281762943209","focused_inventory_route_gini_relaxation","1","0","0.281762943209","0.368581603155","0.235548001319","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_improved_full.json"
"regen_candidate_V12_M1_average.txt","improved_full_300s","0.281531929781","focused_inventory_route_gini_relaxation","1","1","0.281531929781","0.367765009974","0.23447875098","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_improved_full_300s.json"
"regen_candidate_V12_M1_average.txt","round5_baseline","0.27808324973","inventory_route_gini_relaxation","1","1","0.27808324973","0.368581603155","0.2455313902","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_round5_baseline.json"
"regen_candidate_V12_M1_average.txt","route_pool_fixed_only","0.27808324973","inventory_route_gini_relaxation","1","1","0.27808324973","0.368581603155","0.2455313902","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_route_pool_fixed_only.json"
"regen_candidate_V12_M1_average.txt","transfer_cap_flow_only","0.27808324973","inventory_route_gini_relaxation","1","1","0.27808324973","0.368581603155","0.2455313902","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m1_average_transfer_cap_flow_only.json"
"regen_candidate_V12_M2_average.txt","auto_incumbent_only","0.58269702935","inventory_route_gini_relaxation","1","0","0.58269702935","0.745474506024","0.218354182952","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m2_average_auto_incumbent_only.json"
"regen_candidate_V12_M2_average.txt","focused_intensification_only","0.585987841514","focused_inventory_route_gini_relaxation","1","1","0.585987841514","0.745474506024","0.213939797031","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m2_average_focused_intensification_only.json"
"regen_candidate_V12_M2_average.txt","improved_full","0.58317349756","inventory_route_gini_relaxation","1","0","0.58317349756","0.745474506024","0.217715035394","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m2_average_improved_full.json"
"regen_candidate_V12_M2_average.txt","improved_full_300s","0.585987841514","focused_inventory_route_gini_relaxation","1","1","0.585987841514","0.719065249476","0.185070003118","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m2_average_improved_full_300s.json"
"regen_candidate_V12_M2_average.txt","round5_baseline","0.58302010164","inventory_route_gini_relaxation","1","1","0.58302010164","0.735318539854","0.207118996679","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m2_average_round5_baseline.json"
"regen_candidate_V12_M2_average.txt","route_pool_fixed_only","0.58269702935","inventory_route_gini_relaxation","1","1","0.58269702935","0.735318539854","0.207558360401","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m2_average_route_pool_fixed_only.json"
"regen_candidate_V12_M2_average.txt","transfer_cap_flow_only","0.58317349756","inventory_route_gini_relaxation","1","1","0.58317349756","0.745474506024","0.217715035394","E:\codes\ExactEBRP\results\optimization_update_round6\raw\ablation_v12_m2_average_transfer_cap_flow_only.json"
