time,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_LB_interval,lb_source,open_nodes,columns,bound_time_seconds,master_time_seconds,pricing_time_seconds
292.15,0.719065,0.585988,0.18507,1,1,focused_inventory_route_gini_relaxation,1,2482375,83.2815,73.1681,125.203
