time,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_LB_interval,lb_source,open_nodes,columns,bound_time_seconds,master_time_seconds,pricing_time_seconds
304.417,0.367765,0.281532,0.234479,1,1,focused_inventory_route_gini_relaxation,1,1692661,92.2283,73.0955,130.481
