round_id,comparison,panel_row_id,instance_id,V,M,scenario,round35_pattern,left_arm,right_arm,left_U_proof,right_U_proof,same_proof_incumbent,left_U_anchor,right_U_anchor,same_anchor,left_normalization_source,right_normalization_source,left_strict_certificate,right_strict_certificate,left_final_common_ub_gap,right_final_common_ub_gap,right_minus_left_final_gap,left_process_seconds,right_process_seconds,left_exact_phase_seconds,right_exact_phase_seconds,right_over_left_exact_phase_ratio,left_work,right_work,left_nodes,right_nodes,left_actual_splits,right_actual_splits,left_max_depth,right_max_depth,left_terminal_mip_calls,right_terminal_mip_calls,initial_geometry_changed,initial_lp_sequence_changed,controlling_sequence_changed,target_sequence_changed,split_sequence_changed,actual_split_decisions_changed,closure_sequence_changed,downstream_sequence_changed,pre_first_split_sequence_changed,both_arms_zero_actual_splits,trajectory_diff_despite_zero_splits,first_divergence_before_split,left_first_split_process_seconds,right_first_split_process_seconds,causal_outcome,outcome_basis,round35_expected_direction,round35_direction_match,auc_status,auc_convention,common_window_start_seconds,common_window_end_seconds,common_window_seconds,left_normalized_proof_auc,right_normalized_proof_auc,right_minus_left_proof_auc,left_normalized_gap_auc,right_normalized_gap_auc,normalization_exposure,rho_explanation_possible
36,BW-P_vs_BW-A_normalization,r36_01_V12_M1,V12_M1,12,1,v12,3_simple_ub_weaker_exact_phase_faster,BW-P,BW-A,0.3572005832084155,0.3572005832084155,True,0.3930800180051011,0.3930800180051011,True,proof,anchor,True,True,0.0,0.0,0.0,27.5810572,27.5443891,21.282535199999998,21.2350485,0.9977687479638235,34.63024290217165,34.63024290217165,3400.0,3400.0,2,2,2,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,7.7815520000000005,7.777280599999999,left_win,common_window_proof_auc,right_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,6.3201964,27.5397209,21.2195245,0.8885317724620402,0.8882791185827048,-0.00025265387933534963,0.11146822753795933,0.1117208814172947,True,False
36,BW-P_vs_BW-A_normalization,r36_02_V12_M2,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,BW-P,BW-A,0.7185040707549709,0.7185040707549709,True,0.7893423968012562,0.7893423968012562,True,proof,anchor,True,True,0.0,0.0,0.0,121.986168,121.8973977,115.06062650000001,114.9774979,0.9992775234888887,217.08507572893578,217.08507572893578,2878.0,2878.0,3,3,3,3,2,2,False,False,False,False,True,False,False,True,False,False,False,False,8.7453015,8.7540298,tie,no_material_difference,right_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,6.9362636,121.8938715,114.9576079,0.9392285312413322,0.9393205539704096,9.202272907733076e-05,0.060771468758668325,0.06067944602958937,True,False
36,BW-P_vs_BW-A_normalization,r36_03_high_imbalance_seed3202,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,BW-P,BW-A,1.7493134520506337,1.7493134520506337,True,1.7576833851330294,1.7576833851330294,True,proof,anchor,True,True,7.615945718524238e-16,7.615945718524238e-16,0.0,234.3771855,233.0861645,217.5666524,217.2137164,0.9983778028658955,408.74551643281535,408.74551643281535,3605.0,3605.0,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,nan,nan,right_win,common_window_proof_auc,left_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,16.820438,233.078648,216.25821,0.9652622110926976,0.9690271422696622,0.0037649311769646756,0.03473778890730295,0.03097285773033744,True,False
36,BW-P_vs_BW-A_normalization,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,BW-A,0.35363892908469974,0.35363892908469974,True,0.42185791230189496,0.42185791230189496,True,proof,anchor,True,True,1.9105957712405717e-14,1.9105957712405717e-14,0.0,339.1103585,339.3460681,334.0120547,334.3435997,1.000992613875262,581.4745451660148,581.4745451660148,14952.0,14952.0,0,0,0,0,2,2,False,False,False,False,False,False,False,False,False,True,False,False,nan,nan,right_win,common_window_proof_auc,left_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,5.1070658,339.1014596,333.9943938,0.831535463034658,0.8316673806436778,0.00013191760901985248,0.1684645369653417,0.16833261935632002,True,False
36,BW-P_vs_BW-A_normalization,r36_05_tight_T_seed5103,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,BW-A,0.2849628509699851,0.2849628509699851,True,0.47493373175620823,0.47493373175620823,True,proof,anchor,True,True,5.857133388337721e-16,5.857133388337721e-16,0.0,739.2262992,738.4925898,709.8106730999999,708.9372382,0.9987694818729828,1430.4033409660249,1430.4033409660249,15476.0,15476.0,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,31.6062261,31.7591016,left_win,common_window_proof_auc,left_win,True,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,29.5692131,738.4848923,708.9156792,0.9023325730925453,0.9022115669099894,-0.00012100618255593562,0.09766742690745289,0.09778843309000744,True,False
36,BW-P_vs_BW-A_normalization,r36_06_moderate_seed5301,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,BW-P,BW-A,0.16885733659692667,0.16885733659692667,True,0.24325805444040238,0.24325805444040238,True,proof,anchor,False,False,0.24759119463946438,0.24759119463946438,0.0,1785.0343334,1785.0313116,1763.7885708,1763.9320598,1.0000813527212817,3633.4015823713034,3632.097497526326,16466.0,16451.0,0,0,0,0,2,2,False,False,False,False,False,False,False,False,False,True,False,False,nan,nan,tie,no_material_difference,right_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,21.254948,1785.0274602,1763.7725122,0.6848559362929858,0.6849214181774261,6.548188444033075e-05,0.31514406370701337,0.3150785818225725,True,False
36,BW-P_vs_BW-A_normalization,r36_07_high_imbalance_seed5203,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-P,BW-A,2.3524097575828193,2.3524097575828193,True,2.3643426812899904,2.3643426812899904,True,proof,anchor,True,True,5.852197076200602e-15,5.852197076200602e-15,0.0,158.4344086,158.227039,143.91728080000001,143.77748079999998,0.9990286086617054,247.00505883848243,247.00505883848243,2785.0,2785.0,5,5,5,5,3,3,False,False,False,False,False,False,False,False,False,False,False,False,154.2791278,154.0835582,right_win,common_window_proof_auc,right_win,True,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,14.5273938,158.2230525,143.6956587,0.9524261737695922,0.9529861988004524,0.0005600250308602588,0.047573826230409316,0.04701380119954898,True,False
36,BW-P_vs_BW-A_normalization,r36_08_tight_T_seed5102,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,BW-P,BW-A,0.3623546627845846,0.3623546627845846,True,0.440522065322945,0.440522065322945,True,proof,anchor,False,False,0.09409192684069524,0.09409192684069524,0.0,1785.065416,1785.0626527,1767.3300500999999,1767.2382539999999,0.9999480594470768,3712.202999748138,3710.196717415585,25085.0,25037.0,1,1,1,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,20.9126459,21.0154887,tie,no_material_difference,right_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,17.8342416,1785.0568121,1767.2225704999998,0.894557264720609,0.8944894693664067,-6.779535420231643e-05,0.10544273527939156,0.10551053063359365,True,False
36,BW-P_vs_BW-A_normalization,r36_09_round31_sealed_moderate_V50_seed1112848618,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,5_simple_certification_or_final_gap_regression,BW-P,BW-A,0.6874838397370203,0.6874838397370203,True,0.7588125173791058,0.7588125173791058,True,proof,anchor,False,False,0.17960193265116003,0.17960193265116003,0.0,3585.1624666,3585.1558415,3428.2816188999996,3428.3775031,1.000027968589124,10522.388143394886,10533.128485782601,593.0,593.0,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,215.8678477,216.01603839999999,tie,no_material_difference,left_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,156.8908088,3585.1390019,3428.2481931,0.8170129035922012,0.8170114102280367,-1.4933641645593473e-06,0.18298709640779828,0.18298858977196278,True,False
36,BW-P_vs_BW-A_normalization,r36_10_high_imbalance_seed6202,high_imbalance_seed6202,50,3,high_imbalance,5_simple_certification_or_final_gap_regression,BW-P,BW-A,9.820664665302525,9.820664665302525,True,10.82672037080388,10.82672037080388,True,proof,anchor,False,False,0.15806489674137436,0.15806489674137436,0.0,3585.1422698,3585.1424092,3563.3923192,3563.004851,0.9998912642321441,8518.454963800314,8552.91825647243,6499.0,6543.0,0,0,0,0,1,1,False,False,True,False,False,False,False,True,True,True,True,True,nan,nan,left_win,common_window_proof_auc,left_win,True,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,22.1482103,3585.1104962,3562.9622859,0.8362328178257584,0.8359837685762714,-0.00024904924948699307,0.16376718217424163,0.16401623142372856,True,False
