round35_pattern,panel_row_id,instance_id,selection_rule,absolute_geometry_proof_auc_delta,arm,run_id,source_path,source_bytes,source_sha256,compressed_path,compressed_bytes,compressed_sha256,compression,license_sensitive_scan_passed
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,HH,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__hh__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__hh__1800s/external/paper_optimize_ledger.csv,6219,604636984515a687962db28f05e06f591170176f0cc3b5b5212717be6adabf37,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/hh/external/paper_optimize_ledger.csv.gz,1403,eeb2462a4ad0b62d6a30bd499834df4241c54968e6a600debc285e8df2c9e818,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,HH,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__hh__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__hh__1800s/external/paper_tree_events.csv,1291,b27e62122a5105e8b2545a4ac12af354a65b1799d28fb2d2f23f830b27ca3e2c,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/hh/external/paper_tree_events.csv.gz,462,a96d1ccd0637fe58fafdf281573c79a52e764559c1b276119e1312b62507b91d,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,HH,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__hh__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__hh__1800s/external/parent_child_bound_ledger.csv,515,b8667c8eab14e3f286b96d1310fcc669e3cd67a69633359c291be6f062cdf434,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/hh/external/parent_child_bound_ledger.csv.gz,222,2ffabf15184ccd7ba4a5928255530755186672a6536bd17a29169ba91fff0ad8,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,HH,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__hh__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__hh__1800s/external/split_decision_ledger.csv,595,2a3cefe37d80e1dc54973325b10462958edb2d41b99361ef98f55e618e872862,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/hh/external/split_decision_ledger.csv.gz,261,fbb3ab5103a214c03ea250d8d80250fce57010885c06b71b35b44a57a92492be,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/result.json,86430,5beacb31be5252dc261a7cc573905f6e11df01c47069830122c66df9d7356a1e,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/result.json.gz,16257,ff7cb619e28ab2ea13be23bb0a809960d275bcfe280733e3246f1fee5a9128a5,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/completion_marker.json,8037,ed85af9e5a53951fe2fcf8d6b92757c2bdf6e7586fdfaed8bde65361aa5643dc,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/completion_marker.json.gz,2313,d7f57150ac87794c9724c3f201bbe0c37f127050b457529df3c37b6f62461f87,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/artifact_manifest.csv,4687,5daf290da3da17d81a4b7952d1b0bb6acf2712a64f5edd18d8f83cf41e9e9170,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/artifact_manifest.csv.gz,2318,2d3c07b5a7981caa660c825a0c120443b6a12700d282026d2816614f25a279c8,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/heuristic_candidates.csv,757,b3fdf60f29b5075de6e3f2bb9ba661cf4c526c1da8ef3b7e80abfc0196215411,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/heuristic_candidates.csv.gz,351,12480039883199a7ad79ef6b5d804aee90693ee2547da4ca40f5018f1ed80cf1,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/process_phases.csv,3009,71537f03d2a0109c411501c29ae7e210ebce43e7f74137826a5e7a58aff82f7e,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/process_phases.csv.gz,1117,8d94a95013e303346cb5f94138ca3b54898ff96c0a7bac544a8892601e0fb2a8,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/external/initial_decomposition_ledger.csv,775,446aa7f1a6cca53c1be7f615c7e2b78f879e39cf304fde37ae7498caad551c1f,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/external/initial_decomposition_ledger.csv.gz,212,1bdbd9742daa15148f1a88abe91ab7ca4af5371651ac3d634d0e9a2276bc3213,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/external/global_bound_trace.csv,5745,8f8e5781a7f2b9293439ade858f1d7c8bcf861e9a8b5dd64209a0fd85bcfdaf9,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/external/global_bound_trace.csv.gz,1205,5c4b2005f6e9f450523e009fa4542186e9caf6a01cdde1b91b22b21cd357c729,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/external/lp_status_ledger.csv,1562,3ee183b69dd453cb25f042371c6408bdef729a48429f481769d35f2e64893693,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/external/lp_status_ledger.csv.gz,585,abc0439e4dd6758fdfe30f3ff03a980c6b0a13e3dcb3a43ae6413e7ad35704ec,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/external/native_target_ledger.csv,695,e4e1ae85fe931ab8d2d4d25f50e1b3709f4aee7f3a6843401846245cdd41c7ed,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/external/native_target_ledger.csv.gz,328,117a940f557fc9ada2fa10d4c2caf506c193eb338c8709b9175245f69b329573,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/external/paper_leaf_ledger.csv,2295,9e387732e7ac08ac56ca067acada4790d4cc557efaae6b6b91a53b062ce964a0,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/external/paper_leaf_ledger.csv.gz,592,25ef9c2d60a6099b7c5f727625cdbf9db3487247985a24c956f0e33663b7354b,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/external/paper_optimize_ledger.csv,6226,3ce97415c18ca8c042577da8327c25aaf78044ffecd7529fa2ae9275cd8bacb2,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/external/paper_optimize_ledger.csv.gz,1410,32c96847ad3a55dd15712e960132ac03242cab41de6ef3812d8945a47bc99705,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/external/paper_tree_events.csv,1289,67b78cf364faac7a53be0c90dd65d5f9715948c8926aeb206675bcf19221e500,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/external/paper_tree_events.csv.gz,460,717fdf1617fe032e812c97809532c73fb42f38424c8a10a4d73f04197b507d9f,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/external/parent_child_bound_ledger.csv,515,b8667c8eab14e3f286b96d1310fcc669e3cd67a69633359c291be6f062cdf434,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/external/parent_child_bound_ledger.csv.gz,222,2ffabf15184ccd7ba4a5928255530755186672a6536bd17a29169ba91fff0ad8,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,SS,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s/external/split_decision_ledger.csv,595,2a3cefe37d80e1dc54973325b10462958edb2d41b99361ef98f55e618e872862,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/ss/external/split_decision_ledger.csv.gz,261,fbb3ab5103a214c03ea250d8d80250fce57010885c06b71b35b44a57a92492be,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,BW-P,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_p__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_p__1800s/result.json,87424,edbc7f6e54a22d2a9d1c981211e8341702e40a2f831921609fccc32862accf47,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/bw_p/result.json.gz,16396,a5bbb7f2818dcfdb65775c0c641c81167d424f153ae339feeac34474f4dd5415,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,BW-P,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_p__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_p__1800s/completion_marker.json,8059,26b3965b3b6278462cb470d2a60a7edbf2134442af5cf23f9916eb3b221967d9,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/bw_p/completion_marker.json.gz,2319,5eab2c2fe4f26d76ee98e3223950cffe3e62ab918c72a23e2d0d6b8da74d5fc2,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,BW-P,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_p__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_p__1800s/artifact_manifest.csv,4780,078384011307b7c31dfcc44781f779bbcb88af3bee403b27c2926353bd3ae053,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/bw_p/artifact_manifest.csv.gz,2379,f5a76057f207d6666cb7f84abd388162df066cd3d8a4699894b212d0f0a8eff5,gzip_level9_mtime0,True
1_simple_ub_not_weaker_simple_faster,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,largest_absolute_HH_vs_BW-P_common_window_proof_AUC_delta,0.04626639511297465,BW-P,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_p__1800s,results/gf_incumbent_decomposition_causal_round36/runs/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_p__1800s/heuristic_candidates.csv,939,442749d26e56b291df2c5c626ac79727842a616a6716bfbff14d258ffa9c1dd8,results/gf_incumbent_decomposition_causal_round36/representative_raw/r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459/bw_p/heuristic_candidates.csv.gz,392,ba9cff49a3a32be7299bbfe97f7e7c1bd5b5bbfdb0b63bd0578f7696c39d9b14,gzip_level9_mtime0,True
