round_id,stage,validation_stage,instance_id,V,M,scenario,candidate,comparator,comparison_compatibility,source_compatibility_label,historical_source,historical_run_id,common_verified_ub,candidate_valid_lower_bound,comparator_valid_lower_bound,candidate_common_ub_gap,comparator_common_ub_gap,candidate_minus_comparator_gap,candidate_strict_certificate,comparator_strict_certificate,certificate_regression,outcome,candidate_process_seconds,comparator_process_seconds,candidate_over_comparator_process_ratio,comparator_work,comparator_nodes,wall_clock_monotonicity_claimed
36,C,qualification_1800,V12_M1,12,1,v12,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,C6-HGA-FULL,compatible,compatible,results/gf_simple_start_qualification_round35/simple_vs_hga_1800s.csv,stage1__V12_M1__c6_frozen__1800s,0.3572005832084155,0.3572005832084155,0.3572005832084145,0.0,2.797309884512809e-15,-2.797309884512809e-15,True,True,False,tie,27.6495982,29.0741841,0.9510016895022688,35.46318543974309,5867.0,False
36,C,qualification_1800,V12_M1,12,1,v12,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,C6-SIMPLE-START,compatible,round35_new_row,results/gf_simple_start_qualification_round35/round35_1800s_matrix.csv,matrix1800__V12_M1__c6_simple_start__1800s,0.3572005832084155,0.3572005832084155,0.3572005832084129,0.0,7.304086920672336e-15,-7.304086920672336e-15,True,True,False,tie,27.6495982,21.863196,1.264664059179637,32.11395731184975,2861.0,False
36,C,qualification_1800,V12_M1,12,1,v12,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,P-GRB,compatible,compatible,results/gf_simple_start_qualification_round35/simple_vs_pgrb_1800s.csv,stage1__V12_M1__p_grb__1800s,0.3572005832084155,0.3572005832084155,0.3572005832084151,0.0,1.2432488375612486e-15,-1.2432488375612486e-15,True,True,False,tie,27.6495982,35.893524,0.7703227523717092,53.573278258640755,26343.0,False
36,C,qualification_1800,V12_M2,12,2,v12,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,C6-HGA-FULL,compatible,compatible,results/gf_simple_start_qualification_round35/simple_vs_hga_1800s.csv,stage1__V12_M2__c6_frozen__1800s,0.7185040707549709,0.7185040707549709,0.7185040707549673,0.0,5.099116526108658e-15,-5.099116526108658e-15,True,True,False,tie,122.2436042,121.4852449,1.0062423984132742,219.71345731112058,2107.0,False
36,C,qualification_1800,V12_M2,12,2,v12,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,C6-SIMPLE-START,compatible,round35_new_row,results/gf_simple_start_qualification_round35/round35_1800s_matrix.csv,matrix1800__V12_M2__c6_simple_start__1800s,0.7185040707549709,0.7185040707549709,0.7185040707549679,0.0,4.172004430452538e-15,-4.172004430452538e-15,True,True,False,tie,122.2436042,82.3188105,1.485002072521444,170.13552292276773,3334.0,False
36,C,qualification_1800,V12_M2,12,2,v12,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,P-GRB,compatible,compatible,results/gf_simple_start_qualification_round35/simple_vs_pgrb_1800s.csv,stage1__V12_M2__p_grb__1800s,0.7185040707549709,0.7185040707549709,0.7185040707549712,0.0,0.0,0.0,True,True,False,tie,122.2436042,169.5604018,0.7209442942001804,282.0967431295214,85427.0,False
36,C,qualification_1800,high_imbalance_seed3202,20,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,C6-HGA-FULL,compatible,compatible,results/gf_simple_start_qualification_round35/simple_vs_hga_1800s.csv,stage1__high_imbalance_seed3202__c6_frozen__1800s,1.7493134520506337,1.7493134520506324,1.7493134520506324,7.615945718524238e-16,7.615945718524238e-16,0.0,True,True,False,tie,233.2555846,229.5991811,1.0159251591511882,408.74551643281535,3605.0,False
36,C,qualification_1800,high_imbalance_seed3202,20,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,C6-SIMPLE-START,compatible,round35_new_row,results/gf_simple_start_qualification_round35/round35_1800s_matrix.csv,matrix1800__high_imbalance_seed3202__c6_simple_start__1800s,1.7493134520506337,1.7493134520506324,1.7493134514123088,7.615945718524238e-16,3.64900268563079e-10,-3.648995069685071e-10,True,True,False,tie,233.2555846,252.8522625,0.9224975180912214,482.5561472279338,4866.0,False
36,C,qualification_1800,high_imbalance_seed3202,20,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,P-GRB,compatible,compatible,results/gf_simple_start_qualification_round35/simple_vs_pgrb_1800s.csv,stage1__high_imbalance_seed3202__p_grb__1800s,1.7493134520506337,1.7493134520506324,1.2042723575434982,7.615945718524238e-16,0.3115742886834894,-0.31157428868348863,True,False,False,candidate_win,233.2555846,1785.0744273,0.13066994912520755,3694.181423194274,35909.0,False
36,C,qualification_1800,moderate_seed3302,20,3,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,C6-HGA-FULL,compatible,compatible,results/gf_simple_start_qualification_round35/simple_vs_hga_1800s.csv,stage1__moderate_seed3302__c6_frozen__1800s,0.19563620654901237,0.15392938724208122,0.14946819954967203,0.2131855858515761,0.23598907284973325,-0.022803486998157152,False,False,False,candidate_win,1785.0454418,1785.0487769,0.9999981316476932,3631.32219237859,14556.0,False
