panel_row_id,run_id,instance_id,V,M,scenario,round35_pattern,arm,U_proof_launch,U_anchor_launch,normalization_source,initial_geometry_sha256,initial_lp_sha256,controlling_sequence_sha256,target_sequence_sha256,split_sequence_sha256,split_decision_sha256,closure_sequence_sha256,pre_first_split_sequence_sha256,downstream_sequence_sha256,actual_splits,max_depth,hashes_exclude_timing_work_nodes
r36_01_V12_M1,r36_01_V12_M1__hh__1800s,V12_M1,12,1,v12,3_simple_ub_weaker_exact_phase_faster,HH,0.3572005832084155,0.3572005832084155,proof,aba0738ed39ba609f3b68cf8d6ffe4c2e37c9a1517ca3197f40aedbcd793eb67,02de2e3f7e03d9b494f99f26fcbd7627d426d0a28e5976839d0d51511763fc96,7fdf4f769093bfe66c583f8c8615b10b502714d12f2662f6e03ffa46b296f578,71dae7e0769b6191cf71798ca004d41a5423fdaf57cff19001fb35c845fc888b,5d199e9e2a941b235319873ac6ec39794d473d1f7c75fa609b363634cb102565,2de1ab9ea9e85f166fdcde322effe63bcb5b3dcd07b8079611268ea58dcf2391,c9e4ab2253815a86018c0e62cb635003a64a85c2bcb802639c6f9842326af11c,bcc9525a017ad4e62d95933aa14bd9a180e137315026b11d6611a7e30438b288,6de45c9bd269343d15d1db066795b4cae73c175d059136cd928c57dda3af4518,0,0,True
r36_01_V12_M1,r36_01_V12_M1__ss__1800s,V12_M1,12,1,v12,3_simple_ub_weaker_exact_phase_faster,SS,0.3930800180051011,0.3930800180051011,proof,53553012a2c7eb407a8d09a3ff43aefc1dc820e572e8a7bec238da4a7f2e19ba,8b9c69610647e914629ba1ea42e963067f585dbf9bf8eecb2ac436555d50486f,c67f5f4fa146fa1c2528c4389d82dfe73ecac38f54daeda85a07cec75600eb6f,506889acaf5fe496e8867407a9bd2db455a47e875363b8adf3d49293d4c81575,0342558aab20bfd55775dd079ad4bb8362111dacf94358ee5b577c8c18b45f95,999dc379d5a72d3d4486038e0dd3cecf5a81e5d34f9045d71695a19f455a2ae3,75dae472a37c3f0fae0e847b0293b357b76e43e29b28001d5410ed7ece7d2304,4da1bd927ebaa58281e91beddf49b900114cb0071f5e49ca94673ecc7b1c3d1d,567895594fedd61925d19263ddd21c94fa6905719fcc8ffb606a6a7b86777070,2,2,True
r36_01_V12_M1,r36_01_V12_M1__bw_p__1800s,V12_M1,12,1,v12,3_simple_ub_weaker_exact_phase_faster,BW-P,0.3572005832084155,0.3930800180051011,proof,9f0653d8b03c0a9df4c1dc82e6d922aa0fda72771b235ce4aec2ee382feca6c6,329bd7b6768a67e09e205d21c2a0c2406e02ea2fcd567a7f28dacdc9168612e6,73c7ecbbad0d814c6ed2c5059e366751129a98352cc1e4634417202531b7e1fb,506889acaf5fe496e8867407a9bd2db455a47e875363b8adf3d49293d4c81575,0342558aab20bfd55775dd079ad4bb8362111dacf94358ee5b577c8c18b45f95,999dc379d5a72d3d4486038e0dd3cecf5a81e5d34f9045d71695a19f455a2ae3,75dae472a37c3f0fae0e847b0293b357b76e43e29b28001d5410ed7ece7d2304,6aa1ed772c453d74c9d00969ff2b8c4e4163e34e8c22607a7de5512f39f860db,030efc5c59fe5c0a8d1a083469ca23d41bd33e63ff1ba210bb5a695b67c6493a,2,2,True
r36_01_V12_M1,r36_01_V12_M1__bw_a__1800s,V12_M1,12,1,v12,3_simple_ub_weaker_exact_phase_faster,BW-A,0.3572005832084155,0.3930800180051011,anchor,9f0653d8b03c0a9df4c1dc82e6d922aa0fda72771b235ce4aec2ee382feca6c6,329bd7b6768a67e09e205d21c2a0c2406e02ea2fcd567a7f28dacdc9168612e6,73c7ecbbad0d814c6ed2c5059e366751129a98352cc1e4634417202531b7e1fb,506889acaf5fe496e8867407a9bd2db455a47e875363b8adf3d49293d4c81575,0342558aab20bfd55775dd079ad4bb8362111dacf94358ee5b577c8c18b45f95,999dc379d5a72d3d4486038e0dd3cecf5a81e5d34f9045d71695a19f455a2ae3,75dae472a37c3f0fae0e847b0293b357b76e43e29b28001d5410ed7ece7d2304,6aa1ed772c453d74c9d00969ff2b8c4e4163e34e8c22607a7de5512f39f860db,030efc5c59fe5c0a8d1a083469ca23d41bd33e63ff1ba210bb5a695b67c6493a,2,2,True
r36_02_V12_M2,r36_02_V12_M2__hh__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,HH,0.7185040707549709,0.7185040707549709,proof,e2e37b96c494d5100dbabe29db8ba5ef6b7720b2fe4e82355fec3565dfdabb3b,8ea4c44c6d8c35cc9f4982570cd1b81d9560b3265dfdb93c6b3ec31128ca36a2,ca9809caee7739d9991e1852e1820045d1b1b2570797cb808a2f227feca71802,166f6c10a2db664bb7f08dbfcba6911c98a16b6ae6e2e3b9488916f4e6caa741,e86daefa85bcd396b4236f025fb123f6dd8ec0314af15e21079c5002049a6b65,f2b466ab1bc1a59725c572dcdd357081dbe5d3267cff6dc4d1483f0347067819,d2dc01d0e94c5377199ddcd202d4cd3c9de5dda8199da643de46405a1734f66c,e11a27b8c955c08663c9be213084bf499b5a9be731094ab532f3710c3a8ad3c8,c9b0fa9385943bf9bd7b30bebbcc4ac8a3321fb3c36f635b39a65fb6143f9e54,2,2,True
r36_02_V12_M2,r36_02_V12_M2__ss__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,SS,0.7893423968012562,0.7893423968012562,proof,119f2cf44d287b872634c3d408eaf37c50d00d7450709f5d70a76a273d1a2db7,8d30aacd3f31a3d8e0dd53823da866eaf5c0c94ed1407dac6b102d3342ead668,c55c12823c966bc6834c76b2b531eb907a387973ff7051918144ed0c8e879eaa,adbd557460f305a03715f03db7ac70af50595c432a04d2b1fe695e692b6b07cd,89f20c4d3d89f84237cbdd41632d286061b8befcb4488b84f01613c54393d0b2,2f97615f263503e869cd6c57e32e8be86e3ea7e5388d838bc94302120089575e,2a6f83635a8410cc1c24c79d7ac143417a2af7574b5504c8ce693f8024e2427f,9d41407db78a20c56ccda0b54d464cc01911382934a5a0b91f80bc28d2a81476,58c892720bbcd5baa618776ef3eeb89f09e7215801fb9ffe89c6fbbae50076b4,1,1,True
r36_02_V12_M2,r36_02_V12_M2__bw_p__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,BW-P,0.7185040707549709,0.7893423968012562,proof,66c860f3b6f95f304278aa37beaed5689f5225a4934b191854b35f9b7255bd03,27515d33b45cf06b9066ae694b02e0f51790452cc01e1a21ad20a03c70d9e444,f5afbd9b1a6568823aa08b695f8348f5ae846acda83ed2121f29bce6c958d849,540b3da7a1ac963b1d0b68ffb09588c3056cccb2e77731ed3fc147511b8b4045,f809804ba7467d383c2caa57fa33b3de0ebc0c7b3113b8512f953465347e43d5,82ad235c5f5def7d8664f60aea0bfce485fc4b8fbbc6db50d28436f269f9019a,9b22e840a217a494aecb57f0d0dbf83dd85c51bb4a13404a72694d4fb7507a6f,e726d07162cec1f733ba1e4bdc68b1bf09daee91ca8fcdda16f2edd389e4ea5d,e6c18b28521c03faebba355147f5852a9bc38a62468ead2699bd3534b4b355c6,3,3,True
r36_02_V12_M2,r36_02_V12_M2__bw_a__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,BW-A,0.7185040707549709,0.7893423968012562,anchor,66c860f3b6f95f304278aa37beaed5689f5225a4934b191854b35f9b7255bd03,27515d33b45cf06b9066ae694b02e0f51790452cc01e1a21ad20a03c70d9e444,f5afbd9b1a6568823aa08b695f8348f5ae846acda83ed2121f29bce6c958d849,540b3da7a1ac963b1d0b68ffb09588c3056cccb2e77731ed3fc147511b8b4045,44a755966991638aad90b40b6cca66477d11e0c515cb6a56229f79b2ef33e654,82ad235c5f5def7d8664f60aea0bfce485fc4b8fbbc6db50d28436f269f9019a,9b22e840a217a494aecb57f0d0dbf83dd85c51bb4a13404a72694d4fb7507a6f,e726d07162cec1f733ba1e4bdc68b1bf09daee91ca8fcdda16f2edd389e4ea5d,d508690d4af51cebd9c386a1deecc432ab3bddc6b7922f1315e5c59afa90da56,3,3,True
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__hh__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,HH,1.7493134520506337,1.7493134520506337,proof,1e9d1f2786f2191a17d1b14af2b62621d8bd6acc9f8cec1605a785f72450a110,12dddb80a5d457c811c767ec7270998b2ade873dc9f200578387c2c315b7e3f8,6b0d879525502703e1abe5cf4d913971c6532896f39781410a21960e3c7b97a5,1ff5d99909b48da06fe4abd5d472948d41c747c08c80f42cb83be03845f016e8,69ced52f97fb815c5ff27adc3a7ee48c84c76c1ade71bdbbae59ebd2ab3875be,2de1ab9ea9e85f166fdcde322effe63bcb5b3dcd07b8079611268ea58dcf2391,c9e4ab2253815a86018c0e62cb635003a64a85c2bcb802639c6f9842326af11c,bad3b0cb8971971e46c200092eda8f2c6fad6a4448035e4b52709786cdd561dc,881f8f2556879108c86d67aae74eef675406ce236ce7a14d8ebd99e117c5d6ee,0,0,True
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__ss__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,SS,1.7576833851330294,1.7576833851330294,proof,1e9d1f2786f2191a17d1b14af2b62621d8bd6acc9f8cec1605a785f72450a110,a5fde0fa2766991a8f97aa705a9a974f83a0a06f56453c100ebc3eb1c308c30a,d8d14d1ff4874d6eaa0438761186294c49bb3630949d53495d5a73c19f753bad,49965491cc594de28d479154acc93461c947a7e6ab9cb48aa150212306e0b6df,69ced52f97fb815c5ff27adc3a7ee48c84c76c1ade71bdbbae59ebd2ab3875be,2de1ab9ea9e85f166fdcde322effe63bcb5b3dcd07b8079611268ea58dcf2391,c9e4ab2253815a86018c0e62cb635003a64a85c2bcb802639c6f9842326af11c,0efa60b124f21e4728ec4abbe2f26b3e7c824ba9f7e79ed7be790b3ed739ccb5,8323639b1be4c9303d6011462c34bb3104bc99957ceaf4db56beb6d41fad8993,0,0,True
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__bw_p__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,BW-P,1.7493134520506337,1.7576833851330294,proof,1e9d1f2786f2191a17d1b14af2b62621d8bd6acc9f8cec1605a785f72450a110,12dddb80a5d457c811c767ec7270998b2ade873dc9f200578387c2c315b7e3f8,6b0d879525502703e1abe5cf4d913971c6532896f39781410a21960e3c7b97a5,1ff5d99909b48da06fe4abd5d472948d41c747c08c80f42cb83be03845f016e8,69ced52f97fb815c5ff27adc3a7ee48c84c76c1ade71bdbbae59ebd2ab3875be,2de1ab9ea9e85f166fdcde322effe63bcb5b3dcd07b8079611268ea58dcf2391,c9e4ab2253815a86018c0e62cb635003a64a85c2bcb802639c6f9842326af11c,bad3b0cb8971971e46c200092eda8f2c6fad6a4448035e4b52709786cdd561dc,881f8f2556879108c86d67aae74eef675406ce236ce7a14d8ebd99e117c5d6ee,0,0,True
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__bw_a__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,BW-A,1.7493134520506337,1.7576833851330294,anchor,1e9d1f2786f2191a17d1b14af2b62621d8bd6acc9f8cec1605a785f72450a110,12dddb80a5d457c811c767ec7270998b2ade873dc9f200578387c2c315b7e3f8,6b0d879525502703e1abe5cf4d913971c6532896f39781410a21960e3c7b97a5,1ff5d99909b48da06fe4abd5d472948d41c747c08c80f42cb83be03845f016e8,69ced52f97fb815c5ff27adc3a7ee48c84c76c1ade71bdbbae59ebd2ab3875be,2de1ab9ea9e85f166fdcde322effe63bcb5b3dcd07b8079611268ea58dcf2391,c9e4ab2253815a86018c0e62cb635003a64a85c2bcb802639c6f9842326af11c,bad3b0cb8971971e46c200092eda8f2c6fad6a4448035e4b52709786cdd561dc,881f8f2556879108c86d67aae74eef675406ce236ce7a14d8ebd99e117c5d6ee,0,0,True
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__hh__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.35363892908469974,0.35363892908469974,proof,3a042e4d4749a23c13508a6071409ed7f84df925bb1724e3c25c59c5f0a21899,684f22abbcd62c105ebf47a1736bb4b7b12734feea081bd37d8c0f66158f51e9,775ce9aa249fcbcf1ba5b8a979441edd1e8a11e243faf5fdc0c50103a7c0e95c,4b8f10651aa068079bb3ce727c4b5dcda4f666201c78ec0300e8791d33fca665,97aebfa123731398499cb17dd6b2e1259666e5c52d3c48037b6af5438948365c,acafa6cc63703ccf555bafde3c7c53c1628227646cac1e32b06721e5eaeb7cc7,b165a5cfeec93cce8a0961d77d90fcf60e5778abb5c335a652aca7adb991567d,d21f91bc6ec483dde05214d59777cde27ccd8077ca6abfbf5474257b24e5e245,e339c5aeb5562ea9cd46fd600c53d55eb21c481397fa6a7736151c9725f6bc3c,1,1,True
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__ss__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,0.42185791230189496,0.42185791230189496,proof,ea0f23299a6604216ea5853eefca472f00f7af35639de7151376f85c94b933ec,3f5519f5d19e1c0d5b8c70dce1b7ef4388c739c8ca8cf0515e00e225b0bb059c,b8e69f4947d4137412d928d2d340cd309b3063280ff1f6d4cb26355464cca4a7,f528d6a6496c769a63425c712394e87bdcd76491e7e4e36fc58ac882e5ab39ab,17f008ab0c4657f7000dd68d903b53220c77acd8ca7b4e879e296048c6694123,fa76954ad638341d0d340ea46ebeed1d2edcea177f18192735bdcd04aa617a5f,4645b44573d5eaf6fadac351173002dcc5f8a69296d4830d3ef2122b8ae60341,75e7911ad72ba7856848c4575c5df2853c95f17651cb37439965494750bb8cb6,078d4c0fd866e768cfa9d4acb49cfc70cdd60e032b8c402a556ec6d1b55c266b,0,0,True
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_p__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,0.35363892908469974,0.42185791230189496,proof,42c694739895eb7f088f958b25e17c2a7403946372a9193ba348536f45e74557,49bdcb9580fbd6a0d1ae335a48f167c1069608386fe779f8759481ea484a0a2a,b795affc9316b7cf3a95c42f031766bee1dbc2da3c189a047b9b1906e52c5b3a,f528d6a6496c769a63425c712394e87bdcd76491e7e4e36fc58ac882e5ab39ab,17f008ab0c4657f7000dd68d903b53220c77acd8ca7b4e879e296048c6694123,fa76954ad638341d0d340ea46ebeed1d2edcea177f18192735bdcd04aa617a5f,4645b44573d5eaf6fadac351173002dcc5f8a69296d4830d3ef2122b8ae60341,f0ceee35f54ef6d61edc62ea3c69432753b23c1fccbf61d87caff67e58febcfb,aa8eda74f79378c2ef46af83c0f2c2c7c9681537dd56d6cbd65e820a2664fd7a,0,0,True
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_a__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,0.35363892908469974,0.42185791230189496,anchor,42c694739895eb7f088f958b25e17c2a7403946372a9193ba348536f45e74557,49bdcb9580fbd6a0d1ae335a48f167c1069608386fe779f8759481ea484a0a2a,b795affc9316b7cf3a95c42f031766bee1dbc2da3c189a047b9b1906e52c5b3a,f528d6a6496c769a63425c712394e87bdcd76491e7e4e36fc58ac882e5ab39ab,17f008ab0c4657f7000dd68d903b53220c77acd8ca7b4e879e296048c6694123,fa76954ad638341d0d340ea46ebeed1d2edcea177f18192735bdcd04aa617a5f,4645b44573d5eaf6fadac351173002dcc5f8a69296d4830d3ef2122b8ae60341,f0ceee35f54ef6d61edc62ea3c69432753b23c1fccbf61d87caff67e58febcfb,aa8eda74f79378c2ef46af83c0f2c2c7c9681537dd56d6cbd65e820a2664fd7a,0,0,True
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__hh__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.2849628509699851,0.2849628509699851,proof,aa305fa20f8d3e69ff9c6a25c254ed031a89a954873ae9d7bba48f517ccd476c,77658cb04850c1c37bbd6e077e2f2a516c369dd98a21ec934380dca709e12bd3,38fe8aaf66137b756f722432ba63fea21d90f11ff30f17f6191000232ce713c9,5ef433210790ad53fcf8600c6d013395d0bfc404f27a6395f24edea8b42291f2,523db39904bf6d25a0d7fc826a946e5c1ff161c06a1a1147661e7cd669ac2792,4f61dcd5f6d803957ce2e67ea06512856f01ca62526553960089be03c3b21c7f,7125958ec8cec763eb909cbfb3ca9f71a38170ecdfe9ffc73427502ff69eb69a,4fd3892b31e02edb4ac2e1bec495a9b0034e58c5a05e1a747a7f5c3cf521ab3b,a7cb1f57c5ed44797b91147b597b30d64b4125b2312d798abe84419cab5f0a6b,2,2,True
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__ss__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,0.47493373175620823,0.47493373175620823,proof,3bd870f09eebcc1dc5ac749d89caaa87fae3d24042228f0e22bc1e325566a5a8,a7b14ca61217993b306af15887d96ad75e8c26bd2c0ab9dc8d027e4fdb4bb38f,762211897d542c553223b8f484c99fd2116412a4cfeb976355df625ad3983a34,9f331ce797943d32373b137d3ddb000577b8d3f46491f1896b120113dbf479e1,6c21ab1ac67c0e79897ebb9d3e8f485275459761f79e67979d412d5f10025fcb,8628df695f8f5a7aa355e780cc28a7d7187d193f56be45bff47ef9e892850893,d81465ab842505bf8b8e78dda61fc0edab1ae7fa295e098b39795061721f86fd,e160639be348094b715ac3a25b3de6bb0388b0d494b6723daece5b14f1bca5e7,e54795c7795f51b21f132179c88c3702377e14ee7307de3a7552dc1b2edf96f7,0,0,True
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_p__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,0.2849628509699851,0.47493373175620823,proof,b21333f83fa41563d5d509cda0d0f685faac230b28b3ea7d10f9514cd6b7fe2c,c7b9580297d2a865f1431914b2997aa6708838eed6a203bd182414cfc5013cab,47eb111ebee8b0c2e737060f4df236b9b1b8176ac000be91e345144a400b1421,e4b816466be423b1cc83e85efbf3d7f242de5c13a9e20fc5a45a0897a48ab0fa,4df4eadd9142f3886671c2c38848a24e0c62d27eb746d7a8221dd9b611cd915d,3de4d5f6c1719cca5ef73b5f76de86db92d9e955682d37b17de0630b32cc01d5,d81465ab842505bf8b8e78dda61fc0edab1ae7fa295e098b39795061721f86fd,c10aae1f960f7742cc0a86c0ae972bffe7fb6337a821577f609ebfa5bf5e6cbd,80062522031f31a351fc1a7c184991d3dd2900ee84e8c959a4bc8c75bd87bee7,1,1,True
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_a__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,0.2849628509699851,0.47493373175620823,anchor,b21333f83fa41563d5d509cda0d0f685faac230b28b3ea7d10f9514cd6b7fe2c,c7b9580297d2a865f1431914b2997aa6708838eed6a203bd182414cfc5013cab,47eb111ebee8b0c2e737060f4df236b9b1b8176ac000be91e345144a400b1421,e4b816466be423b1cc83e85efbf3d7f242de5c13a9e20fc5a45a0897a48ab0fa,4df4eadd9142f3886671c2c38848a24e0c62d27eb746d7a8221dd9b611cd915d,3de4d5f6c1719cca5ef73b5f76de86db92d9e955682d37b17de0630b32cc01d5,d81465ab842505bf8b8e78dda61fc0edab1ae7fa295e098b39795061721f86fd,c10aae1f960f7742cc0a86c0ae972bffe7fb6337a821577f609ebfa5bf5e6cbd,80062522031f31a351fc1a7c184991d3dd2900ee84e8c959a4bc8c75bd87bee7,1,1,True
